學年度,設立別,學校類別,學校統計處代碼,學校名稱,日間/進修,學制班別,當學年度各學制總量內核定新生招生名額(A),當學年度各學制新生保留入學資格人數(B),當學年度各學制總量內新生招生核定名額之實際註冊人數(C),當學年度各學制境外(新生)學生實際註冊人數(D),當學年度各學制新生註冊率(%)E=〔(C+D)/(A-B+D)〕*100％,當學年度各學制招生特色說明
112,公立,技專校院,0046,國立臺北護理健康大學,日間,碩士班,179,2,170,15,96.35,一、發展成效：108-112學年度註冊率均達96.95%以上。 二、發展特色：積極建構從出生到死亡的健康照護模式，並在現有的醫護專業基礎上，發展優質教學環境、拓展國際合作、以及強化全人教育之學習環境。 三、各所發展內容： 1. 護理/中西醫:培育領導、教育與研究的高階護理人才。 2. 助產:培育婦女生命週期中所需之健康照護人才。 4. 醫教:培育醫療院所高階臨床教師人才。 5. 健管:培育健康事業管理專業人才。 6. 資管:培育理論與實務並重及符合時勢所趨之專業資訊人才。 7. 休健:培養具觀光休閒與健康促進之跨領域人才。 8. 長照:培育長期照護各領域的實務應用管理人才。 9. 聽語:培育專業的語言治療師、聽力師及聽語研究人才。 10. 幼保:培養嬰幼兒教保教學、行政、推廣等專業人才。 11. 運保:培育運動保健專業人才。 12. 生諮:培育生死關懷與諮商的進階專業人才。
112,公立,技專校院,0046,國立臺北護理健康大學,在職,碩士班,72,0,62,0,86.11,一、發展成效：108-112學年度註冊率均值91.19%。 二、各碩士在職專班發展特色與內容： 1. 護理所：提供專師、成人、老人、兒童、婦女、社區、精神與護理資訊共八個進階護理專業領域課程，以培育各領域進階專業護理人才。 2. 健管所：強調理論與實務並重、藉以提升健康事業專題之分析能力，並具備倫理及關懷環境之基本素養，同時兼具領導、問題解決與決策之實務能力，以培育優秀的健康事業經營實務領導人才。 3. 休建所：培養具觀光休閒與健康促進之跨領域人才。 4. 運保所：結合運動科學及保健醫學理念，培養運動保健專業人才，為運動員及一般社會大眾建構一完善的健康與運動安全防護體系。
112,公立,技專校院,0046,國立臺北護理健康大學,日間,博士班,12,1,8,6,82.35,一、發展成效：108-112學年度註冊率均達96.47%。 二、發展特色與內容： 1. 本校設校源遠流長，為我國第一所護理技術職業教育高等學府，歷來扮演護理健康技職教育先驅者及示範者之角色，亦為國內唯一培育護理博士的技職殿堂。 2. 本校護理系博士班以培育領導、教育與研究的高階護理專業人才為宗旨。基於學生入前護理專業進階能力與實務學養為基礎，更進一步培育其科學研究、領導管理與教育能力之持續發展。 3. 本校護理博士班強調創新研究、結合理論與實務，建構實證護理之模式，以推動優質化的護理專業以期培育學生能： (1)發展護理專業知識、(2)建構護理專業實務或教育模式、(3)執行嚴謹的科學研究、(4)參與國際學術或專業活動、(5)分析健康政策相關議題與解決方案、(6)展現領導與決策的行動。
112,公立,技專校院,0047,國立高雄餐旅大學,日間,五專,50,0,51,0,100.00,1.入學管道包含五專優先免試、南區五專聯合免試。2. 本校「餐飲廚藝科(五專菁英班)」以技藝為根本、文化為內涵、藝術為運用， 以培養具實務技能與智識內涵並重的「餐飲廚藝實務人才」。沿襲本校「實務為先」的治學理念，本科在課程設計融入 人文美學及科學教材，重視中餐、西餐、烘焙、餐飲服務、飲料調製等廚藝技能及美食品味能力，加強內場生產管理、 成本控制、財務管理、規劃設計及創新創業能力，更著重職場道德、人際溝通、服務品質、外語能力及資訊 E 化能力的 養成，期能健全學生人格的養成教育，並強化將來就業或繼續升學的本職學能需求。
112,公立,技專校院,0047,國立高雄餐旅大學,日間,學士班(含四技),581,0,553,55,95.60,1.入學管道多元，包含甄選入學、聯合登記分發等。 2.上課時間:每週一至週五 08：10〜17：20。 3.修業年限以 4 年為原則(包含校外實習)，得延長修業 2 年，凡修畢各系規定畢業學分及畢業門檻者授予學士學位。 4.本校實施校外參訪研習，該研習課程安排及活動費用，由各系依課程實施現況訂定。 5.本校所提供豐富教學資源，實務師資陣容堅強，各系設有全面空調之普通教室及專業教室。另有其他人文、藝術、運動等完善設施。 6.設有師資培育中心，開設教育學程。 7.透過擇優選才機制，提供海外研修及實習機會，另有多項國際認可之專業證書文憑課程。 8.本校為使學生於就學期間提早熟悉未來職場就業之企業經營環境，各招生學系皆設置仿真之校內實習場域。
112,公立,技專校院,0047,國立高雄餐旅大學,日間,二年制大學(二技),40,0,16,0,40.00,修業年限：2年，得延長修業2年。上課時間：週一至週五 08：10〜17：20。教學資源：專業師資、實用課程、先進設備及人文氣息的環境。實習制度(僅餐飲管理系)：實施校外實習制度，透過與業界洽談暨校園徵才方式，提供學生選擇實習單位及海外實習機會，於二年級上學期前往業界實習半年。學校鼓勵學生參與海外實習，提供學生學習多元實用的管理技能並強化外語應用能力，務求符合餐旅服務產業的人力發展需求，且畢業生能力可與產業接軌為整體發展目標。
112,公立,技專校院,0047,國立高雄餐旅大學,進修,學士班(含四技),279,0,177,0,63.44,1.入學管道為本校單獨招生。  2.進修部上課時間:每週一至週五 13：20〜21：50 為原則，必要時於週六及週日排課。  3.修業年限以 4 年為原則(包含校外實習)，得延長修業 2 年，凡修畢各系規定畢業學分及畢業門檻者授予學士學位。  4.本校實施校外參訪研習，該研習課程安排及活動費用，由各系依課程實施現況訂定。  5.本校所提供豐富教學資源，實務師資陣容堅強，各系設有全面空調之普通教室及專業教室。另有其他人文、藝術、運動等完善設施。  6.設有師資培育中心，開設教育學程。  7.透過擇優選才機制，提供海外研修及實習機會，另有多項國際認可之專業證書文憑課程。  8.本校為使學生於就學期間提早熟悉未來職場就業之企業經營環境，各招生學系皆設置仿真之校內實習場域。
112,公立,技專校院,0047,國立高雄餐旅大學,進修,二年制大學(二技),82,0,62,0,75.61,修業年限：2年，得延長修業2年。上課時間：週一至週五13:20 ~ 21:50。教學資源：專業師資、實用課程、先進設備及人文氣息的環境。實習制度(僅餐飲管理系)：實施校外實習制度，透過與業界洽談暨校園徵才方式，提供學生選擇實習單位及海外實習機會，於二年級上學期前往業界實習半年。
112,公立,技專校院,0047,國立高雄餐旅大學,日間,碩士班,86,0,40,9,51.58,碩士班招生分為一般生與在職生，在職生另須具備一年以上各所訂定之相關工作證明。本校碩士班以產業接軌及跨域應用為導向，強調以產業創新知識與職能發展為本，建構實務導向及管理專業技能，應用在宏觀全球觀光產業經營能力以及關鍵人才培育的基礎上，以培育餐旅業界中基層經營管理人才。
112,公立,技專校院,0047,國立高雄餐旅大學,在職,碩士班,18,0,8,0,44.44,本校碩士在職專班深度結合時事，課堂所學直接應用;以產業接軌及跨域應用為導向，強調以產業創新知識與職能發展為本，應用在宏觀全球觀光產業經營能力以及關鍵人才培育的基礎上。並將人才、技能與學識經驗串連成產業跨領域技術的人力資本，致力創造才識學養俱佳的優質人才。
112,公立,技專校院,0047,國立高雄餐旅大學,日間,博士班,5,0,5,1,100.00,本校博士班招生特色： 本校博士班分為「學術研究」及「產學合作」雙類群。 「產業研究」著重提升學生宏觀思辨、專業表達及創新能力，結合跨領域專業學程，建構理論與實務應用的專業能力，培育產業全方位優質人才；「產學合作」強調知識管理與技能，應用於探討與研究產業經營，並結合業界高階管理者的實務課程，培育應用與解決能力均優的專業人才。
112,公立,一般大學,0048,國立金門大學,日間,學士班(含四技),742,3,644,52,87.99,本校日間部學士班具大學多元入學管道(特殊選才、繁星推薦、申請入學、分發入學)、四技二專管道(特殊選才、甄選入學、聯合登記分發）等量內招生名額，並獲教育部核定招收四技二專技優甄審、身心障甄學生升學大專校院甄試、大學辦理願景計畫、「擴充半導體、AI、機械領域系所招生外加名額」、「原住民族及離島地區醫事人員養成計畫」、以及各管道之原住民、離島地區居民等外加名額，力求透過招生管道之豐富性，使本校於少子化浪潮中，自學生入學階段前，就採策略性作為持續精進校務經營量能，同時保有社會責任與永續發展之展望。
112,公立,一般大學,0048,國立金門大學,進修,學士班(含四技),219,0,152,0,69.41,為推動政府辦理回流教育培育高級專業人才，提供終身學習環境，特依據教育部頒訂「大學辦理招生規定審核作業要點」之規定，辦理進修學士班，提供結合理論與實務之學士學位課程以訓練高層技術人才，計有企業管理學系、觀光管理學系、運動與休閒學系、社會工作學系及國際暨大陸事務學系等。
112,公立,一般大學,0048,國立金門大學,日間,碩士班,96,0,84,16,89.29,本校碩士班共有12個研究所碩士班、2個碩士在職專班，並設有日間部碩士班獎勵措施，碩士班獎勵金則搭配教學助理(TA)制度，鼓勵碩士生於攻讀碩士學位同時，踴躍擔任教師之教學助理，培養學生學習教學相關之知識與技能，透過實際教學歷程，以提高學習成效，在學習中帶有經驗傳承的意味。
112,公立,一般大學,0048,國立金門大學,在職,碩士班,34,1,35,0,100.00,本校成立碩士在職專班，係有管理學院事業經營碩士在職專班(組別：企業管理組、觀光管理組、運動與休閒組、工商管理組、健康照護暨福利組)及電機工程學系碩士在職專班(組別：工程科技組、資訊科技組、科技管理組)，提供地區在職進修的管道，籍以提昇自我價值，塑造自我成就，並拓展自己的人脈。
112,公立,一般大學,0048,國立金門大學,日間,博士班,3,0,2,0,66.67,本校獲教育部「大學校院產學合作培育博士及研發人才計畫」補助，修讀本校「跨境產業策略與發展博士學位學程」，每年可獲得教育部補助獎助學金20萬元，共補助5年(含2年企業實習)，獲補助學生需為全職研究生，不得另有全職工作(以投保薪資計算)，惟本補助學生須遵守「教育部補助大學校院產學合作培育博士及研發人才計畫作業要點」規定。  碩士班逕博組學生於修課1年後，經本校「跨境產業策略與發展博士學位學程」委員會會議考核通過及校長核定後得逕讀博士，博士畢業後授予「跨境產業策略與發展博士」學位。
112,公立,一般大學,0049,國立臺灣體育運動大學,日間,學士班(含四技),541,0,532,9,98.36,1.本校為全國第一所體育運動專業學校，除致力培育精英運動選手晉身國際殿堂為國爭光外，亦提供完整訓練課程培養專業教師(表演藝術及體育)、運動教練、休閒及戶外遊憩、運動指導人員、運動管理專業人才、運動賽會辦理、運動資訊呈現、媒體傳播能力等。2. 本校教學與訓練並重，兼顧理論與實務，教學採多元設計，重視實作教學，希冀學生透過本校與企業產學合作之學習過程，培養學生各項專業能力，並搭配證照考取，厚實學生未來就業競爭力。3.本校除提供學生完整學業學習平臺外，亦具備完善生活、生涯輔導資源，以培養健全人格、社會中堅分子而努力。本校地理位置鄰近臺中火車站、臺灣中部、南來北往交通便利，氣候宜人、舒適，具備專業運動場館及媒體播製設備，如此得天獨厚環境，提供莘莘學子最佳學習環境。
112,公立,一般大學,0049,國立臺灣體育運動大學,進修,學士班(含四技),99,0,99,0,100.00,【教學特色】配合學生週間就業需求，利用假日進修、平日工作的方式，於四年時間有效地完成學、術並重的體育、運動和休閒產業相關領域學習。課程設計以體育專業課程為基本架構，輔以運動產業相關知識及通識全人教育課程，涵蓋運動科學、體育暨休閒相關產業學科及體育運動術科等，漸進學習，累積職場專業力。【招收對象】運動績優選手、有在職進修需求或對體育運動有興趣之高中職畢業學生都歡迎報考。【職涯發展特色】鼓勵參與校內外活動及證照研習，以提升職場競爭力，就學期間累積職場實務經驗，畢業後在體育教育、健身產業及休閒運動產業等就業領域皆有優異表現。
112,公立,一般大學,0049,國立臺灣體育運動大學,日間,碩士班,93,0,91,0,97.85,1.以實現國家整體健康、運動、休閒之發展，提升運動及相關領域研究水準，運用教學資源以推動我國運動相關領域之發展。2.將工作能力分析轉換為專業智能分析，訂定學生所應具備之專業核心能力、職場所需能力，更符合學生及社會之需求。3.因應高齡化社會到來，著重科目資源整合與內容銜接，強化就業應用能力並積極依研究成果，強化運動領域內涵。
112,公立,一般大學,0049,國立臺灣體育運動大學,在職,碩士班,43,0,43,0,100.00,1.配合國家體育政策發展與培養具有運動潛力及實力之運動人才，強化專業訓練，培育球類精英選手，厚植國內訓練水準，更加入運動教練指導課群、運動商品行銷課群及體適能指導課群等特色學群。2.課程特色以教學與訓練並重，兼顧理論與實務；教學採多元設計，重視實作教學，實施校外教學與舉辦實習運動賽會等活動。3.以運動科學理論為基礎，實務應用為輔，積極與運動健康產業及運動專長隊伍結合。4.建立多元學術環境，透過理論與實務的課程結合，提供學生學習機會，積極與多家企業簽訂產學合作案，經由專任教師輔導學生共同承辦活動，培養學生企劃活動等專業能力，造就運動管理專業人才。
112,公立,一般大學,0049,國立臺灣體育運動大學,日間,博士班,3,0,3,0,100.00,一、教學特色本系博士班教育目標為培養具有運動科學能力之專業運動教練及跨領域之高階運動科學研究人才。課程特色以競技運動與教練科學及運動科學為兩大方向。二、師資特色學科師資專精運動科學各領域，教師發表多篇論文於國內、外優秀期刊，並執行多項公私立機構補助研究計畫。術科師資聘請具有國家級以上專業證照之教師任教。三、教學資源特色本校擁有專業運動科學實驗室及豐富的體育運動圖書館藏，整合全國教練科學與運動科學兩大重要領域，培育優秀之跨領域競技運動科學研究人才，提升我國運動科學研究水準，並將研究成果實際應用於運動訓練及優秀選手選才，提升我國競技運動水準。四、職涯發展特色學生畢業後可從事菁英選手之專業運動教練、大專校院運動科學領域教師及體育運動相關研究機構之高階研發人員。
112,公立,技專校院,0050,國立臺中科技大學,進修,二專,421,0,326,0,77.43,本校為成人回流進修教育，以充實國民生活知識、提高教育程度、傳授實用技藝、增進生產及競爭能力、培養健全公民及促進社會進步為目標。依據此目標及充分利用學校現有之人力及設備等教學資源，提供成人繼續接受教育的機會，以提昇國家人力素質為目的。在多年的努力耕耘下，教學品質不斷改進，學生素質亦逐年提高，其成果已為社會大眾肯定及讚譽。 學生主要是利用週六及週日上課，採直接面授方式授課，不僅師生雙方可以面對面溝通、研究、提昇學習效果，同學又可兼顧工作，實為在職青年及多年失學之社會人士良好之進修管道。修滿規定之學分者授予副學士學位。本校目前設有6個科別，涵蓋商業、設計、資訊與流通、英文及日文等領域。
112,公立,技專校院,0050,國立臺中科技大學,日間,五專,741,0,745,0,100.00,【本校五專學制特色】1.教授專業學科能力與技術，強調畢業後就業能力之培養。2.五年一貫的課程設計獨具特色。3.重視專題製作、校外實習及專業證照取得。4.繳納公立高中職學雜費，即可享有大學師資與設備。5.類科多元化，學生可依興趣、性向選擇。【畢業出路(進可攻、退可守)】1.可直接投入職場就業，再利用假日就讀本校進修學院二技。2.繼續升學：報考本校大學部二年制(二技)或畢業3年後直接報考本校碩士班、插班普通大學。本校設有五個學院，五專涵蓋9個科、2個菁英班，採專業理論與實務技能並進教學策略，推動實習課程，引進業界師資，加強實務操作課程，多軌並進培育各領域基礎專業人才。菁英班則為「五專」＋「二技」之「七年一貫」學制專班，五專畢業後，透過校內直升甄審機制，可直升二技，藉由彈性學制銜接設計，可達到課程深化且學習一貫化，減少學生日後升學時必須面臨的升學轉換、學習中斷問題。
112,公立,技專校院,0050,國立臺中科技大學,日間,學士班(含四技),1203,0,1201,66,99.84,本校日間部四技學制橫跨6個學院，計有21系1學位學程，為落實技職務實致用之精神，整合各學院資源，鼓勵跨系學習，開設各類學程課程，並落實專題製作，強化實務技能。積極推動產學合作及業界協同教學等，使學生學習與產業接軌。商學院設有8系，強化以實用之學為主，結合校內外實習等三明治教學。設計學院設有3系，包含平面視覺、數位資訊、立體空間與流行生活等四大設計領域，具有全方位設計創意和實踐能力的特色。資訊與流通學院透過3系1學位學程整合與分工，將技術和應用結合，以資訊技術提升實務效率，兼具縱向與橫向整合的優勢。語文學院設有3系，強化以語文習得能力為主、商學為輔，強化實務致用，培養語文結合商務人才為目標。中護健康學院設有3系，配合少子化與老年人口的增加，以健康為主軸，傳授醫護、照護及時尚造型等專業技術。智慧生產學院設有1系，以培育製造科技產業所需之科技與創新應用兼具之智慧生產跨域人才為目標。
112,公立,技專校院,0050,國立臺中科技大學,日間,二年制大學(二技),613,0,578,3,94.32,二技涵蓋14系及2菁英班，採理論與實務並進教學策略，推動實習課程，引進業界師資，培育各領域專業人才。商學院設有4系，結合推動校外企業實習課程，增加學生實務經驗以融合理論與實務，培養實務界所需人才，提高就業競爭力。語文學院設有2系，以英/日語為主，商學為輔，培養具有國際觀的外語商務人才為目標。資訊與流通學院設有3系及1菁英班，依照各系培育優秀資訊人才目標，輔導學生考取國際證照、辦理企業參訪等，就業後無縫接軌。設計學院設有2系，注重產學合作，以整合行銷傳播理念、造型美學與視覺傳達為基礎，導入現代科技思維方法，培育品端技精之設計人才。中護健康學院結合護理、美容、老服3系師資、設備及資源，以健康為主軸，培育醫護人才、提供陪伴、照護服務及傳授樂活養生、時尚造型之學理與實務課程。智慧產業學院設有一系，以「智慧商業管理」及「智慧商業技術」為主軸，期望培育產業所需專業創新跨域實務人才。
112,公立,技專校院,0050,國立臺中科技大學,進修,學士班(含四技),723,0,722,0,99.86,本校進修部四技共設13系，橫跨6大學院。中護健康學院設有2系，為美容系、老人服務事業管理系，兩系配合社會變遷--少子化與老年人口的增加，充分與產學資源合作，以營造健康社區為共同發展目標，藉由多元化形式，打造健康學院平臺，提升教學品質與研究能量。商學院設有6系，為國際貿易與經營系、企業管理系、會計資訊系、財務金融系、休閒事業經營系、保險金融系，商學院內部資源共享，強化以實用之學為主的教育方式，結合校內外實習等三明治教學，提升具就業能力之專才。設計學院為商業設計系，重視實習、實做、體驗並參與重要競賽的教學。資訊與流通學院設有2系，為資訊管理系與資訊工程系，課程設計除強調專業技能開發與應用、資訊工程理論與技術能力外，亦培養學生具備團體合作與實務創新之能力。語文學院為應用英語系，強化以語文習得能力為主，培育學生兼具多國語文表達、商務專業表現。智慧產業學院設有商業經營系，以培育製造科技產業所需之科技
112,公立,技專校院,0050,國立臺中科技大學,進修,二年制大學(二技),821,0,712,0,86.72,本校進修部二技共設12系，橫跨5大學院。語文學院為應用英語系、應用日語系，強化以語文習得能力為主，培育學生兼具多國語文表達、商務專業表現。建構回流教育系統及終身學習平臺。中護健康學院設有2系，為美容系、老人服務事業管理系，兩系配合社會變遷--少子化與老年人口的增加，充分與產學資源合作，以營造健康社區為共同發展目標，藉由多元化形式，打造健康學院平臺，提升教學品質與研究能量。商學院設有5系，為國際貿易與經營系、企業管理系、會計資訊系、財務金融系、休閒事業經營系，商學院基於「創新服務」的核心理念，培育理論與實務能力兼備，具創新思維、服務精神及國際視野，提升具就業能力之專才。 設計學院為商業設計系、室內設計系，重視實習、實做、體驗並參與重要競賽的教學。資訊與流通學院設有資訊管理系，訓練學生結合硬體，開發資訊應用軟體，提供多樣的創新資訊技術，服務不同的產業。亦培養學生具備團體合作與實務創新之能力。
112,公立,技專校院,0050,國立臺中科技大學,日間,碩士班,198,0,176,4,89.11,本校設有14個碩士班，涵蓋各學院之領域，為提升學生獨立思考判斷之能力，培養國際觀之專業人才，課程規劃著重專業技能之養成，理論與實務並重。商業類碩士班，課程設計多元，秉持理論與實務並重理念，以強化學生專業素養及外語能力。設計類碩士班則依研究領域進行研究，著重建構學生多元整合能力，為國內設計界培育優秀中高階專業之設計人才。資訊類碩士班除提升其專業技術之能力，同時兼具創新與技術，讓在資訊科技產業中具備專業領域技術的資訊中高階專業人才。日本市場暨商務策略碩士班強化日本交換留學及研修、移地教學等，以培育日語為主，商學為輔之高階商務日語人才。護理系碩士班奠基於大學基礎護理教育之核心素養，配合中護學院與護理系辦學目標，進一步培育具專業素養及照顧品質進階護理的臨床進階護理人才。美容系碩士班以健康美容之學理研究與實務，加強樂齡健康造型技術及跨領域整合應用，結合美容創新科技與管理，培育高階美容科技之人才。
112,公立,技專校院,0050,國立臺中科技大學,在職,碩士班,138,0,128,0,92.75,本校為培育高階專業人才，提升研究水準，提供終身學習環境，針對在職人士提供結合理論與實務之碩士學位課程，設置8個學系碩士在職專班。為配合國家經濟建設發展趨勢及企業面對外部競爭之需要，商學院設有企業管理、財務金融、會計資訊系之碩士在職專班，著重啟發與引導式的教學，提供政府及業界人員提升知能。設計學院設有商業設計系碩士在職專班，研究領域為整合行銷傳播設計，含括品牌創新設計、包裝與展示設計、媒體與行銷設計、影像應用、圖像敘事、設計方法與教學等。資訊與流通學院則設有資訊工程、資訊管理系、流通管理系之碩士在職專班，採用理論與實務並重之專業課程教學與研究，以培育資訊科技中高階專業人才，符合業官學界需求的資訊科技應用人才為主要目標。
112,公立,技專校院,0050,國立臺中科技大學,日間,博士班,3,0,5,0,100.00,為培育理論與實務並重，同時具產業實務研發及國際觀之跨領域整合高階研究人才，本校設有1個博士班—智慧工程博士班，隸屬於資訊與流通學院。以培育產業AI化提供跨領域整合之高階研發人力為主，並為國家人工智慧教育政策提供更專精的研究人才。
112,公立,技專校院,0051,國立臺北商業大學,進修,二專,80,0,41,0,51.25,1.培育流通專才：本校提供流通相關產業之管理理論與實務實習課程，招收有志進修之在職人士或高中職畢業生，以培育流通相關產業優秀幹部及專業人才；目前設有企業管理科及應用外語科，屬於二專學制，修業時間修業時間至少二年，畢業授予副學士學位。 2.兼顧學業及工作：產學合作班學生大多在企業工作，理論與實務結合，兼顧學業及工作的需要。 3.有利事業發展：本校歷年皆與國內各知名企業合作，合作企業遍佈流通相關之產業。產學合作班學生畢業後，有利於轉換至其他流通企業就業，或留任於原企業升遷發展，擔任管理職務者。
112,公立,技專校院,0051,國立臺北商業大學,日間,五專,350,0,338,1,96.58,設有會計與資料科學科、財務金融科、財政稅務科、國際貿易科、企業管理科、資訊管理科、應用外語科，以培育會計與資訊科技之整合學習，以實習與證照制度建立財金專業知識；嚴謹的專業訓練，以具有寬廣的國際觀，與多元發展方向的國際企業管理；稅務法規與財政分析；關注市場需求，具多元管理知能的專業、整合資訊科技與管理科學，配合商業技術應用，適應環境變遷且為企業所用之資管專業；精通外語並兼具翻譯、商務資訊及文教事業經營等技能之人才。
112,公立,技專校院,0051,國立臺北商業大學,日間,學士班(含四技),374,0,371,40,99.28,設有會計資訊系、財務金融系、財政稅務系、國際商務系、企業管理系、資訊管理系、應用外語系、創意科技與產品設計系、商業設計管理系及數位多媒體設計系，以培育會計與資訊科技之整合學習，以實習與證照制度建立財金專業知識；嚴謹的專業訓練，以具有寬廣的國際觀，與多元發展方向的國際企業管理；稅務法規與財政分析；關注市場需求，具多元管理知能的專業、整合資訊科技與管理科學，配合商業技術應用，適應環境變遷且為企業所用之資管專業；精通外語並兼具翻譯、商務資訊及文教事業經營等技能；企業所需之設計應用專業；具文化素養、創意運用及商業經營之服務；數位遊戲設計及美術設計之專業人才。
112,公立,技專校院,0051,國立臺北商業大學,日間,二年制大學(二技),276,0,250,0,90.58,設有會計資訊系、財務金融系、財政稅務系、國際商務系、企業管理系、資訊管理系、應用外語系、創意科技與產品設計系及商業設計管理系，以培育會計與資訊科技之整合學習，以實習與證照制度建立財金專業知識；嚴謹的專業訓練，以具有寬廣的國際觀，與多元發展方向的國際企業管理；稅務法規與財政分析；關注市場需求，具多元管理知能的專業、整合資訊科技與管理科學，配合商業技術應用，適應環境變遷且為企業所用之資管專業；精通外語並兼具翻譯、商務資訊及文教事業經營等技能；企業所需之設計應用專業；具文化素養、創意運用及商業經營之服務；數位遊戲設計及美術設計之專業人才。
112,公立,技專校院,0051,國立臺北商業大學,進修,學士班(含四技),231,0,195,0,84.42,設有會計資訊系、財務金融系、國際商務系、企業管理系、資訊管理系及數位多媒體設計系，提供社會在職人士進修機會，上課時間為週一至週五晚間及週六全日上課。課程以先進、實務之科目為主；理論與實務並重，講授與討論並行，注重專業知識之傳授與商業技能之訓練，並內含通識課程以加強人文素養，俾使學生學以致用、術德兼備。
112,公立,技專校院,0051,國立臺北商業大學,進修,二年制大學(二技),376,0,355,0,94.41,設有會計資訊系、財務金融系、財政稅務系、國際商務系、企業管理系、資訊管理系及應用外語系，提供社會在職人士進休機會，上課時間為週一至週五晚間及週六全日上課，課程以先進、實務之科目為主；理論與實務並重，講授與討論並行。注重專業知識之傳授與商業技能之訓練，並內含通識課程以加強人文素養，俾使學生學以致用、術德兼備。
112,公立,技專校院,0051,國立臺北商業大學,日間,碩士班,96,1,95,5,100.00,設有會計資訊系碩士班、財務金融系碩士班、財政稅務系碩士班、國際商務系碩士班、貿易實務法律暨談判碩士學位學程、企業管理系碩士班、資訊與決策科學研究所、資訊管理系人工智慧與商業應用碩士班及創意設計與經營研究所，培育具備國際視野與社會關懷，且具有會計、資訊、稅務、公司治理及金融整合性專業知識與技能之商學人才，以及瞭解當前企業經營之會計、財務金融、財稅、國際商務、資管及創意設計高階實務人才。
112,公立,技專校院,0051,國立臺北商業大學,在職,碩士班,74,0,64,0,86.49,設有財務金融系金融科技創新服務碩士在職專班、財政稅務系碩士在職專班、企業管理系EMBA在職專班、資訊與決策科學研究所(碩士在職專班)及創意設計與經營研究所(碩士在職專班)，培育全方位具備財稅、經營管理及創意設計之中高階管理人才，產學合作資源豐富，以實務性教學為主，積極推動國際交流活動，以國際經營視野，並注重品格倫理教育，培養學生社會關懷及人文素養。
112,公立,技專校院,0051,國立臺北商業大學,日間,博士班,3,0,3,0,100.00,因應數位經濟與人才培育需要，本校財經學院博士班應運而生，並於2019年8月開始招生。博士班課程的規畫主要是為契合此一國際發展趨勢，對於因應我國政府產業政策之發展及企業商業模式之創新，期望能提供數位經濟發展所需之商業人才，以培養企業主管人才具備E化之「公司治理、風險管理與法規遵循（法遵科技）」的管理能力。
112,公立,一般大學,0052,國立屏東大學,日間,學士班(含四技),1458,1,1421,21,97.56,本校設有教育學院、人文社會學院、理學院、管理學院、資訊學院、國際學院及大武山學院共七個學院，下設30個學系及2個學士學位學程，招生管道包含大學之繁星推薦申請入學、分發入學、身障生甄選、特殊選才及四技二專聯合甄選之特殊選才、甄選入學、技優入學、登記分發、繁星甄選，另還有單獨招生管道如運動成績優良學生、原住民專班等多元入學管道；學習方面，各院系提供20個自由學分，讓學生有更多機會跨領域選修課程，發掘第二專長；國際化方面，提供補助赴美國、日本、韓國、捷克等姊妹校交換學習機會。本校以多元合流，培育菁英、追求卓越，邁向國際為願景，並以｢成為多元教育人才之培育重鎮｣、｢培育產業創新與實務應用之人才｣及｢關懷人文發展與促進國際交流｣為目標，除具有培育國小、特教、幼教師資及商業管理人才的優良傳統，透過「大學-政府-各級學校-產業」鏈結模式，積極推動跨領域合作，培育全方位創發專業人才。
112,公立,一般大學,0052,國立屏東大學,進修,學士班(含四技),172,0,101,0,58.72,國立屏東大學進修學士班是提供應屆畢業之高中、職學生或已畢業在職人士，暢通其升學管道及在職進修的優質大學。本校管理學院之「企業管理學系」、「國際經營與貿易學系」、「財務金融學系」、及資訊學院之「資訊管理學系」等4個學系設有進修學士班，皆積極推動跨領域資訊整合及產學能量合作，以培育全方位創發專業與學用合一之人才。其招生管道區分為二，一為「申請入學」：採計該入學年度之大學學科能力測驗成績或四技二專統一入學測驗成績，結合書面資料審查；二為「甄試入學」：僅採計書面資料審查。學生入學後藉由本校專業領域師資之研究、教學與服務，以習得專業知識及實務能力，並於四年修業成績合格取得「國立大學學士學位」。
112,公立,一般大學,0052,國立屏東大學,日間,碩士班,419,0,333,6,79.76,本校定位為「教學與科研融合型大學」，設有教育學院、人文社會學院、理學院、管理學院、資訊學院、國際學院及大武山學院共七個學院，下設30個學系(25個學系含碩士班、1個學院碩士班)、3個碩士學位學程、2個國際碩士學位學程、1個國際碩士班、1個研究所(含博、碩士班)，具備師資培育的優良傳統、人文藝術理學的深厚基礎、數位科技的創新技能，及豐富的產學、實習與推廣教育經驗，教學及研究能量涵蓋各項專業領域，被外界公認為南臺灣培育商管資訊人文專才及國民教育教師主管人員的搖籃，孕育出許多傑出校友，分別在不同領域展現卓越的專業成就，備受社會各界肯定。
