學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,性別,在學學生數,學期間退學人數-總計,學期間退學人數-學生自請退學-小計,學期間退學人數-學生自請退學-就讀學校、科系不符期待,學期間退學人數-學生自請退學-懷孕,學期間退學人數-學生自請退學-育嬰,學期間退學人數-學生自請退學-傷病,學期間退學人數-學生自請退學-經濟困難,學期間退學人數-學生自請退學-工作,學期間退學人數-學生自請退學-其他(不含死亡),學期間退學人數-學校勒令退學-小計,學期間退學人數-學校勒令退學-成績不佳或曠課時數過多,學期間退學人數-學校勒令退學-操行成績,學期間退學人數-學校勒令退學-因逾期未註冊,學期間退學人數-學校勒令退學-因休學逾期未復學,學期間退學人數-學校勒令退學-其他(不含死亡)
112,1,私立,一般大學,1007,逢甲大學,博士班,男,278,8,1,0,0,0,1,0,0,0,7,2,0,4,1,0
112,1,私立,一般大學,1007,逢甲大學,學士班(日間),女,7280,174,103,101,0,0,1,0,1,0,71,1,0,62,8,0
112,1,私立,一般大學,1007,逢甲大學,學士班(進修),女,305,38,14,14,0,0,0,0,0,0,24,1,0,20,3,0
112,1,私立,一般大學,1007,逢甲大學,碩士班(日間),女,591,31,4,2,0,0,0,0,2,0,27,1,0,25,1,0
112,1,私立,一般大學,1007,逢甲大學,碩士在職專班,女,464,22,3,0,0,0,0,0,3,0,19,2,0,12,5,0
112,1,私立,一般大學,1007,逢甲大學,博士班,女,126,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
112,1,私立,一般大學,1008,靜宜大學,學士班(日間),男,3893,214,120,115,0,0,1,0,4,0,94,7,0,20,67,0
112,1,私立,一般大學,1008,靜宜大學,碩士班(日間),男,248,15,3,0,0,0,0,0,3,0,12,6,0,2,4,0
112,1,私立,一般大學,1008,靜宜大學,碩士在職專班,男,142,16,0,0,0,0,0,0,0,0,16,5,0,4,7,0
112,1,私立,一般大學,1008,靜宜大學,博士班,男,25,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0
112,1,私立,一般大學,1008,靜宜大學,學士班(日間),女,5979,294,219,216,0,0,1,0,2,0,75,12,0,13,50,0
112,1,私立,一般大學,1008,靜宜大學,碩士班(日間),女,430,24,5,1,0,2,0,0,2,0,19,3,0,0,16,0
112,1,私立,一般大學,1008,靜宜大學,碩士在職專班,女,234,16,2,0,0,0,0,0,2,0,14,4,0,3,7,0
112,1,私立,一般大學,1008,靜宜大學,博士班,女,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,私立,一般大學,1009,長庚大學,學士班(日間),男,2491,63,42,41,0,0,0,0,1,0,21,7,0,2,12,0
112,1,私立,一般大學,1009,長庚大學,碩士班(日間),男,552,22,8,6,0,0,1,0,1,0,14,1,0,1,12,0
112,1,私立,一般大學,1009,長庚大學,碩士在職專班,男,90,13,0,0,0,0,0,0,0,0,13,0,0,1,12,0
112,1,私立,一般大學,1009,長庚大學,博士班,男,275,13,5,3,0,0,0,1,1,0,8,0,0,2,6,0
112,1,私立,一般大學,1009,長庚大學,學士班(日間),女,2781,79,59,55,0,0,1,1,2,0,20,1,0,3,16,0
112,1,私立,一般大學,1009,長庚大學,碩士班(日間),女,647,25,5,5,0,0,0,0,0,0,20,0,0,0,20,0
112,1,私立,一般大學,1009,長庚大學,碩士在職專班,女,88,7,1,0,0,0,0,0,0,1,6,0,0,0,6,0
112,1,私立,一般大學,1009,長庚大學,博士班,女,179,7,1,0,0,0,1,0,0,0,6,1,0,2,3,0
112,1,私立,一般大學,1010,元智大學,學士班(日間),男,4023,89,49,48,0,0,1,0,0,0,40,5,0,6,29,0
112,1,私立,一般大學,1010,元智大學,碩士班(日間),男,512,17,5,4,0,0,0,0,1,0,12,2,0,1,9,0
112,1,私立,一般大學,1010,元智大學,碩士在職專班,男,312,25,4,1,0,0,0,0,3,0,21,1,0,7,13,0
112,1,私立,一般大學,1010,元智大學,博士班,男,176,10,7,5,0,0,0,0,1,1,3,0,0,3,0,0
112,1,私立,一般大學,1010,元智大學,學士班(日間),女,3157,53,36,36,0,0,0,0,0,0,17,2,0,3,12,0
112,1,私立,一般大學,1010,元智大學,碩士班(日間),女,308,8,2,2,0,0,0,0,0,0,6,0,0,1,5,0
112,1,私立,一般大學,1010,元智大學,碩士在職專班,女,213,13,1,1,0,0,0,0,0,0,12,0,0,3,9,0
112,1,私立,一般大學,1010,元智大學,博士班,女,62,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0
112,1,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(日間),男,2134,167,116,103,0,0,0,7,5,1,51,5,0,21,25,0
112,1,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(進修),男,208,32,13,11,0,0,0,0,2,0,19,2,0,9,8,0
112,1,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士班(日間),男,187,14,5,0,0,0,0,1,4,0,9,2,0,2,5,0
112,1,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士在職專班,男,90,16,5,1,0,0,2,0,2,0,11,2,0,1,8,0
112,1,私立,一般大學,1011,中華大學學校財團法人中華大學,博士班,男,40,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
112,1,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(日間),女,965,79,57,52,0,0,0,0,5,0,22,2,0,8,12,0
112,1,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(進修),女,120,16,8,6,0,0,0,0,2,0,8,0,0,5,3,0
112,1,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士班(日間),女,101,9,4,1,0,0,0,0,3,0,5,0,0,1,4,0
112,1,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士在職專班,女,35,11,3,0,0,0,0,0,3,0,8,2,0,4,2,0
112,1,私立,一般大學,1011,中華大學學校財團法人中華大學,博士班,女,18,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
112,1,私立,一般大學,1012,大葉大學,學士班(日間),男,2046,166,87,80,0,0,1,1,5,0,79,0,0,21,58,0
112,1,私立,一般大學,1012,大葉大學,學士班(進修),男,139,12,2,1,0,0,0,0,1,0,10,0,0,2,8,0
112,1,私立,一般大學,1012,大葉大學,碩士班(日間),男,206,23,1,0,0,0,0,0,1,0,22,0,0,5,17,0
112,1,私立,一般大學,1012,大葉大學,碩士在職專班,男,66,7,0,0,0,0,0,0,0,0,7,0,0,2,5,0
112,1,私立,一般大學,1012,大葉大學,博士班,男,76,6,1,0,0,0,0,0,1,0,5,0,0,2,3,0
112,1,私立,一般大學,1012,大葉大學,學士班(日間),女,1608,116,76,70,0,0,0,1,4,1,40,2,0,5,33,0
112,1,私立,一般大學,1012,大葉大學,學士班(進修),女,114,13,1,0,0,0,0,0,1,0,12,0,0,4,8,0
112,1,私立,一般大學,1012,大葉大學,碩士班(日間),女,194,25,4,2,0,0,0,0,1,1,21,0,0,2,19,0
112,1,私立,一般大學,1012,大葉大學,碩士在職專班,女,75,5,1,1,0,0,0,0,0,0,4,0,0,1,3,0
112,1,私立,一般大學,1012,大葉大學,博士班,女,37,4,1,0,0,0,0,0,1,0,3,0,0,2,1,0
112,1,私立,一般大學,1013,華梵學校財團法人華梵大學,學士班(日間),男,257,27,13,8,0,0,0,0,0,5,14,0,1,6,7,0
112,1,私立,一般大學,1013,華梵學校財團法人華梵大學,碩士班(日間),男,79,3,0,0,0,0,0,0,0,0,3,0,0,2,1,0
112,1,私立,一般大學,1013,華梵學校財團法人華梵大學,碩士在職專班,男,94,9,3,0,0,0,0,0,0,3,6,1,0,4,1,0
112,1,私立,一般大學,1013,華梵學校財團法人華梵大學,博士班,男,29,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0
112,1,私立,一般大學,1013,華梵學校財團法人華梵大學,學士班(日間),女,287,26,21,13,0,0,0,0,0,8,5,0,0,1,4,0
112,1,私立,一般大學,1013,華梵學校財團法人華梵大學,碩士班(日間),女,105,7,2,2,0,0,0,0,0,0,5,1,0,0,4,0
112,1,私立,一般大學,1013,華梵學校財團法人華梵大學,碩士在職專班,女,137,12,4,2,0,0,0,0,0,2,8,0,0,1,7,0
112,1,私立,一般大學,1013,華梵學校財團法人華梵大學,博士班,女,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,私立,一般大學,1014,義守大學,學士班(日間),男,5140,291,178,164,0,0,1,2,10,1,113,3,0,52,58,0
112,1,私立,一般大學,1014,義守大學,學士班(進修),男,491,60,29,27,0,0,0,0,1,1,31,0,0,20,11,0
112,1,私立,一般大學,1014,義守大學,碩士班(日間),男,179,9,2,1,0,0,0,0,1,0,7,1,0,2,4,0
112,1,私立,一般大學,1014,義守大學,碩士在職專班,男,203,18,2,1,0,0,0,0,1,0,16,0,0,8,8,0
112,1,私立,一般大學,1014,義守大學,博士班,男,89,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
112,1,私立,一般大學,1014,義守大學,學士班(日間),女,5027,251,167,159,0,0,2,0,3,3,84,0,0,46,37,1
112,1,私立,一般大學,1014,義守大學,學士班(進修),女,251,23,14,13,0,0,0,0,0,1,9,0,0,5,4,0
112,1,私立,一般大學,1014,義守大學,碩士班(日間),女,198,13,2,1,0,0,0,0,1,0,11,0,0,8,3,0
112,1,私立,一般大學,1014,義守大學,碩士在職專班,女,101,7,3,1,0,0,0,0,2,0,4,0,0,1,3,0
112,1,私立,一般大學,1014,義守大學,博士班,女,42,2,0,0,0,0,0,0,0,0,2,0,0,1,1,0
112,1,私立,一般大學,1015,世新大學,學士班(日間),男,3175,113,54,53,0,0,0,0,0,1,59,0,0,14,45,0
112,1,私立,一般大學,1015,世新大學,學士班(進修),男,235,21,15,14,0,0,0,0,0,1,6,0,0,4,2,0
112,1,私立,一般大學,1015,世新大學,碩士班(日間),男,208,11,1,1,0,0,0,0,0,0,10,0,0,1,9,0
112,1,私立,一般大學,1015,世新大學,碩士在職專班,男,274,21,1,1,0,0,0,0,0,0,20,3,0,4,13,0
112,1,私立,一般大學,1015,世新大學,博士班,男,39,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0
112,1,私立,一般大學,1015,世新大學,學士班(日間),女,5975,164,102,97,0,0,2,0,3,0,62,0,0,10,52,0
112,1,私立,一般大學,1015,世新大學,學士班(進修),女,438,52,36,35,0,0,0,0,1,0,16,0,0,5,11,0
112,1,私立,一般大學,1015,世新大學,碩士班(日間),女,265,10,1,0,0,0,1,0,0,0,9,0,0,1,8,0
112,1,私立,一般大學,1015,世新大學,碩士在職專班,女,269,19,0,0,0,0,0,0,0,0,19,1,0,0,18,0
112,1,私立,一般大學,1015,世新大學,博士班,女,42,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
112,1,私立,一般大學,1016,銘傳大學,學士班(日間),男,6409,301,162,145,0,0,1,0,16,0,139,16,0,34,89,0
112,1,私立,一般大學,1016,銘傳大學,碩士班(日間),男,292,20,2,1,0,0,0,0,1,0,18,3,0,1,14,0
112,1,私立,一般大學,1016,銘傳大學,碩士在職專班,男,282,27,0,0,0,0,0,0,0,0,27,11,0,1,15,0
112,1,私立,一般大學,1016,銘傳大學,博士班,男,35,3,1,1,0,0,0,0,0,0,2,0,0,1,1,0
112,1,私立,一般大學,1016,銘傳大學,學士班(日間),女,9540,338,196,186,0,0,2,0,7,1,142,14,0,22,106,0
112,1,私立,一般大學,1016,銘傳大學,碩士班(日間),女,477,32,4,1,0,0,0,0,2,1,28,10,0,3,15,0
112,1,私立,一般大學,1016,銘傳大學,碩士在職專班,女,420,28,1,1,0,0,0,0,0,0,27,7,0,2,18,0
112,1,私立,一般大學,1016,銘傳大學,博士班,女,43,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0
112,1,私立,一般大學,1017,實踐大學,學士班(日間),男,3096,224,107,102,0,0,0,1,4,0,117,54,0,35,28,0
112,1,私立,一般大學,1017,實踐大學,學士班(進修),男,365,47,22,22,0,0,0,0,0,0,25,7,0,7,11,0
112,1,私立,一般大學,1017,實踐大學,碩士班(日間),男,144,11,1,0,0,0,0,0,1,0,10,2,0,2,6,0
112,1,私立,一般大學,1017,實踐大學,碩士在職專班,男,20,4,0,0,0,0,0,0,0,0,4,2,0,0,2,0
112,1,私立,一般大學,1017,實踐大學,博士班,男,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,私立,一般大學,1017,實踐大學,學士班(日間),女,6016,356,240,232,0,0,0,0,8,0,116,30,0,38,48,0
112,1,私立,一般大學,1017,實踐大學,學士班(進修),女,816,74,28,23,0,0,1,0,3,1,46,9,0,12,25,0
112,1,私立,一般大學,1017,實踐大學,碩士班(日間),女,185,16,1,1,0,0,0,0,0,0,15,1,0,2,12,0
112,1,私立,一般大學,1017,實踐大學,碩士在職專班,女,87,8,2,0,0,0,0,0,2,0,6,1,0,2,3,0
112,1,私立,一般大學,1017,實踐大學,博士班,女,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,私立,技專校院,1018,朝陽科技大學,學士班(日間),男,4927,241,154,142,0,0,1,1,8,2,87,0,0,50,37,0
112,1,私立,技專校院,1018,朝陽科技大學,學士班(進修),男,566,80,28,21,0,0,0,0,7,0,52,1,0,31,20,0
112,1,私立,技專校院,1018,朝陽科技大學,碩士班(日間),男,321,27,8,3,0,0,0,1,4,0,19,1,0,7,11,0
112,1,私立,技專校院,1018,朝陽科技大學,碩士在職專班,男,117,15,3,0,0,0,0,0,3,0,12,5,0,1,6,0
112,1,私立,技專校院,1018,朝陽科技大學,博士班,男,68,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
112,1,私立,技專校院,1018,朝陽科技大學,學士班(日間),女,6179,215,146,132,0,0,0,3,7,4,69,1,0,26,42,0
112,1,私立,技專校院,1018,朝陽科技大學,學士班(進修),女,602,78,37,24,0,2,0,2,9,0,41,0,0,21,20,0
112,1,私立,技專校院,1018,朝陽科技大學,碩士班(日間),女,288,22,8,4,0,0,0,0,3,1,14,2,0,4,8,0
112,1,私立,技專校院,1018,朝陽科技大學,碩士在職專班,女,134,13,3,0,0,0,0,0,3,0,10,2,0,2,6,0
112,1,私立,技專校院,1018,朝陽科技大學,博士班,女,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,私立,一般大學,1019,高雄醫學大學,學士班(日間),男,2242,89,54,53,0,0,0,0,1,0,35,8,0,1,26,0
112,1,私立,一般大學,1019,高雄醫學大學,碩士班(日間),男,226,10,3,0,0,0,0,1,2,0,7,0,0,3,4,0
112,1,私立,一般大學,1019,高雄醫學大學,碩士在職專班,男,92,5,2,0,0,0,0,0,2,0,3,0,0,1,2,0
112,1,私立,一般大學,1019,高雄醫學大學,博士班,男,167,9,3,2,0,0,0,0,1,0,6,1,0,1,4,0
112,1,私立,一般大學,1019,高雄醫學大學,學士班(日間),女,3146,106,54,53,0,0,0,0,1,0,52,5,0,3,44,0
112,1,私立,一般大學,1019,高雄醫學大學,碩士班(日間),女,477,32,9,2,0,0,0,0,7,0,23,1,0,1,21,0
112,1,私立,一般大學,1019,高雄醫學大學,碩士在職專班,女,129,10,4,0,0,0,1,0,3,0,6,2,0,0,4,0
112,1,私立,一般大學,1019,高雄醫學大學,博士班,女,142,6,1,1,0,0,0,0,0,0,5,0,0,1,4,0
112,1,私立,一般大學,1020,南華大學,學士班(日間),男,1682,149,51,44,0,0,2,1,4,0,98,47,0,12,39,0
112,1,私立,一般大學,1020,南華大學,學士班(進修),男,172,31,11,11,0,0,0,0,0,0,20,4,0,3,13,0
112,1,私立,一般大學,1020,南華大學,碩士班(日間),男,194,26,6,2,0,1,1,1,1,0,20,4,0,3,13,0
112,1,私立,一般大學,1020,南華大學,碩士在職專班,男,142,29,10,1,0,0,0,0,9,0,19,4,0,1,14,0
112,1,私立,一般大學,1020,南華大學,博士班,男,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,私立,一般大學,1020,南華大學,學士班(日間),女,1985,115,58,54,0,0,3,0,1,0,57,17,0,5,35,0
112,1,私立,一般大學,1020,南華大學,學士班(進修),女,103,35,17,16,0,0,0,0,1,0,18,2,0,2,14,0
112,1,私立,一般大學,1020,南華大學,碩士班(日間),女,323,37,10,2,0,1,1,0,6,0,27,4,0,2,21,0
112,1,私立,一般大學,1020,南華大學,碩士在職專班,女,246,29,6,2,0,0,0,0,4,0,23,5,0,1,17,0
112,1,私立,一般大學,1020,南華大學,博士班,女,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,私立,一般大學,1021,真理大學,學士班(日間),男,1647,185,106,102,0,0,1,1,2,0,79,1,0,47,31,0
112,1,私立,一般大學,1021,真理大學,學士班(進修),男,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,私立,一般大學,1021,真理大學,碩士班(日間),男,65,5,0,0,0,0,0,0,0,0,5,0,0,2,3,0
112,1,私立,一般大學,1021,真理大學,碩士在職專班,男,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,私立,一般大學,1021,真理大學,學士班(日間),女,1499,167,119,115,0,0,1,2,1,0,48,2,0,27,19,0
112,1,私立,一般大學,1021,真理大學,學士班(進修),女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,私立,一般大學,1021,真理大學,碩士班(日間),女,59,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0
112,1,私立,一般大學,1021,真理大學,碩士在職專班,女,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,私立,一般大學,1022,大同大學,學士班(日間),男,1997,71,50,50,0,0,0,0,0,0,21,15,0,4,2,0
112,1,私立,一般大學,1022,大同大學,碩士班(日間),男,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,私立,一般大學,1022,大同大學,碩士在職專班,男,95,6,1,0,0,0,0,0,1,0,5,0,0,5,0,0
112,1,私立,一般大學,1022,大同大學,博士班,男,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,私立,一般大學,1022,大同大學,學士班(日間),女,1146,38,26,26,0,0,0,0,0,0,12,6,0,4,2,0
112,1,私立,一般大學,1022,大同大學,碩士班(日間),女,93,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
112,1,私立,一般大學,1022,大同大學,碩士在職專班,女,32,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
112,1,私立,一般大學,1022,大同大學,博士班,女,29,3,0,0,0,0,0,0,0,0,3,2,0,0,1,0
112,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,五專,男,403,20,13,13,0,0,0,0,0,0,7,3,0,2,2,0
112,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),男,6358,274,137,126,0,0,0,0,11,0,137,26,0,53,58,0
112,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(進修),男,1513,188,34,24,0,0,0,1,9,0,154,2,0,90,62,0
112,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士班(日間),男,427,34,9,4,0,0,1,0,4,0,25,6,0,2,17,0
112,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士在職專班,男,131,19,1,1,0,0,0,0,0,0,18,3,0,7,8,0
112,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,博士班,男,55,6,2,0,0,0,1,0,1,0,4,2,0,2,0,0
112,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,五專,女,72,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
112,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),女,4575,166,102,95,0,0,1,1,5,0,64,7,0,28,29,0
112,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(進修),女,901,99,12,7,0,0,1,1,3,0,87,3,0,37,47,0
112,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士班(日間),女,299,25,5,4,0,0,0,0,1,0,20,2,0,7,11,0
112,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士在職專班,女,157,8,0,0,0,0,0,0,0,0,8,1,0,4,3,0
112,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,博士班,女,26,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
112,1,私立,技專校院,1024,崑山科技大學,二專(日間),男,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,私立,技專校院,1024,崑山科技大學,學士班(日間),男,3443,446,114,86,0,0,1,0,11,16,332,10,0,40,282,0
112,1,私立,技專校院,1024,崑山科技大學,學士班(進修),男,1443,225,89,77,0,0,1,2,8,1,136,1,0,34,101,0
112,1,私立,技專校院,1024,崑山科技大學,碩士班(日間),男,185,35,3,1,0,0,0,0,2,0,32,0,0,1,30,1
112,1,私立,技專校院,1024,崑山科技大學,碩士在職專班,男,130,6,1,1,0,0,0,0,0,0,5,0,0,1,4,0
112,1,私立,技專校院,1024,崑山科技大學,博士班,男,23,5,0,0,0,0,0,0,0,0,5,0,0,0,5,0
112,1,私立,技專校院,1024,崑山科技大學,二專(日間),女,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,私立,技專校院,1024,崑山科技大學,學士班(日間),女,2341,217,83,67,0,0,0,3,6,7,134,7,0,13,114,0
112,1,私立,技專校院,1024,崑山科技大學,學士班(進修),女,664,80,26,20,0,0,1,0,4,1,54,0,0,20,34,0
112,1,私立,技專校院,1024,崑山科技大學,碩士班(日間),女,95,11,1,1,0,0,0,0,0,0,10,0,0,1,9,0
112,1,私立,技專校院,1024,崑山科技大學,碩士在職專班,女,71,2,0,0,0,0,0,0,0,0,2,0,0,1,1,0
112,1,私立,技專校院,1024,崑山科技大學,博士班,女,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,五專,男,123,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
112,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),男,3069,214,80,62,0,0,1,1,10,6,134,26,0,24,84,0
112,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(進修),男,621,126,26,22,0,0,2,0,2,0,100,17,0,11,72,0
112,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士班(日間),男,63,9,0,0,0,0,0,0,0,0,9,0,0,0,9,0
112,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士在職專班,男,73,11,1,0,0,0,0,0,1,0,10,0,0,0,10,0
112,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,五專,女,158,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
112,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),女,4234,247,108,87,1,0,2,1,9,8,139,23,0,15,101,0
112,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(進修),女,906,104,36,23,0,0,2,1,8,2,68,3,0,15,50,0
112,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士班(日間),女,76,8,1,1,0,0,0,0,0,0,7,1,0,0,6,0
112,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士在職專班,女,73,12,0,0,0,0,0,0,0,0,12,0,0,3,9,0
112,1,私立,技專校院,1026,樹德科技大學,二專(進修),男,95,18,4,3,0,0,0,0,1,0,14,1,0,10,3,0
112,1,私立,技專校院,1026,樹德科技大學,學士班(日間),男,2691,185,75,60,0,0,1,8,6,0,110,31,0,33,46,0
112,1,私立,技專校院,1026,樹德科技大學,學士班(進修),男,860,133,82,74,0,0,0,1,7,0,51,9,0,30,12,0
112,1,私立,技專校院,1026,樹德科技大學,碩士班(日間),男,101,7,4,0,0,0,0,2,2,0,3,0,0,2,1,0
112,1,私立,技專校院,1026,樹德科技大學,碩士在職專班,男,124,17,2,0,0,0,0,0,2,0,15,10,0,3,2,0
112,1,私立,技專校院,1026,樹德科技大學,博士班,男,9,4,0,0,0,0,0,0,0,0,4,2,0,2,0,0
112,1,私立,技專校院,1026,樹德科技大學,二專(進修),女,141,14,3,2,0,0,0,1,0,0,11,0,0,8,3,0
112,1,私立,技專校院,1026,樹德科技大學,學士班(日間),女,3345,191,92,77,0,0,6,5,3,1,99,26,0,29,44,0
112,1,私立,技專校院,1026,樹德科技大學,學士班(進修),女,770,79,47,43,0,0,0,0,4,0,32,2,0,18,12,0
112,1,私立,技專校院,1026,樹德科技大學,碩士班(日間),女,140,9,1,1,0,0,0,0,0,0,8,4,0,1,3,0
112,1,私立,技專校院,1026,樹德科技大學,碩士在職專班,女,165,12,1,0,0,0,1,0,0,0,11,6,0,4,1,0
112,1,私立,技專校院,1026,樹德科技大學,博士班,女,12,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0
112,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),男,958,39,24,24,0,0,0,0,0,0,15,0,0,3,12,0
112,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士班(日間),男,116,11,2,2,0,0,0,0,0,0,9,1,0,0,8,0
112,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士在職專班,男,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
112,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,博士班,男,47,4,1,1,0,0,0,0,0,0,3,0,0,1,2,0
112,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),女,1390,51,39,37,0,0,1,0,0,1,12,0,0,6,6,0
112,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士班(日間),女,253,13,7,3,0,0,1,1,0,2,6,1,0,0,5,0
112,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士在職專班,女,20,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
112,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,博士班,女,45,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
112,1,私立,一般大學,1028,臺北醫學大學,學士班(日間),男,1896,77,33,33,0,0,0,0,0,0,44,3,0,5,36,0
112,1,私立,一般大學,1028,臺北醫學大學,碩士班(日間),男,234,17,2,0,0,0,0,0,2,0,15,2,0,2,11,0
112,1,私立,一般大學,1028,臺北醫學大學,碩士在職專班,男,84,8,0,0,0,0,0,0,0,0,8,2,0,0,6,0
112,1,私立,一般大學,1028,臺北醫學大學,博士班,男,327,4,1,0,0,0,0,0,1,0,3,0,0,0,3,0
112,1,私立,一般大學,1028,臺北醫學大學,學士班(日間),女,2642,98,46,44,0,0,0,0,2,0,52,2,0,2,48,0
112,1,私立,一般大學,1028,臺北醫學大學,碩士班(日間),女,435,10,4,2,0,0,0,0,1,1,6,1,0,0,5,0
112,1,私立,一般大學,1028,臺北醫學大學,碩士在職專班,女,228,7,1,1,0,0,0,0,0,0,6,1,0,1,4,0
112,1,私立,一般大學,1028,臺北醫學大學,博士班,女,308,3,0,0,0,0,0,0,0,0,3,0,0,1,2,0
112,1,私立,一般大學,1029,中山醫學大學,學士班(日間),男,2124,93,29,29,0,0,0,0,0,0,64,2,0,13,49,0
112,1,私立,一般大學,1029,中山醫學大學,學士班(進修),男,43,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
112,1,私立,一般大學,1029,中山醫學大學,碩士班(日間),男,173,8,2,1,0,0,0,0,1,0,6,0,0,1,5,0
112,1,私立,一般大學,1029,中山醫學大學,碩士在職專班,男,31,3,0,0,0,0,0,0,0,0,3,1,0,1,1,0
112,1,私立,一般大學,1029,中山醫學大學,博士班,男,111,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
112,1,私立,一般大學,1029,中山醫學大學,學士班(日間),女,3979,116,37,33,0,0,3,1,0,0,79,0,0,5,74,0
112,1,私立,一般大學,1029,中山醫學大學,學士班(進修),女,73,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
