學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別(日間),國家(地區)別(108.12新增),國家(地區)區域別(108.12新增),畢業境外生總人數小計,畢業境外生總人數男,畢業境外生總人數女,畢業外國學生小計,畢業外國學生男,畢業外國學生女,畢業僑生小計,畢業僑生男,畢業僑生女,畢業港澳生小計,畢業港澳生男,畢業港澳生女,畢業大陸地區來臺學位生小計,畢業大陸地區來臺學位生男,畢業大陸地區來臺學位生女
106,公立,一般大學,0001,國立政治大學,學士班(日間),...,...,130,47,83,35,16,19,74,20,54,17,11,6,4,0,4
106,公立,一般大學,0001,國立政治大學,博士班,...,...,22,14,8,14,10,4,0,0,0,0,0,0,8,4,4
106,公立,一般大學,0001,國立政治大學,碩士班(日間),...,...,211,96,115,103,54,49,11,3,8,17,10,7,80,29,51
106,公立,一般大學,0002,國立清華大學,學士班(日間),...,...,59,31,28,14,5,9,26,11,15,17,14,3,2,1,1
106,公立,一般大學,0002,國立清華大學,博士班,...,...,40,32,8,36,30,6,1,1,0,0,0,0,3,1,2
106,公立,一般大學,0002,國立清華大學,碩士班(日間),...,...,113,66,47,49,27,22,6,5,1,6,4,2,52,30,22
106,公立,一般大學,0003,國立臺灣大學,學士班(日間),...,...,217,108,109,63,32,31,98,48,50,51,28,23,5,0,5
106,公立,一般大學,0003,國立臺灣大學,博士班,...,...,30,18,12,18,11,7,7,5,2,3,1,2,2,1,1
106,公立,一般大學,0003,國立臺灣大學,碩士班(日間),...,...,295,166,129,95,61,34,54,31,23,28,13,15,118,61,57
106,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),...,...,172,65,107,67,24,43,51,19,32,50,20,30,4,2,2
106,公立,一般大學,0004,國立臺灣師範大學,博士班,...,...,12,7,5,9,6,3,0,0,0,0,0,0,3,1,2
106,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),...,...,100,37,63,56,27,29,8,4,4,12,2,10,24,4,20
106,公立,一般大學,0005,國立成功大學,學士班(日間),...,...,131,80,51,37,25,12,52,26,26,40,28,12,2,1,1
106,公立,一般大學,0005,國立成功大學,博士班,...,...,25,16,9,19,10,9,2,2,0,0,0,0,4,4,0
106,公立,一般大學,0005,國立成功大學,碩士班(日間),...,...,243,140,103,167,92,75,24,18,6,18,9,9,34,21,13
106,公立,一般大學,0006,國立中興大學,學士班(日間),...,...,69,38,31,11,5,6,29,18,11,27,13,14,2,2,0
106,公立,一般大學,0006,國立中興大學,博士班,...,...,17,10,7,17,10,7,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0006,國立中興大學,碩士班(日間),...,...,44,24,20,29,18,11,5,2,3,5,3,2,5,1,4
106,公立,一般大學,0007,國立陽明交通大學,學士班(日間),...,...,87,62,25,21,19,2,28,17,11,33,24,9,5,2,3
106,公立,一般大學,0007,國立陽明交通大學,博士班,...,...,24,18,6,23,18,5,0,0,0,0,0,0,1,0,1
106,公立,一般大學,0007,國立陽明交通大學,碩士班(日間),...,...,123,78,45,66,42,24,11,7,4,12,9,3,34,20,14
106,公立,一般大學,0008,國立中央大學,學士班(日間),...,...,46,29,17,3,1,2,20,9,11,18,16,2,5,3,2
106,公立,一般大學,0008,國立中央大學,博士班,...,...,23,16,7,20,13,7,0,0,0,1,1,0,2,2,0
106,公立,一般大學,0008,國立中央大學,碩士班(日間),...,...,107,57,50,91,48,43,0,0,0,3,0,3,13,9,4
106,公立,一般大學,0009,國立中山大學,學士班(日間),...,...,58,38,20,4,2,2,18,8,10,33,27,6,3,1,2
106,公立,一般大學,0009,國立中山大學,博士班,...,...,4,4,0,3,3,0,0,0,0,0,0,0,1,1,0
106,公立,一般大學,0009,國立中山大學,碩士班(日間),...,...,60,40,20,43,27,16,6,5,1,4,4,0,7,4,3
106,公立,一般大學,0012,國立臺灣海洋大學,學士班(日間),...,...,73,51,22,8,7,1,34,23,11,27,20,7,4,1,3
106,公立,一般大學,0012,國立臺灣海洋大學,博士班,...,...,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0012,國立臺灣海洋大學,碩士班(日間),...,...,18,7,11,10,5,5,6,0,6,2,2,0,0,0,0
106,公立,一般大學,0013,國立中正大學,學士班(日間),...,...,75,38,37,6,2,4,26,14,12,40,21,19,3,1,2
106,公立,一般大學,0013,國立中正大學,博士班,...,...,6,6,0,5,5,0,1,1,0,0,0,0,0,0,0
106,公立,一般大學,0013,國立中正大學,碩士班(日間),...,...,50,29,21,36,19,17,5,5,0,5,3,2,4,2,2
106,公立,一般大學,0014,國立高雄師範大學,學士班(日間),...,...,32,17,15,3,1,2,13,6,7,12,7,5,4,3,1
106,公立,一般大學,0014,國立高雄師範大學,碩士班(日間),...,...,15,5,10,5,4,1,5,1,4,3,0,3,2,0,2
106,公立,一般大學,0015,國立彰化師範大學,學士班(日間),...,...,38,14,24,7,1,6,19,9,10,10,3,7,2,1,1
106,公立,一般大學,0015,國立彰化師範大學,碩士班(日間),...,...,7,3,4,2,1,1,3,1,2,2,1,1,0,0,0
106,公立,一般大學,0016,國立陽明大學,學士班(日間),...,...,27,13,14,1,1,0,15,6,9,6,4,2,5,2,3
106,公立,一般大學,0016,國立陽明大學,博士班,...,...,10,5,5,8,5,3,2,0,2,0,0,0,0,0,0
106,公立,一般大學,0016,國立陽明大學,碩士班(日間),...,...,21,4,17,13,2,11,4,1,3,4,1,3,0,0,0
106,公立,一般大學,0017,國立臺北大學,學士班(日間),...,...,47,25,22,3,1,2,25,10,15,14,11,3,5,3,2
106,公立,一般大學,0017,國立臺北大學,博士班,...,...,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
106,公立,一般大學,0017,國立臺北大學,碩士班(日間),...,...,20,8,12,10,2,8,0,0,0,4,3,1,6,3,3
106,公立,一般大學,0018,國立嘉義大學,學士班(日間),...,...,86,48,38,3,1,2,48,26,22,34,20,14,1,1,0
106,公立,一般大學,0018,國立嘉義大學,碩士班(日間),...,...,17,5,12,15,3,12,1,1,0,1,1,0,0,0,0
106,公立,一般大學,0019,國立高雄大學,學士班(日間),...,...,43,24,19,1,1,0,19,7,12,19,15,4,4,1,3
106,公立,一般大學,0019,國立高雄大學,碩士班(日間),...,...,5,2,3,4,1,3,0,0,0,1,1,0,0,0,0
106,公立,一般大學,0020,國立東華大學,學士班(日間),...,...,80,39,41,18,6,12,35,20,15,23,11,12,4,2,2
106,公立,一般大學,0020,國立東華大學,博士班,...,...,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0020,國立東華大學,碩士班(日間),...,...,39,18,21,30,12,18,3,2,1,4,4,0,2,0,2
106,公立,一般大學,0021,國立暨南國際大學,學士班(日間),...,...,134,67,67,2,0,2,48,20,28,83,46,37,1,1,0
106,公立,一般大學,0021,國立暨南國際大學,博士班,...,...,7,3,4,6,3,3,0,0,0,0,0,0,1,0,1
106,公立,一般大學,0021,國立暨南國際大學,碩士班(日間),...,...,14,7,7,9,3,6,2,2,0,3,2,1,0,0,0
106,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),...,...,77,45,32,11,4,7,16,10,6,22,13,9,28,18,10
106,公立,技專校院,0022,國立臺灣科技大學,博士班,...,...,57,41,16,55,39,16,0,0,0,0,0,0,2,2,0
106,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),...,...,215,124,91,197,113,84,2,2,0,3,3,0,13,6,7
106,公立,技專校院,0023,國立雲林科技大學,學士班(日間),...,...,68,36,32,7,5,2,11,8,3,20,7,13,30,16,14
106,公立,技專校院,0023,國立雲林科技大學,博士班,...,...,5,3,2,4,3,1,0,0,0,0,0,0,1,0,1
106,公立,技專校院,0023,國立雲林科技大學,碩士班(日間),...,...,20,10,10,9,3,6,2,1,1,3,2,1,6,4,2
106,公立,技專校院,0024,國立屏東科技大學,學士班(日間),...,...,97,50,47,15,7,8,40,22,18,37,19,18,5,2,3
106,公立,技專校院,0024,國立屏東科技大學,博士班,...,...,5,3,2,5,3,2,0,0,0,0,0,0,0,0,0
106,公立,技專校院,0024,國立屏東科技大學,碩士班(日間),...,...,49,27,22,46,25,21,2,1,1,1,1,0,0,0,0
106,公立,技專校院,0025,國立臺北科技大學,學士班(日間),...,...,90,57,33,26,20,6,8,4,4,20,16,4,36,17,19
106,公立,技專校院,0025,國立臺北科技大學,博士班,...,...,15,13,2,15,13,2,0,0,0,0,0,0,0,0,0
106,公立,技專校院,0025,國立臺北科技大學,碩士班(日間),...,...,64,38,26,56,33,23,2,1,1,3,2,1,3,2,1
106,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),...,...,34,15,19,14,7,7,1,0,1,16,8,8,3,0,3
106,公立,一般大學,0028,國立臺北藝術大學,碩士班(日間),...,...,19,11,8,9,6,3,3,1,2,2,1,1,5,3,2
106,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),...,...,29,9,20,11,3,8,8,1,7,9,5,4,1,0,1
106,公立,一般大學,0029,國立臺灣藝術大學,博士班,...,...,5,2,3,0,0,0,1,0,1,0,0,0,4,2,2
106,公立,一般大學,0029,國立臺灣藝術大學,碩士班(日間),...,...,18,8,10,6,3,3,2,1,1,4,2,2,6,2,4
106,公立,一般大學,0030,國立臺東大學,學士班(日間),...,...,25,10,15,4,2,2,10,2,8,10,6,4,1,0,1
106,公立,一般大學,0030,國立臺東大學,碩士班(日間),...,...,3,1,2,2,1,1,0,0,0,1,0,1,0,0,0
106,公立,一般大學,0031,國立宜蘭大學,學士班(日間),...,...,38,23,15,1,1,0,18,11,7,14,9,5,5,2,3
106,公立,一般大學,0031,國立宜蘭大學,碩士班(日間),...,...,6,2,4,4,1,3,1,1,0,0,0,0,1,0,1
106,公立,一般大學,0032,國立聯合大學,學士班(日間),...,...,26,14,12,1,0,1,11,6,5,10,6,4,4,2,2
106,公立,一般大學,0032,國立聯合大學,碩士班(日間),...,...,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
106,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),...,...,20,12,8,0,0,0,6,3,3,3,1,2,11,8,3
106,公立,技專校院,0033,國立虎尾科技大學,碩士班(日間),...,...,23,10,13,23,10,13,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0035,國立臺南藝術大學,碩士班(日間),...,...,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0036,國立臺南大學,學士班(日間),...,...,42,23,19,2,2,0,15,8,7,21,12,9,4,1,3
106,公立,一般大學,0036,國立臺南大學,碩士班(日間),...,...,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0
106,公立,一般大學,0037,國立臺北教育大學,學士班(日間),...,...,35,8,27,5,0,5,13,3,10,14,5,9,3,0,3
106,公立,一般大學,0037,國立臺北教育大學,碩士班(日間),...,...,5,2,3,0,0,0,3,1,2,2,1,1,0,0,0
106,公立,一般大學,0039,國立臺中教育大學,學士班(日間),...,...,62,22,40,14,2,12,24,11,13,20,7,13,4,2,2
106,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),...,...,10,2,8,6,2,4,1,0,1,0,0,0,3,0,3
106,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),...,...,13,8,5,0,0,0,3,2,1,6,3,3,4,3,1
106,公立,技專校院,0043,國立勤益科技大學,學士班(日間),...,...,12,5,7,3,1,2,4,2,2,2,0,2,3,2,1
106,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),...,...,16,10,6,15,9,6,1,1,0,0,0,0,0,0,0
106,公立,一般大學,0044,國立體育大學,學士班(日間),...,...,9,6,3,1,1,0,1,1,0,7,4,3,0,0,0
106,公立,一般大學,0044,國立體育大學,碩士班(日間),...,...,8,3,5,3,1,2,0,0,0,1,0,1,4,2,2
106,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),...,...,12,5,7,0,0,0,2,0,2,6,4,2,4,1,3
106,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),...,...,18,5,13,15,4,11,0,0,0,0,0,0,3,1,2
106,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),...,...,68,26,42,22,9,13,31,13,18,9,2,7,6,2,4
106,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),...,...,3,3,0,1,1,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0048,國立金門大學,學士班(日間),...,...,45,21,24,0,0,0,10,7,3,4,2,2,31,12,19
106,公立,一般大學,0048,國立金門大學,碩士班(日間),...,...,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0
106,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),...,...,21,13,8,0,0,0,6,5,1,14,7,7,1,1,0
106,公立,一般大學,0049,國立臺灣體育運動大學,碩士班(日間),...,...,2,0,2,0,0,0,1,0,1,0,0,0,1,0,1
106,公立,技專校院,0050,國立臺中科技大學,學士班(日間),...,...,34,20,14,1,1,0,13,8,5,11,6,5,9,5,4
106,公立,技專校院,0050,國立臺中科技大學,五專,...,...,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
106,公立,技專校院,0050,國立臺中科技大學,碩士班(日間),...,...,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
106,公立,技專校院,0051,國立臺北商業大學,學士班(日間),...,...,28,10,18,1,0,1,14,6,8,2,1,1,11,3,8
106,公立,技專校院,0051,國立臺北商業大學,五專,...,...,3,2,1,0,0,0,3,2,1,0,0,0,0,0,0
106,公立,技專校院,0051,國立臺北商業大學,碩士班(日間),...,...,3,2,1,1,0,1,0,0,0,2,2,0,0,0,0
106,公立,一般大學,0052,國立屏東大學,學士班(日間),...,...,51,21,30,3,1,2,18,7,11,25,10,15,5,3,2
106,公立,技專校院,0053,國立高雄科技大學,學士班(日間),...,...,88,49,39,5,3,2,32,15,17,24,14,10,27,17,10
106,公立,技專校院,0053,國立高雄科技大學,博士班,...,...,5,3,2,5,3,2,0,0,0,0,0,0,0,0,0
106,公立,技專校院,0053,國立高雄科技大學,碩士班(日間),...,...,42,18,24,39,15,24,1,1,0,0,0,0,2,2,0
106,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),...,...,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1
106,私立,一般大學,1001,東海大學,學士班(日間),...,...,242,116,126,52,21,31,44,20,24,58,38,20,88,37,51
106,私立,一般大學,1001,東海大學,博士班,...,...,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2
106,私立,一般大學,1001,東海大學,碩士班(日間),...,...,33,12,21,13,1,12,2,1,1,3,2,1,15,8,7
106,私立,一般大學,1002,輔仁大學,學士班(日間),...,...,231,86,145,21,6,15,35,16,19,76,36,40,99,28,71
106,私立,一般大學,1002,輔仁大學,博士班,...,...,8,4,4,2,2,0,0,0,0,0,0,0,6,2,4
106,私立,一般大學,1002,輔仁大學,碩士班(日間),...,...,78,31,47,10,1,9,5,5,0,8,3,5,55,22,33
106,私立,一般大學,1003,東吳大學,學士班(日間),...,...,147,70,77,9,2,7,34,16,18,63,34,29,41,18,23
106,私立,一般大學,1003,東吳大學,博士班,...,...,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1003,東吳大學,碩士班(日間),...,...,15,7,8,2,1,1,0,0,0,2,2,0,11,4,7
106,私立,一般大學,1004,中原大學,學士班(日間),...,...,172,88,84,22,10,12,25,14,11,53,28,25,72,36,36
106,私立,一般大學,1004,中原大學,博士班,...,...,13,9,4,11,7,4,0,0,0,0,0,0,2,2,0
106,私立,一般大學,1004,中原大學,碩士班(日間),...,...,41,32,9,28,21,7,0,0,0,1,1,0,12,10,2
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(日間),...,...,334,150,184,52,17,35,47,23,24,112,62,50,123,48,75
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,博士班,...,...,3,0,3,2,0,2,0,0,0,0,0,0,1,0,1
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士班(日間),...,...,51,32,19,33,20,13,3,2,1,2,2,0,13,8,5
106,私立,一般大學,1006,中國文化大學,學士班(日間),...,...,310,134,176,59,20,39,42,17,25,103,53,50,106,44,62
106,私立,一般大學,1006,中國文化大學,博士班,...,...,5,4,1,2,2,0,0,0,0,0,0,0,3,2,1
106,私立,一般大學,1006,中國文化大學,碩士班(日間),...,...,22,5,17,8,1,7,3,1,2,4,1,3,7,2,5
106,私立,一般大學,1007,逢甲大學,學士班(日間),...,...,304,173,131,71,38,33,50,30,20,62,42,20,121,63,58
106,私立,一般大學,1007,逢甲大學,博士班,...,...,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1007,逢甲大學,碩士班(日間),...,...,49,30,19,38,21,17,1,1,0,1,1,0,9,7,2
106,私立,一般大學,1008,靜宜大學,學士班(日間),...,...,156,62,94,22,9,13,18,6,12,42,16,26,74,31,43
106,私立,一般大學,1008,靜宜大學,碩士班(日間),...,...,17,6,11,14,5,9,0,0,0,0,0,0,3,1,2
106,私立,一般大學,1009,長庚大學,學士班(日間),...,...,40,27,13,0,0,0,15,8,7,9,7,2,16,12,4
106,私立,一般大學,1009,長庚大學,博士班,...,...,9,7,2,9,7,2,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1009,長庚大學,碩士班(日間),...,...,41,16,25,36,14,22,3,1,2,0,0,0,2,1,1
106,私立,一般大學,1010,元智大學,學士班(日間),...,...,114,64,50,15,8,7,8,2,6,42,25,17,49,29,20
106,私立,一般大學,1010,元智大學,博士班,...,...,9,8,1,7,6,1,0,0,0,0,0,0,2,2,0
106,私立,一般大學,1010,元智大學,碩士班(日間),...,...,56,28,28,52,26,26,2,0,2,1,1,0,1,1,0
106,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(日間),...,...,19,8,11,7,3,4,4,3,1,6,1,5,2,1,1
106,私立,一般大學,1011,中華大學學校財團法人中華大學,博士班,...,...,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
106,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士班(日間),...,...,9,6,3,8,5,3,0,0,0,0,0,0,1,1,0
106,私立,一般大學,1012,大葉大學,學士班(日間),...,...,107,57,50,26,12,14,3,2,1,70,39,31,8,4,4
106,私立,一般大學,1012,大葉大學,博士班,...,...,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1012,大葉大學,碩士班(日間),...,...,30,11,19,30,11,19,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1013,華梵學校財團法人華梵大學,學士班(日間),...,...,5,3,2,2,1,1,1,1,0,1,0,1,1,1,0
106,私立,一般大學,1013,華梵學校財團法人華梵大學,碩士班(日間),...,...,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1014,義守大學,學士班(日間),...,...,334,170,164,134,70,64,34,14,20,116,61,55,50,25,25
106,私立,一般大學,1014,義守大學,碩士班(日間),...,...,26,11,15,19,8,11,1,0,1,2,1,1,4,2,2
106,私立,一般大學,1015,世新大學,學士班(日間),...,...,212,68,144,59,15,44,33,13,20,57,23,34,63,17,46
106,私立,一般大學,1015,世新大學,博士班,...,...,4,2,2,1,1,0,0,0,0,0,0,0,3,1,2
106,私立,一般大學,1015,世新大學,碩士班(日間),...,...,22,7,15,3,1,2,0,0,0,2,0,2,17,6,11
106,私立,一般大學,1016,銘傳大學,學士班(日間),...,...,517,229,288,220,98,122,55,28,27,109,45,64,133,58,75
106,私立,一般大學,1016,銘傳大學,博士班,...,...,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
106,私立,一般大學,1016,銘傳大學,碩士班(日間),...,...,50,17,33,35,10,25,1,1,0,3,1,2,11,5,6
106,私立,一般大學,1017,實踐大學,學士班(日間),...,...,198,77,121,38,17,21,35,13,22,86,33,53,39,14,25
106,私立,一般大學,1017,實踐大學,博士班,...,...,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
106,私立,一般大學,1017,實踐大學,碩士班(日間),...,...,3,0,3,2,0,2,0,0,0,0,0,0,1,0,1
106,私立,技專校院,1018,朝陽科技大學,學士班(日間),...,...,161,76,85,50,24,26,11,2,9,44,20,24,56,30,26
106,私立,技專校院,1018,朝陽科技大學,博士班,...,...,3,1,2,1,1,0,0,0,0,0,0,0,2,0,2
106,私立,技專校院,1018,朝陽科技大學,碩士班(日間),...,...,16,8,8,13,7,6,0,0,0,0,0,0,3,1,2
106,私立,一般大學,1019,高雄醫學大學,學士班(日間),...,...,85,30,55,14,4,10,42,13,29,26,12,14,3,1,2
106,私立,一般大學,1019,高雄醫學大學,博士班,...,...,7,5,2,6,4,2,0,0,0,1,1,0,0,0,0
106,私立,一般大學,1019,高雄醫學大學,碩士班(日間),...,...,12,6,6,7,3,4,3,2,1,1,1,0,1,0,1
106,私立,一般大學,1020,南華大學,學士班(日間),...,...,7,3,4,4,2,2,1,0,1,0,0,0,2,1,1
106,私立,一般大學,1020,南華大學,碩士班(日間),...,...,18,8,10,18,8,10,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1021,真理大學,學士班(日間),...,...,27,10,17,4,0,4,1,1,0,21,9,12,1,0,1
106,私立,一般大學,1021,真理大學,碩士班(日間),...,...,3,2,1,2,1,1,1,1,0,0,0,0,0,0,0
106,私立,一般大學,1022,大同大學,學士班(日間),...,...,21,14,7,1,1,0,4,2,2,4,3,1,12,8,4
106,私立,一般大學,1022,大同大學,碩士班(日間),...,...,6,5,1,3,2,1,0,0,0,1,1,0,2,2,0
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),...,...,105,68,37,40,30,10,10,5,5,21,10,11,34,23,11
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,博士班,...,...,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士班(日間),...,...,31,17,14,27,14,13,1,0,1,0,0,0,3,3,0
106,私立,技專校院,1024,崑山科技大學,學士班(日間),...,...,47,22,25,22,11,11,0,0,0,9,2,7,16,9,7
106,私立,技專校院,1024,崑山科技大學,碩士班(日間),...,...,12,10,2,12,10,2,0,0,0,0,0,0,0,0,0
106,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),...,...,11,6,5,2,1,1,4,2,2,2,1,1,3,2,1
106,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士班(日間),...,...,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
106,私立,技專校院,1026,樹德科技大學,學士班(日間),...,...,121,59,62,29,17,12,19,10,9,20,5,15,53,27,26
106,私立,技專校院,1026,樹德科技大學,博士班,...,...,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
106,私立,技專校院,1026,樹德科技大學,碩士班(日間),...,...,6,3,3,5,3,2,0,0,0,1,0,1,0,0,0
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),...,...,37,14,23,20,9,11,7,1,6,7,3,4,3,1,2
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,博士班,...,...,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士班(日間),...,...,7,2,5,7,2,5,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1028,臺北醫學大學,學士班(日間),...,...,78,34,44,11,2,9,37,17,20,17,11,6,13,4,9
106,私立,一般大學,1028,臺北醫學大學,博士班,...,...,12,10,2,11,9,2,1,1,0,0,0,0,0,0,0
106,私立,一般大學,1028,臺北醫學大學,碩士班(日間),...,...,45,20,25,37,14,23,4,3,1,2,1,1,2,2,0
106,私立,一般大學,1029,中山醫學大學,學士班(日間),...,...,53,23,30,2,2,0,25,9,16,22,11,11,4,1,3
106,私立,一般大學,1029,中山醫學大學,博士班,...,...,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0
106,私立,一般大學,1029,中山醫學大學,碩士班(日間),...,...,3,1,2,1,1,0,1,0,1,1,0,1,0,0,0
106,私立,技專校院,1030,龍華科技大學,學士班(日間),...,...,88,53,35,65,38,27,3,3,0,1,1,0,19,11,8
106,私立,技專校院,1030,龍華科技大學,碩士班(日間),...,...,21,8,13,18,5,13,0,0,0,0,0,0,3,3,0
106,私立,技專校院,1031,輔英科技大學,學士班(日間),...,...,19,13,6,0,0,0,3,2,1,16,11,5,0,0,0
106,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),...,...,32,19,13,32,19,13,0,0,0,0,0,0,0,0,0
106,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士班(日間),...,...,6,1,5,6,1,5,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1033,長榮大學,學士班(日間),...,...,61,30,31,7,3,4,15,7,8,38,20,18,1,0,1
106,私立,一般大學,1033,長榮大學,碩士班(日間),...,...,5,2,3,4,2,2,1,0,1,0,0,0,0,0,0
106,私立,技專校院,1034,弘光科技大學,學士班(日間),...,...,73,27,46,21,11,10,10,3,7,37,12,25,5,1,4
106,私立,技專校院,1034,弘光科技大學,碩士班(日間),...,...,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
106,私立,一般大學,1035,中國醫藥大學,學士班(日間),...,...,50,19,31,3,0,3,29,12,17,12,4,8,6,3,3
106,私立,一般大學,1035,中國醫藥大學,博士班,...,...,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1035,中國醫藥大學,碩士班(日間),...,...,31,15,16,23,13,10,4,2,2,2,0,2,2,0,2
106,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),...,...,6,4,2,1,0,1,3,2,1,0,0,0,2,2,0
106,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),...,...,57,29,28,2,2,0,46,22,24,2,1,1,7,4,3
106,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士班(日間),...,...,9,4,5,6,1,5,0,0,0,0,0,0,3,3,0
106,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),...,...,115,62,53,104,55,49,5,1,4,3,3,0,3,3,0
106,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士班(日間),...,...,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1039,玄奘大學,學士班(日間),...,...,77,30,47,28,12,16,22,8,14,25,9,16,2,1,1
106,私立,一般大學,1039,玄奘大學,碩士班(日間),...,...,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0
106,私立,技專校院,1040,建國科技大學,學士班(日間),...,...,72,60,12,60,50,10,3,2,1,6,5,1,3,3,0
106,私立,技專校院,1040,建國科技大學,碩士班(日間),...,...,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0
106,私立,技專校院,1041,明志科技大學,學士班(日間),...,...,5,4,1,0,0,0,0,0,0,0,0,0,5,4,1
106,私立,技專校院,1041,明志科技大學,碩士班(日間),...,...,14,7,7,14,7,7,0,0,0,0,0,0,0,0,0
106,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,學士班(日間),...,...,14,8,6,2,1,1,12,7,5,0,0,0,0,0,0
106,私立,技專校院,1043,大仁科技大學,學士班(日間),...,...,15,5,10,4,3,1,5,0,5,6,2,4,0,0,0
106,私立,技專校院,1044,聖約翰科技大學,學士班(日間),...,...,65,49,16,40,32,8,1,0,1,13,10,3,11,7,4
106,私立,技專校院,1045,嶺東科技大學,學士班(日間),...,...,51,25,26,15,2,13,1,1,0,19,13,6,16,9,7
106,私立,技專校院,1045,嶺東科技大學,碩士班(日間),...,...,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
106,私立,技專校院,1046,中國科技大學,學士班(日間),...,...,38,21,17,6,4,2,5,4,1,2,1,1,25,12,13
106,私立,技專校院,1046,中國科技大學,碩士班(日間),...,...,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
