學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,性別,在學學生數,學期間退學人數-小計,學期間退學人數-因成績不佳或曠課時數過多,學期間退學人數-因操行成績,學期間退學人數-因志趣不合,學期間退學人數-因休學逾期未復學,學期間退學人數-因懷孕,學期間退學人數-因育嬰,學期間退學人數-因傷病,學期間退學人數-因工作需求,學期間退學人數-因經濟困難,學期間退學人數-因生涯規劃,學期間退學人數-其他(不含死亡)
106,2,私立,一般大學,1019,高雄醫學大學,學士班(進修),女,44,3,0,0,0,3,0,0,0,0,0,0,0
106,2,私立,一般大學,1019,高雄醫學大學,碩士班(日間),女,442,17,1,0,5,5,0,0,0,1,0,0,2
106,2,私立,一般大學,1019,高雄醫學大學,碩士在職專班,女,144,2,1,0,0,1,0,0,0,0,0,0,0
106,2,私立,一般大學,1019,高雄醫學大學,博士班,女,149,1,0,0,0,1,0,0,0,0,0,0,0
106,2,私立,一般大學,1020,南華大學,學士班(日間),男,2028,52,12,1,11,17,0,0,1,2,0,0,0
106,2,私立,一般大學,1020,南華大學,學士班(進修),男,198,10,3,0,2,4,0,0,0,1,0,0,0
106,2,私立,一般大學,1020,南華大學,碩士班(日間),男,254,28,6,0,0,12,0,0,0,4,0,0,0
106,2,私立,一般大學,1020,南華大學,碩士在職專班,男,144,12,0,0,0,8,0,0,0,2,0,0,0
106,2,私立,一般大學,1020,南華大學,博士班,男,20,2,1,0,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1020,南華大學,學士班(日間),女,2256,41,3,0,16,16,0,0,1,0,0,0,0
106,2,私立,一般大學,1020,南華大學,學士班(進修),女,138,13,2,0,7,2,0,0,1,0,0,0,0
106,2,私立,一般大學,1020,南華大學,碩士班(日間),女,338,20,2,0,1,11,1,0,2,0,0,0,0
106,2,私立,一般大學,1020,南華大學,碩士在職專班,女,212,5,1,0,0,1,0,0,0,1,0,0,0
106,2,私立,一般大學,1020,南華大學,博士班,女,12,1,0,0,1,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1021,真理大學,學士班(日間),男,3060,169,19,0,66,36,0,0,0,0,0,1,0
106,2,私立,一般大學,1021,真理大學,學士班(進修),男,163,19,1,0,7,4,0,0,0,0,0,0,0
106,2,私立,一般大學,1021,真理大學,碩士班(日間),男,87,6,0,0,0,4,0,0,0,0,0,0,0
106,2,私立,一般大學,1021,真理大學,碩士在職專班,男,10,1,0,0,0,1,0,0,0,0,0,0,0
106,2,私立,一般大學,1021,真理大學,學士班(日間),女,3261,98,3,0,54,13,0,0,0,0,1,0,0
106,2,私立,一般大學,1021,真理大學,學士班(進修),女,117,7,1,0,3,1,0,0,0,0,0,0,0
106,2,私立,一般大學,1021,真理大學,碩士班(日間),女,65,6,1,0,0,1,0,0,0,0,0,0,0
106,2,私立,一般大學,1021,真理大學,碩士在職專班,女,10,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1022,大同大學,學士班(日間),男,2345,80,43,0,16,8,0,0,0,2,0,1,3
106,2,私立,一般大學,1022,大同大學,碩士班(日間),男,242,3,0,0,0,2,0,0,0,0,0,0,0
106,2,私立,一般大學,1022,大同大學,碩士在職專班,男,221,22,9,0,0,1,0,0,1,1,0,0,0
106,2,私立,一般大學,1022,大同大學,博士班,男,64,8,3,0,0,3,0,0,0,0,0,0,0
106,2,私立,一般大學,1022,大同大學,學士班(日間),女,1399,17,3,0,12,0,0,0,0,1,0,0,0
106,2,私立,一般大學,1022,大同大學,碩士班(日間),女,120,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1022,大同大學,碩士在職專班,女,66,5,3,0,0,1,0,0,0,0,0,0,0
106,2,私立,一般大學,1022,大同大學,博士班,女,40,1,0,0,0,0,0,0,0,0,0,1,0
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),男,7307,129,23,0,29,38,0,0,1,4,3,1,2
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(進修),男,2537,99,0,0,11,3,0,0,1,7,3,0,0
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士班(日間),男,502,27,0,0,0,14,0,0,0,1,1,0,0
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士在職專班,男,216,9,4,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,博士班,男,72,3,0,0,0,2,0,0,0,1,0,0,0
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),女,5887,62,6,0,24,17,0,0,0,1,2,0,0
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(進修),女,1765,47,0,0,8,4,0,0,1,3,2,0,0
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士班(日間),女,369,13,0,0,1,5,0,0,0,0,0,0,0
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士在職專班,女,187,3,0,0,0,1,0,0,0,0,0,0,0
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,博士班,女,13,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1024,崑山科技大學,學士班(日間),男,4756,211,3,0,57,118,0,0,0,17,2,0,9
106,2,私立,技專校院,1024,崑山科技大學,學士班(進修),男,2303,141,0,0,17,92,0,0,0,17,5,0,3
106,2,私立,技專校院,1024,崑山科技大學,碩士班(日間),男,287,28,0,0,0,25,0,0,0,0,0,0,3
106,2,私立,技專校院,1024,崑山科技大學,碩士在職專班,男,133,6,0,0,0,4,0,0,0,0,1,0,0
106,2,私立,技專校院,1024,崑山科技大學,博士班,男,25,1,0,0,0,0,0,0,0,1,0,0,0
106,2,私立,技專校院,1024,崑山科技大學,學士班(日間),女,3286,148,5,0,50,74,0,0,1,5,1,0,9
106,2,私立,技專校院,1024,崑山科技大學,學士班(進修),女,1195,65,0,0,6,50,0,0,0,6,2,0,0
106,2,私立,技專校院,1024,崑山科技大學,碩士班(日間),女,137,13,0,0,0,10,0,0,1,2,0,0,0
106,2,私立,技專校院,1024,崑山科技大學,碩士在職專班,女,43,1,0,0,0,1,0,0,0,0,0,0,0
106,2,私立,技專校院,1024,崑山科技大學,博士班,女,9,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),男,5072,57,0,0,18,24,0,0,1,2,2,0,10
106,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(進修),男,1376,177,0,0,7,2,0,0,0,4,1,0,162
106,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士班(日間),男,115,13,1,0,0,9,0,0,0,0,1,0,2
106,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士在職專班,男,121,5,0,0,0,0,0,0,0,0,0,0,4
106,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),女,7188,85,0,0,31,35,0,0,2,1,3,0,12
106,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(進修),女,1585,94,0,0,7,1,0,0,0,1,1,0,84
106,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士班(日間),女,122,5,0,0,0,3,0,0,0,1,0,0,1
106,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士在職專班,女,123,4,0,0,0,0,0,0,0,0,0,0,3
106,2,私立,技專校院,1026,樹德科技大學,學士班(日間),男,3413,150,30,0,50,39,0,0,1,1,0,0,0
106,2,私立,技專校院,1026,樹德科技大學,學士班(進修),男,946,123,7,0,72,16,0,0,0,1,0,0,0
106,2,私立,技專校院,1026,樹德科技大學,碩士班(日間),男,158,20,1,0,9,1,0,0,0,0,0,0,0
106,2,私立,技專校院,1026,樹德科技大學,碩士在職專班,男,221,13,1,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1026,樹德科技大學,博士班,男,9,1,0,0,0,0,0,0,0,1,0,0,0
106,2,私立,技專校院,1026,樹德科技大學,學士班(日間),女,4568,123,17,0,54,33,0,0,0,2,0,0,2
106,2,私立,技專校院,1026,樹德科技大學,學士班(進修),女,1011,112,11,0,70,17,0,0,1,0,0,0,0
106,2,私立,技專校院,1026,樹德科技大學,碩士班(日間),女,137,25,2,0,21,1,0,0,0,1,0,0,0
106,2,私立,技專校院,1026,樹德科技大學,碩士在職專班,女,218,7,1,0,0,2,0,0,0,0,0,0,0
106,2,私立,技專校院,1026,樹德科技大學,博士班,女,18,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),男,1136,28,9,0,11,5,0,0,1,0,0,0,0
106,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士班(日間),男,124,12,3,0,1,5,0,0,0,0,0,1,1
106,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士在職專班,男,6,2,1,0,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,博士班,男,59,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),女,1827,34,1,0,27,4,0,0,0,0,0,0,0
106,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士班(日間),女,226,13,3,0,1,4,0,0,0,0,0,0,2
106,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士在職專班,女,31,1,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,博士班,女,51,6,4,0,0,1,0,0,0,0,0,0,1
106,2,私立,一般大學,1028,臺北醫學大學,學士班(日間),男,2038,11,3,0,5,2,0,0,0,0,0,0,0
106,2,私立,一般大學,1028,臺北醫學大學,學士班(進修),男,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1028,臺北醫學大學,碩士班(日間),男,225,6,2,0,0,2,0,0,0,0,0,0,0
106,2,私立,一般大學,1028,臺北醫學大學,碩士在職專班,男,63,2,1,0,1,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1028,臺北醫學大學,博士班,男,260,11,5,0,2,2,0,0,0,0,0,1,0
106,2,私立,一般大學,1028,臺北醫學大學,學士班(日間),女,2741,10,3,0,4,1,0,0,0,0,0,0,0
106,2,私立,一般大學,1028,臺北醫學大學,學士班(進修),女,1,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1028,臺北醫學大學,碩士班(日間),女,395,5,0,0,1,3,0,0,0,0,0,1,0
106,2,私立,一般大學,1028,臺北醫學大學,碩士在職專班,女,196,4,1,0,0,2,0,0,0,0,0,0,0
106,2,私立,一般大學,1028,臺北醫學大學,博士班,女,193,8,5,0,0,2,0,0,0,0,0,1,0
106,2,私立,一般大學,1029,中山醫學大學,學士班(日間),男,2519,30,3,0,18,6,0,0,0,0,0,0,0
106,2,私立,一般大學,1029,中山醫學大學,學士班(進修),男,66,1,0,0,0,0,0,0,0,0,0,0,1
106,2,私立,一般大學,1029,中山醫學大學,碩士班(日間),男,157,9,3,0,2,2,0,0,0,0,0,0,0
106,2,私立,一般大學,1029,中山醫學大學,碩士在職專班,男,39,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1029,中山醫學大學,博士班,男,142,3,0,0,0,2,0,0,0,0,0,0,0
106,2,私立,一般大學,1029,中山醫學大學,學士班(日間),女,3746,57,3,0,38,13,0,0,0,1,0,0,0
106,2,私立,一般大學,1029,中山醫學大學,學士班(進修),女,93,2,0,0,0,0,0,0,0,0,0,1,0
106,2,私立,一般大學,1029,中山醫學大學,碩士班(日間),女,295,5,0,0,0,5,0,0,0,0,0,0,0
106,2,私立,一般大學,1029,中山醫學大學,碩士在職專班,女,109,1,0,0,0,1,0,0,0,0,0,0,0
106,2,私立,一般大學,1029,中山醫學大學,博士班,女,71,2,0,0,0,2,0,0,0,0,0,0,0
106,2,私立,技專校院,1030,龍華科技大學,二專(日間),男,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1030,龍華科技大學,五專,男,87,2,0,0,1,0,0,0,0,1,0,0,0
106,2,私立,技專校院,1030,龍華科技大學,學士班(日間),男,4178,141,28,0,44,30,0,0,0,2,1,0,0
106,2,私立,技專校院,1030,龍華科技大學,學士班(進修),男,2847,194,34,0,49,50,0,0,0,9,1,0,0
106,2,私立,技專校院,1030,龍華科技大學,碩士班(日間),男,222,10,1,0,1,3,0,0,0,0,0,0,0
106,2,私立,技專校院,1030,龍華科技大學,碩士在職專班,男,152,14,8,0,0,3,0,0,0,0,0,0,0
106,2,私立,技專校院,1030,龍華科技大學,二專(日間),女,1,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1030,龍華科技大學,五專,女,21,1,0,0,1,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1030,龍華科技大學,學士班(日間),女,2319,65,10,0,19,15,0,0,1,0,2,0,1
106,2,私立,技專校院,1030,龍華科技大學,學士班(進修),女,1112,83,6,0,27,20,0,0,0,4,1,0,0
106,2,私立,技專校院,1030,龍華科技大學,碩士班(日間),女,87,4,1,0,1,1,0,0,1,0,0,0,0
106,2,私立,技專校院,1030,龍華科技大學,碩士在職專班,女,60,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1031,輔英科技大學,五專,男,270,4,0,0,3,1,0,0,0,0,0,0,0
106,2,私立,技專校院,1031,輔英科技大學,學士班(日間),男,1770,55,3,0,9,19,0,0,1,2,0,2,1
106,2,私立,技專校院,1031,輔英科技大學,學士班(進修),男,460,45,1,0,1,23,0,0,0,3,0,0,2
106,2,私立,技專校院,1031,輔英科技大學,碩士班(日間),男,47,5,0,0,0,4,0,0,0,0,0,0,1
106,2,私立,技專校院,1031,輔英科技大學,碩士在職專班,男,2,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1031,輔英科技大學,五專,女,2432,17,3,0,9,3,0,0,0,0,1,0,0
106,2,私立,技專校院,1031,輔英科技大學,學士班(日間),女,3524,62,5,0,10,26,0,0,0,4,3,0,2
106,2,私立,技專校院,1031,輔英科技大學,學士班(進修),女,673,29,0,0,2,15,0,0,1,2,0,0,4
106,2,私立,技專校院,1031,輔英科技大學,碩士班(日間),女,81,5,1,0,0,2,0,0,0,0,0,0,0
106,2,私立,技專校院,1031,輔英科技大學,碩士在職專班,女,47,1,0,0,1,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(進修),男,17,4,0,0,0,1,0,0,0,1,0,0,0
106,2,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),男,4996,795,27,0,43,703,0,0,1,2,0,3,0
106,2,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(進修),男,2101,115,9,0,6,26,0,0,2,14,0,4,0
106,2,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士班(日間),男,212,144,0,0,0,143,0,0,0,0,0,0,0
106,2,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士在職專班,男,224,5,1,0,0,2,0,0,0,0,1,0,0
106,2,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(進修),女,11,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),女,3205,447,4,0,16,416,0,0,0,0,0,0,4
106,2,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(進修),女,1404,71,5,0,6,22,0,0,0,6,0,1,0
106,2,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士班(日間),女,98,56,0,0,0,53,0,0,0,0,0,1,0
106,2,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士在職專班,女,51,1,0,0,0,0,0,0,0,1,0,0,0
106,2,私立,一般大學,1033,長榮大學,學士班(日間),男,3935,103,0,0,46,0,0,0,0,1,1,0,0
106,2,私立,一般大學,1033,長榮大學,學士班(進修),男,298,17,0,0,3,0,0,0,0,1,0,0,0
106,2,私立,一般大學,1033,長榮大學,碩士班(日間),男,165,12,0,0,1,0,0,0,0,1,0,0,1
106,2,私立,一般大學,1033,長榮大學,碩士在職專班,男,61,4,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1033,長榮大學,博士班,男,25,2,0,0,0,0,0,0,0,2,0,0,0
106,2,私立,一般大學,1033,長榮大學,學士班(日間),女,4670,65,0,0,34,0,0,0,0,3,1,0,1
106,2,私立,一般大學,1033,長榮大學,學士班(進修),女,207,8,0,0,1,0,0,0,0,0,0,0,1
106,2,私立,一般大學,1033,長榮大學,碩士班(日間),女,242,12,0,0,0,0,0,0,0,1,0,0,1
106,2,私立,一般大學,1033,長榮大學,碩士在職專班,女,64,3,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1033,長榮大學,博士班,女,13,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1034,弘光科技大學,二專(進修),男,15,3,1,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1034,弘光科技大學,五專,男,18,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1034,弘光科技大學,學士班(日間),男,2776,69,23,0,12,21,0,0,0,1,0,0,0
106,2,私立,技專校院,1034,弘光科技大學,學士班(進修),男,1482,99,18,0,9,35,0,0,0,4,0,0,1
106,2,私立,技專校院,1034,弘光科技大學,碩士班(日間),男,55,2,0,0,0,1,0,0,0,0,0,0,0
106,2,私立,技專校院,1034,弘光科技大學,碩士在職專班,男,29,5,0,0,0,2,0,0,0,0,0,0,0
106,2,私立,技專校院,1034,弘光科技大學,博士班,男,1,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1034,弘光科技大學,二專(進修),女,95,10,0,0,0,1,0,0,0,1,0,0,0
106,2,私立,技專校院,1034,弘光科技大學,五專,女,246,2,0,0,1,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1034,弘光科技大學,學士班(日間),女,5339,77,8,0,29,22,0,0,0,0,1,0,0
106,2,私立,技專校院,1034,弘光科技大學,學士班(進修),女,2689,108,21,0,5,45,0,0,0,0,1,1,1
106,2,私立,技專校院,1034,弘光科技大學,碩士班(日間),女,136,3,0,0,0,1,0,0,0,0,0,0,0
106,2,私立,技專校院,1034,弘光科技大學,碩士在職專班,女,72,1,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1034,弘光科技大學,博士班,女,6,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1035,中國醫藥大學,學士班(日間),男,2901,18,0,0,9,7,0,0,0,0,0,1,1
106,2,私立,一般大學,1035,中國醫藥大學,學士班(進修),男,11,1,0,0,0,0,0,0,0,0,0,0,1
106,2,私立,一般大學,1035,中國醫藥大學,碩士班(日間),男,214,4,0,0,0,3,0,0,0,0,0,1,0
106,2,私立,一般大學,1035,中國醫藥大學,碩士在職專班,男,29,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1035,中國醫藥大學,博士班,男,228,2,0,0,0,1,0,0,0,1,0,0,0
106,2,私立,一般大學,1035,中國醫藥大學,學士班(日間),女,3494,11,0,0,6,3,0,0,0,0,0,2,0
106,2,私立,一般大學,1035,中國醫藥大學,學士班(進修),女,55,2,0,0,0,1,0,0,0,1,0,0,0
106,2,私立,一般大學,1035,中國醫藥大學,碩士班(日間),女,346,10,0,0,3,5,0,0,0,0,0,2,0
106,2,私立,一般大學,1035,中國醫藥大學,碩士在職專班,女,45,2,0,0,0,1,0,0,0,0,0,0,1
106,2,私立,一般大學,1035,中國醫藥大學,博士班,女,145,6,0,0,0,5,0,0,0,0,0,0,0
106,2,私立,技專校院,1036,健行學校財團法人健行科技大學,二專(日間),男,1,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1036,健行學校財團法人健行科技大學,五專,男,25,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),男,4519,132,21,1,28,54,0,0,1,6,1,0,12
106,2,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(進修),男,2181,164,35,0,6,64,0,0,0,2,0,0,1
106,2,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士班(日間),男,199,11,6,0,0,3,0,0,0,0,0,0,0
106,2,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士在職專班,男,32,2,2,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1036,健行學校財團法人健行科技大學,二專(日間),女,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1036,健行學校財團法人健行科技大學,五專,女,1,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),女,2479,58,6,2,13,27,0,0,0,2,0,0,3
106,2,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(進修),女,1238,51,6,0,3,26,0,0,0,0,0,0,0
106,2,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士班(日間),女,80,3,0,0,0,1,0,0,0,1,0,0,1
106,2,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士在職專班,女,10,1,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1037,正修學校財團法人正修科技大學,二專(進修),男,176,19,0,0,0,0,0,0,0,0,0,1,0
106,2,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),男,5281,176,30,1,66,54,0,0,0,4,4,5,3
106,2,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(進修),男,4085,277,55,0,5,116,0,0,0,9,3,2,40
106,2,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士班(日間),男,229,7,0,0,1,4,0,0,0,1,0,0,0
106,2,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士在職專班,男,108,5,0,0,0,2,0,0,0,2,0,0,1
106,2,私立,技專校院,1037,正修學校財團法人正修科技大學,博士班,男,12,1,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1037,正修學校財團法人正修科技大學,二專(進修),女,49,1,0,0,0,1,0,0,0,0,0,0,0
106,2,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),女,3942,105,14,1,38,36,0,0,0,2,4,6,2
106,2,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(進修),女,2801,129,13,1,1,70,1,0,0,3,0,1,15
106,2,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士班(日間),女,156,8,0,0,0,4,0,0,0,0,0,0,0
106,2,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士在職專班,女,64,2,0,0,0,2,0,0,0,0,0,0,0
106,2,私立,技專校院,1037,正修學校財團法人正修科技大學,博士班,女,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),男,3218,86,10,12,17,2,0,0,0,4,5,0,0
106,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(進修),男,2243,208,34,15,2,20,0,0,0,7,0,0,0
106,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士班(日間),男,80,1,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士在職專班,男,63,3,0,0,0,1,0,0,0,1,0,1,0
106,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),女,2918,80,2,11,22,2,0,0,0,10,5,0,0
106,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(進修),女,1844,113,11,5,4,20,0,0,0,3,0,0,0
106,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士班(日間),女,60,3,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士在職專班,女,46,1,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1039,玄奘大學,學士班(日間),男,1473,60,13,1,9,0,0,0,1,2,1,1,0
106,2,私立,一般大學,1039,玄奘大學,學士班(進修),男,223,26,0,0,0,0,0,0,0,0,0,1,0
106,2,私立,一般大學,1039,玄奘大學,碩士班(日間),男,141,13,2,0,0,0,0,0,0,0,0,0,1
106,2,私立,一般大學,1039,玄奘大學,碩士在職專班,男,66,4,1,0,0,0,0,0,1,1,0,0,0
106,2,私立,一般大學,1039,玄奘大學,博士班,男,5,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1039,玄奘大學,學士班(日間),女,1916,66,4,0,28,0,0,0,2,6,0,0,4
106,2,私立,一般大學,1039,玄奘大學,學士班(進修),女,268,32,1,0,4,0,0,0,0,3,0,0,3
106,2,私立,一般大學,1039,玄奘大學,碩士班(日間),女,164,13,2,0,0,1,0,0,0,4,0,0,1
106,2,私立,一般大學,1039,玄奘大學,碩士在職專班,女,109,6,1,0,1,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1039,玄奘大學,博士班,女,2,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1040,建國科技大學,學士班(日間),男,3548,133,43,0,25,35,0,0,0,3,0,0,0
106,2,私立,技專校院,1040,建國科技大學,學士班(進修),男,1514,80,11,0,4,20,0,0,0,5,0,0,3
106,2,私立,技專校院,1040,建國科技大學,碩士班(日間),男,90,2,0,0,0,2,0,0,0,0,0,0,0
106,2,私立,技專校院,1040,建國科技大學,學士班(日間),女,2031,57,5,1,14,23,0,0,0,0,0,0,0
106,2,私立,技專校院,1040,建國科技大學,學士班(進修),女,580,35,2,0,2,7,0,0,2,1,0,0,3
106,2,私立,技專校院,1040,建國科技大學,碩士班(日間),女,76,3,1,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1041,明志科技大學,五專,男,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1041,明志科技大學,學士班(日間),男,2552,28,3,0,0,14,0,0,0,0,0,0,11
106,2,私立,技專校院,1041,明志科技大學,學士班(進修),男,363,16,0,0,1,8,0,0,0,0,0,1,0
106,2,私立,技專校院,1041,明志科技大學,碩士班(日間),男,319,7,0,0,2,2,0,0,0,1,0,0,0
106,2,私立,技專校院,1041,明志科技大學,碩士在職專班,男,29,1,1,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1041,明志科技大學,博士班,男,4,1,0,0,0,0,0,0,0,0,0,0,1
106,2,私立,技專校院,1041,明志科技大學,五專,女,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1041,明志科技大學,學士班(日間),女,1052,4,0,0,1,2,0,0,0,0,0,0,1
106,2,私立,技專校院,1041,明志科技大學,學士班(進修),女,126,3,0,0,0,1,0,0,0,0,0,0,0
106,2,私立,技專校院,1041,明志科技大學,碩士班(日間),女,113,3,0,0,0,2,0,0,0,0,0,0,1
106,2,私立,技專校院,1041,明志科技大學,碩士在職專班,女,2,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1041,明志科技大學,博士班,女,1,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1042,高苑科技大學,學士班(日間),男,2739,251,14,0,42,5,0,0,3,60,1,0,108
106,2,私立,技專校院,1042,高苑科技大學,學士班(進修),男,1014,71,11,0,5,20,0,0,0,4,0,0,4
106,2,私立,技專校院,1042,高苑科技大學,碩士班(日間),男,89,6,0,0,0,0,0,0,0,5,0,0,0
106,2,私立,技專校院,1042,高苑科技大學,碩士在職專班,男,158,11,0,0,0,4,0,0,0,0,0,0,0
106,2,私立,技專校院,1042,高苑科技大學,學士班(日間),女,1095,99,6,0,29,3,0,0,1,22,0,0,28
106,2,私立,技專校院,1042,高苑科技大學,學士班(進修),女,393,17,1,0,0,9,0,0,0,2,0,0,0
