學年度,設立別,學校類別,學校統計處代碼,學校名稱,日間/進修,學制班別,當學年度各學制總量內核定新生招生名額(A),當學年度各學制新生保留入學資格人數(B),當學年度各學制總量內新生招生核定名額之實際註冊人數(C),當學年度各學制境外(新生)學生實際註冊人數(D),當學年度各學制新生註冊率(%)E=〔(C+D)/(A-B+D)〕*100％,當學年度各學制招生特色說明
106,公立,一般大學,0001,國立政治大學,日間,學士班(含四技),2073,1,2008,...,96.91,本校學士班計34學系，1個學士學位學程，領域包括文、理、法、商、傳播、外國語文、國際事務、社會科學及教育等九大學院。招收高中畢業或具同等學力資格學生，修業年限均為四年。招生管道有考試分發入學、大學繁星推薦、個人申請及四技二專甄選入學、運動績優單獨招生、外國學生申請入學、僑港澳生單獨招生及轉學考試等。本校為國內最具人文社會科學特色之綜合型大學，強調多元探索、充實基礎課程及培養國際視野，辦學理念深獲社會各界肯定。本校每學期經由校際選課、校際交換、網路教學、雙主修、輔系及跨領域學分學程等措施，提供學生多元化的學習機會；並針對教學需求採大班教學或小班研討，兼顧學習品質；此外，本校亦提供各種國際交換、國際志工、夏日學院等與不同國家的學生交流學習機會。透過跨領域學習與整合能力教育、人文素養培育、國際視野擴展及專業能力提升，期許每位政大畢業生成為具有「領導思想、啟發社會、影響世界」的新世紀領導人。
106,公立,一般大學,0001,國立政治大學,日間,博士班,166,3,108,...,66.26,本校博士班計39學系所(含4個博士學位學程)，專業領域橫跨文、理、法、商、傳播、外國語文、國際事務、社會科學及教育等。近幾年因整體就業環境影響，導致報考博士班的人數逐年下降。為減緩博士班招生不佳的情況，吸引優秀且具研究及學術發展潛力之博士班新生入學就讀，延續校內研究能量，本校於105學年度設立「卓政博士班獎助學金」，各系所亦提供優渥獎助學金，以鼓勵學生報考。本校各學系博士班研究風氣良好，學生除能持續累積專業學識，並與指導教授討論切磋，促進學術研究的推展外，本校亦積極鼓勵博士生與企業的產學合作，以期學識與實務密切接合。本校活躍於國際學術舞台，無論是學術表現或教學及研究成果， 在世界上均獲得極高的評價。未來將持續以國際一流的人文學術殿堂方向前進，培養具「領導思想、啟發社會、影響世界」的新世紀領導人。
106,公立,一般大學,0001,國立政治大學,日間,碩士班,1275,22,1170,...,93.38,本校碩士班計55學系所(含12個碩士學位學程)，專業領域橫跨文、理、法、商、傳播、外國語文、國際事務、社會科學及教育等。本校向來為國內人文社會科學學術重鎮，國際化程度亦相當高，擁有堅強的國內外師資陣容、豐沛且多元的教學資源及卓越豐富的學術研究成果。此外，本校亦積極推展研究能量，除在9大學院等專業領域皆設有研究中心外，亦與台北市立聯合醫院及國防醫學院建立教學與研究的合作關係，提供基礎研究與醫療界的對話與交流。本校各學系碩士班研究風氣良好，學生除透過專業學識的學習，並與指導教授及同儕間互相討論切磋、腦力激盪，促進學術研究的推展外，本校亦強調理論與實務的結合，積極鼓勵碩士生將所學理論應用在產業實習或實務上，提前做好未來就業準備。此外，本校無論是在學術表現或教學及研究成果，皆致力於國際化視野的培養，期許能夠培養出具備國際觀的專業領導與研究人才。
106,公立,一般大學,0001,國立政治大學,在職,碩士班,596,4,567,...,95.78,本校碩士在職專班計12學系所，專業領域橫跨文、理、法、商、傳播、外國語文、國際事務、社會科學及教育等，提供在職人士專業進修的機會。為培育兼具理論與實務的人才，本校各系所規劃以專業理論課程為導向，期以協助產業界培育各領域之專業研究人才，將所學知識應用在產業實務上，將來亦可配合產業與社會脈動調整專業領域之研究方向，同時結合各方業界校友的資源及人脈，培訓並育成更多創意、創新、創業的專業人才。
106,公立,一般大學,0002,國立清華大學,日間,學士班(含四技),2035,2,1946,...,95.72,一、本校設有各類獎學金，特色獎學金如：還願獎學金、逐夢獎學金，申請金額不限，可以個人狀況及計畫實質內容核定金額。 二、本校致力開發多種跨領域學習課程，除教育學程外，另設29個跨院系學分學程，提供更為多元化及客制化學習機會。在課業之餘，校園內尚有文藝、音樂、體育、藝術、社會服務等社團，學生可培養多元興趣。 三、本校在多項學術指標：國內大學學術聲譽排名、理工學院聲譽排名、最佳研究所排名、國內企業最愛大學生等評比上均名列前茅，為國內頂尖學府。2015年英國QS世界大學排名，本校躍升至155名，較去年又進步12名，其排名各項指標表現為全國數一數二之成績。 四、大一新生均可住宿，校園景觀優美，人稱水木清華，全國第一。五、本校提供新生各管道入學之低收、中低收及特殊境遇家庭子女「旭日獎學金」，入學後得依本校「旭日獎學金施行要點」提出申請，經旭日獎學金委員會審議通過後核發，獎學金每年申請一次，最多四年。
106,公立,一般大學,0002,國立清華大學,日間,博士班,240,2,195,...,81.93,一、本校設有各類獎學金，特色獎學金如：還願獎學金、逐夢獎學金，兩者申請皆金額不限，申請不需成績優異、不限申請次數。還願獎學金依據實際需求提出申請，讓學生安心完成學業；逐夢獎學金為鼓勵學生勇於追尋並實現夢想，所提計畫亦不限於從事學術研究。 二、本校在多項學術指標如：國內大學學術聲譽排名、理工學院聲譽排名、最佳研究所排名、國內企業最愛的大學生等評比上均名列前茅，為國內頂尖學府。2015年英國QS世界大學排名，本校躍升至155名，較去年又進步12名，其排名各項指標表現為全國數一數二之成績。 三、本校致力推動全球化，目前本校簽有學術合作合約之大學／學術機構共計有224所，包含亞洲137所、美洲29所、歐洲50所、大洋洲4所及非洲4所。在雙聯學位部分，本校有與瑞典林學平大學、美國凱斯西儲大學、法國n+i、大陸北京清華大學及英國利物浦大學等世界多所知名大學合作且陸續增加中。
106,公立,一般大學,0002,國立清華大學,日間,碩士班,1928,46,1769,...,94.00,一、本校設有各類獎學金，特色獎學金如：還願獎學金、逐夢獎學金，兩者申請皆金額不限，申請不需成績優異、不限申請次數。還願獎學金依據實際需求提出申請，讓學生安心完成學業；逐夢獎學金為鼓勵學生勇於追尋並實現夢想，所提計畫亦不限於從事學術研究。 二、本校在多項學術指標如：國內大學學術聲譽排名、理工學院聲譽排名、最佳研究所排名、國內企業最愛的大學生等評比上均名列前茅，為國內頂尖學府。2015年英國QS世界大學排名，本校躍升至155名，較去年又進步12名，其排名各項指標表現為全國數一數二之成績。 三、本校致力推動全球化，目前本校簽有學術合作合約之大學／學術機構共計有224所，包含亞洲137所、美洲29所、歐洲50所、大洋洲4所及非洲4所。在雙聯學位部分，本校有與瑞典林學平大學、美國凱斯西儲大學、法國n+i、大陸北京清華大學及英國利物浦大學等世界多所知名大學合作且陸續增加中。
106,公立,一般大學,0002,國立清華大學,在職,碩士班,378,5,370,...,99.20,一、本校設有各類獎學金，特色獎學金如：還願獎學金、逐夢獎學金，兩者申請皆金額不限，申請不需成績優異、不限申請次數。還願獎學金依據實際需求提出申請，讓學生安心完成學業；逐夢獎學金為鼓勵學生勇於追尋並實現夢想，所提計畫亦不限於從事學術研究。 二、本校在多項學術指標如：國內大學學術聲譽排名、理工學院聲譽排名、最佳研究所排名、國內企業最愛的大學生等評比上均名列前茅，為國內頂尖學府。2015年英國QS世界大學排名，本校躍升至155名，較去年又進步12名，其排名各項指標表現為全國數一數二之成績。 三、本校致力推動全球化，目前本校簽有學術合作合約之大學／學術機構共計有224所，包含亞洲137所、美洲29所、歐洲50所、大洋洲4所及非洲4所。在雙聯學位部分，本校有與瑞典林學平大學、美國凱斯西儲大學、法國n+i、大陸北京清華大學及英國利物浦大學等世界多所知名大學合作且陸續增加中。
106,公立,一般大學,0003,國立臺灣大學,日間,學士班(含四技),3459,0,3323,...,96.07,"本校目前已有11個學院，以及3個專業學院（牙醫、獸醫、藥學），共54學系、126個研究所（含18個碩、博士學位學程），另設有30餘個各學術領域之國家級或校級研究中心，是臺灣規模最大的綜合性大學。學生總人數現今已達33,000多人，其中大學部近18,000人，研究生15,000餘人，比例接近一比一，已經成功轉型為研究型大學。 各學院提供完整的知識地圖、豐富的圖書資源、先進的科技設備、暢通的學術鏈結，結合優美的校園環境、藝文的校園氣氛，共同形成具有吸引力的教學研究環境。 本校不僅提供豐富多元的學術資源與設施，更鼓勵學生開拓視野、多元學習；在校內加強通識教育，在校際拓展姊妹校網絡，並加強建構雙語教學環境。本校除了展現卓越的學術研究成果，也努力改善教育評鑑制度，注重教學與學習的成效，務使學生能在最佳的環境學習成長。"
106,公立,一般大學,0003,國立臺灣大學,日間,博士班,691,2,503,...,73.00,"本校目前已有11個學院，以及3個專業學院（牙醫、獸醫、藥學），共54學系、126個研究所（含18個碩、博士學位學程），另設有30餘個各學術領域之國家級或校級研究中心，是臺灣規模最大的綜合性大學。學生總人數現今已達33,000多人，其中大學部近18,000人，研究生15,000餘人，比例接近一比一，已經成功轉型為研究型大學。 各學院提供完整的知識地圖、豐富的圖書資源、先進的科技設備、暢通的學術鏈結，結合優美的校園環境、藝文的校園氣氛，共同形成具有吸引力的教學研究環境。 本校不僅提供豐富多元的學術資源與設施，更鼓勵學生開拓視野、多元學習；在校內加強通識教育，在校際拓展姊妹校網絡，並加強建構雙語教學環境。本校除了展現卓越的學術研究成果，也努力改善教育評鑑制度，注重教學與學習的成效，務使學生能在最佳的環境學習成長。  目前共開設100個博士班。"
106,公立,一般大學,0003,國立臺灣大學,日間,碩士班,3882,35,3705,...,96.31,"本校目前已有11個學院，以及3個專業學院（牙醫、獸醫、藥學），共54學系、126個研究所（含18個碩、博士學位學程），另設有30餘個各學術領域之國家級或校級研究中心，是臺灣規模最大的綜合性大學。學生總人數現今已達33,000多人，其中大學部近18,000人，研究生15,000餘人，比例接近一比一，已經成功轉型為研究型大學。 各學院提供完整的知識地圖、豐富的圖書資源、先進的科技設備、暢通的學術鏈結，結合優美的校園環境、藝文的校園氣氛，共同形成具有吸引力的教學研究環境。 本校不僅提供豐富多元的學術資源與設施，更鼓勵學生開拓視野、多元學習；在校內加強通識教育，在校際拓展姊妹校網絡，並加強建構雙語教學環境。本校除了展現卓越的學術研究成果，也努力改善教育評鑑制度，注重教學與學習的成效，務使學生能在最佳的環境學習成長。  目前共開設117個碩士班。"
106,公立,一般大學,0003,國立臺灣大學,在職,碩士班,505,0,490,...,97.03,"本校目前已有11個學院，以及3個專業學院（牙醫、獸醫、藥學），共54學系、126個研究所（含18個碩、博士學位學程），另設有30餘個各學術領域之國家級或校級研究中心，是臺灣規模最大的綜合性大學。學生總人數現今已達33,000多人，其中大學部近18,000人，研究生15,000餘人，比例接近一比一，已經成功轉型為研究型大學。 各學院提供完整的知識地圖、豐富的圖書資源、先進的科技設備、暢通的學術鏈結，結合優美的校園環境、藝文的校園氣氛，共同形成具有吸引力的教學研究環境。 本校不僅提供豐富多元的學術資源與設施，更鼓勵學生開拓視野、多元學習；在校內加強通識教育，在校際拓展姊妹校網絡，並加強建構雙語教學環境。本校除了展現卓越的學術研究成果，也努力改善教育評鑑制度，注重教學與學習的成效，務使學生能在最佳的環境學習成長。  目前共開設18個碩士在職專班。"
106,公立,一般大學,0004,國立臺灣師範大學,日間,學士班(含四技),1708,1,1676,...,98.18,本校學士班共33學系，其中5學系採學籍分組，人類發展與家庭學系(家庭生活教育組、幼兒發展與教育組、營養科學與教育組)、美術學系(國畫組、西畫組)、工業教育學系(能源應用組、車輛技術組)、東亞學系(漢學與文化組、政治與經濟組)、華語文教學系(應用華語文學組、國際華語與文化組)。  理學院2016帶領出戰各項國際地理奧林匹亞競賽鈞獲得金牌。機電工程學系通過中華工程教育學會(IEET)認證，課程與教學品質獲得國際肯定。電機工程系外籍教師目前是國際機器人足球聯盟主席，帶領學生參與國際機器人競賽，獲獎無數。藝術學院師生屢獲國內外重要獎項：如紐約「ADC」設計銀獎、紐約「TDC」優異獎、「德國紅點設計獎」傳達設計最佳獎。運休學院為運動賽事常勝軍，大專球類聯賽獲男排10連霸、女排7連霸、2016里約奧運、2017臺北世界大學皆有奪牌，戰績斐然。
106,公立,一般大學,0004,國立臺灣師範大學,日間,博士班,218,2,192,...,88.89,本校博士班共35學系，其中有3學系採學籍分組，分別為教育心理與輔導學系(教育心理學組、諮商心理學組)、英語學系(文學組、語言學組、英語教學組)、音樂學系(研究與教育組、表演與創作組)。  音樂系博士生王建堂參加2015大阪國際音樂比賽，從眾多國際菁英選手中脫穎而出，勇奪絃樂組金牌，為台灣奪得絃樂組首獎第一人。
106,公立,一般大學,0004,國立臺灣師範大學,日間,碩士班,1464,73,1221,...,87.78,本校碩士班共51學系，其中有5學系採學籍分組，分別為教育心理與輔導學系(教育心理學組、諮商心理學組)、人類發展與家庭學系(家庭生活教育組、幼兒發展與教育組、營養科學與教育組)、英語學系(文學組、語言學組、英語教學組)、科技應用與人力資源發展學系(科技與工程教育組、人力資源組、網路學習組)、東亞學系(漢學與文化組、政治與經濟組)  翻譯研究所畢業生就業率100%，多數為自由譯者，或擔任政府部會、企業機關等翻譯人員。張家福同學更榮獲2015年第五屆海峽兩岸口譯大賽冠軍，取得英國倫敦一周遊學。
106,公立,一般大學,0004,國立臺灣師範大學,在職,碩士班,640,0,584,...,91.25,本校碩士在職專班共23學系，無學籍分組。  社會教育學系鄭惠如，投入餐飲創業，僱用弱勢或失婚員工，為臺灣第一人獲美國國務院選為由歐巴馬主持的2016年第七屆全球企業高峰會代表。藉此能深度認識矽谷企業的創業文化，更可與總統歐巴馬及全球各地的創業青年交流。  流行音樂產業碩士專班學生周岳澄，2013及2014年分別獲得金曲獎最佳客語專輯、最佳演唱組合獎，也是捷運地景音樂創作者。
106,公立,一般大學,0005,國立成功大學,日間,學士班(含四技),2709,0,2583,...,95.35,"本校計45學系學士班，除特殊管道採外加名額外，每年計提供2,709個名額，領域包括文、理、工、電資、設計、管理、醫、社科及生科等九大學院。每年註冊率均達95%以上，為國內為學術領域最完整的綜合型大學。辦學理念深獲社會各界肯定，多次榮膺遠見雜誌「企業最愛大學生」「企業最愛研究生」調查。另根據天下雜誌、CHEERS雜誌針對國內千家大企業大學生評價調查結果，本校自1993年迄今，年年蟬聯「企業界最愛」，無論是專業能力、團隊精神、敬業精神…等，成大畢業生兼具職場的爆發力與任職期間的續航力，贏得企業最愛千里馬的封號。 本校每學期經由校際遠距教學、網路教學、英語檢測制度、次專長學程、跨領域學分學程及大班教學小班研討等措施，提供學生多元化的學習機會。透過跨領域學習與整合能力教育、人文素養培育、國際視野擴展及專業能力提升，期許每位成大畢業生均為企業最愛。"
106,公立,一般大學,0005,國立成功大學,日間,博士班,375,2,235,...,63.00,本校計58學系所博士班，專業領域橫跨文、理、工、電資、設計、管理、醫、社科及生科等。近幾年因經濟不景氣、博士班就業機會相對減少，導致報考博士班的人數逐年下降。為減緩博士班招生不佳的情況，延續校內研究能量，本校各系所均提供優渥學助學金，以鼓勵學生報考。 本校各學系博士班研究風氣良好，學生除接受專業學識的學習，與指導教授的互動，甚至企業產學的合作，以期學識與實務密切接合，替國家社會培養優秀人才。本校活躍於國際學術舞台，無論是學術表現或教學及研究成果， 在世界上均獲得極高的評價。未來將建立校園創業環境與文化，進一步培育出台灣，甚至全球「最愛企業」 的創業家。
106,公立,一般大學,0005,國立成功大學,日間,碩士班,2767,34,2604,...,95.28,本校計80學系所碩士班，專業領域橫跨文、理、工、電資、設計、管理、醫、社科及生科等，每年全校註冊率均達92%以上。堅強的師資陣容、豐沛的教學資源及卓越的研究成果，是成大推向國際一流大學的雄厚根本，而紮實、創新、活潑、多元化課程，更充分滿足學生的求知慾。成大是南台灣的學術重鎮，校內設有很多國家級的研究中心與實驗室，支援教學與研究。除提供學士班畢業生有接受專業教育機會，並配合社會快速變化及多元需求，隨時掌握國際社會之脈動，與國際學術同步接軌。 成大除了是南臺灣學術重鎮，也是南臺灣研究重鎮，素擁有「南成大、 北臺大」之美譽。成大人才輩出，研究風氣鼎盛，產學合作眾多，成果亮麗。另成大師生研究論文總篇數，亦位居全國各大學頂端的地位。
106,公立,一般大學,0005,國立成功大學,在職,碩士班,520,2,489,...,94.40,本校計21學系所碩士在職專班，專業領域橫跨文、理、工、電資、設計、管理、醫、及社科等，提供在職人士專業進修的機會。每年全校註冊情況相當良好，因在職生須獲公司首肯並須顧及工作情況，全校註冊率於99%至87%間變化。 為培育兼具理論與實務的人才，本校各系所規劃以專業學程為導向，期以協助產業界培育各領域之專業研究人才。因應軟硬體科技進展，改變產業軟體文化的現狀，本校除了為畢業生奠定「企業最愛」的學養基礎外，更將配合產業與社會脈動，結合企業界校友的資源，培訓創業人才。
106,公立,一般大學,0006,國立中興大學,日間,學士班(含四技),1903,0,1826,...,95.95,本校設有八大學院，系所完備，培育學生專業知能、反思創新、團隊合作、在地關懷、全球思維等基本素養與核心能力。本校名額內招生管道計有「考試分發」、「繁星推薦」、「個人申請」、「四技二專甄選入學及技優入學」、「運動績優生單獨招生」以及「特殊選才」，招生管道多元均衡，招收具備發展潛能以及多元思考學習能力之高中職學生，入學新生來自三百多所高中職學校，分布廣泛，不論學生的地區背景、文化背景、社經背景等皆呈現多元化。本校是中部唯一的頂尖研究型大學，基於照顧弱勢學生及教育機會均等的理念，於不同招生管道中增設弱勢優先錄取及逐年提高原住民及離島外加名額比率，以提高弱勢學生能進入國立大學就讀的機會。此外，為提供給不同教育經歷學生升讀大學機會於特殊選才管道中優先錄取實驗教育學生、境外臺生、新住民及其子女及農家子弟，期在不同文化背景刺激下，相互瞭解、學習，激發學生多面向思考及解決問題的能力，實現學生來源多樣性。
106,公立,一般大學,0006,國立中興大學,日間,博士班,196,0,146,...,74.49,國立中興大學設有文學院、農業暨自然資源學院、理學院、工學院、生命科學院、獸醫學院、管理學院和法政學院8個學院，招生系所共計41個單位，學術研究領域完整。本校在農業科學、植物與動物科學、工程、材料科學、電腦科學、化學、生物與生化、臨床醫學、環境/生態學、藥理學與毒理學、一般社會科學11大領域，名列基本科學指標（ESI）全球前1%，且為中台灣唯一頂尖大學。在培育博士班人才方面，本校強調提供各式獎助學金，使研究生能專注於學術發展；與國外學研機構發展雙聯學位，共同研究合作；著重專業領域前贍發展、產業趨勢、學研人力供需概況，適度調整課程規劃，以因應國家整體及社會發展。
106,公立,一般大學,0006,國立中興大學,日間,碩士班,1566,0,1421,...,90.74,國立中興大學設有文學院、農業暨自然資源學院、理學院、工學院、生命科學院、獸醫學院、管理學院和法政學院8個學院，碩士班招生系所共計56個單位，學術研究領域完整。本校在農業科學、植物與動物科學、工程、材料科學、電腦科學、化學、生物與生化、臨床醫學、環境/生態學、藥理學與毒理學、一般社會科學11大領域，名列基本科學指標（ESI）全球前1%，且為中台灣唯一頂尖大學。招生特色：1.師資陣容堅強：教授皆學有專長，屢獲各項傑出學術研究獎勵。2.優質教學研究環境：本校圖儀設備先進，教學資源豐富，且鄰近中部科學園區，與業界及學術研究單位有各類合作計畫，同學們有機會接觸到最新的技術及挑戰。3.強調跨領域學習：本校鼓勵跨領域之研究計劃，訓練學生從不同角度探討問題、解決問題，培養T型人才。4.國際化教學合作：本校與全球各大名校訂有學生交換、雙聯學制，進行各類學術合作，鼓勵學生出國進修或出席國際會議，以增廣視野。
106,公立,一般大學,0006,國立中興大學,在職,碩士班,586,0,548,...,93.52,國立中興大學設有文學院、農業暨自然資源學院、理學院、工學院、生命科學院、獸醫學院、管理學院和法政學院8個學院，碩士在職專班招生系所共計22個單位，學術研究領域完整。本校在農業科學、植物與動物科學、工程、材料科學、電腦科學、化學、生物與生化、臨床醫學、環境/生態學、藥理學與毒理學、一般社會科學11大領域，名列基本科學指標（ESI）全球前1%，且為中台灣唯一頂尖大學。招生特色：1.師資陣容堅強：教授皆學有專長，屢獲各項傑出學術研究獎勵。2.優質教學研究環境：本校圖儀設備先進，教學資源豐富，且鄰近中部科學園區，與業界及學術研究單位有各類合作計畫，同學們有機會接觸到最新的技術及挑戰。3.強調跨領域學習：本校鼓勵跨領域之研究計劃，訓練學生從不同角度探討問題、解決問題，培養T型人才。4.課程多元：碩專班課程強調理論與實務並重，強化學生學術專業能力及實作技能，提升學生職場競爭力。
106,公立,一般大學,0006,國立中興大學,進修,學士班(含四技),220,0,215,...,97.73,本校設有八大學院，系所完備，培育學生專業知能、反思創新、團隊合作、在地關懷、全球思維等基本素養與核心能力。本校為落實全民終生教育理念，設置創新產業推廣學院，進一步配合政府產業政策、企業經營脈動與終身學習型社會之需求，推動進修學士班及學士學位學程之設置，以達彌補正規大學高等教育外之終身學習空隙為目標。目前計有中國文學系、外國語文學系、文化創意產業學士學位學程、創新產業經營學士學位學程、生物產業管理進修學士學位學程等學系招收進修學士班。
106,公立,一般大學,0007,國立陽明交通大學,日間,學士班(含四技),1308,0,1254,...,95.87,本校學士班招生力求照顧弱勢、區域平衡政策，希望全國各地、各階層的學生都有機會進入本校就讀。106學年度學士班繁星招生錄取來自193所高中的199名學生，繁星招生名額比率達15.21%，屬全國較高者，且其中79所高中沒有任何一人入圍本校個人申請第1階段篩選，顯示本校繁星招生對於高中區域平衡影響非常顯著。  107學年度學士班個人申請”旋坤揚帆”(經濟弱勢)招生分組，提供全校2.37%名額普及各學系共31名招收經濟弱勢學生，學測科目檢定門檻降為最高前標(一般學系學測科目門檻為頂標)，經濟弱勢學生入學管道名額比例領先全國。
106,公立,一般大學,0007,國立陽明交通大學,日間,博士班,346,2,249,...,72.38,本校部份博士班辦理博士生產學合作培育研發菁英計畫及博士生國際共同人才培育計畫，詳參http://exam.nctu.edu.tw 。
106,公立,一般大學,0007,國立陽明交通大學,日間,碩士班,2012,18,1932,...,96.89,學校未提供說明
106,公立,一般大學,0007,國立陽明交通大學,在職,碩士班,535,0,527,...,98.50,學校未提供說明
106,公立,一般大學,0008,國立中央大學,日間,學士班(含四技),1500,1,1454,...,97.00,本校近年來大幅提升繁星推薦名額，106學年度提  供330個繁星推薦名額，佔全校總名額之22%，為全國頂尖大  學之冠，有效避免新生多集中於都會型明星高中，來自城  與鄉不同學習資源及背景的高中學生將可促進校園組成多  元化，有利學生多元發展，亦可落實城鄉差距平衡精  神。另為善盡社會責任，積極增加弱勢學生入學機會，對  原住民學生提供繁星推薦及個人申請外加名額；對經濟弱  勢學生，於個人申請設立向日葵組聯合招生，調降學測篩選  標準，優先錄取，並提供向日葵組錄取經濟弱勢學生4年、  每年6萬元，共計24萬元獎助學金。
106,公立,一般大學,0008,國立中央大學,日間,博士班,155,6,125,...,83.89,將博士班培育分流為學術研究及產業研發二種模式：於產業  研發部分，由教育部及合作產業提供博士班生最多5年、每  月最少2.5萬元獎助學金外，並與產業界合作共同開設核心  課程、指導博士研究生實際參與合作企業實作研發並完成論  文；於學術研究部分：本校亦提供最多4年、每月最少2.5萬  元獎助學金。105年於大專校院校務資訊公開平台公布之博  士班畢業生就業率，中央大學博士班畢業生已投入職場比率  高達97%，為國內頂尖大學中排名第二。
106,公立,一般大學,0008,國立中央大學,日間,碩士班,1481,19,1359,...,92.95,提高甄試入學名額比例，提早錄取優秀學生進入實驗室從事研究工作。於考試入學部分，則積極減少筆試考科，合併相似考科系所辦理聯合招生，另移撥部分名額聯合清華大學、交通大學及陽明大學辦理台聯大碩士班聯合招生，有效減輕學生應考負擔及提高學生報名意願。
106,公立,一般大學,0008,國立中央大學,在職,碩士班,577,0,501,...,86.83,"積極因應產業人才需求，調整碩士在職專班開設領域及名額，以實務導向培育碩士班在職學生成為企業中高階幹部，105年於大專校院校務資訊公開平台公布之資訊，中央大學碩士在職專班畢業學生畢業後第一年薪資平均即近86,000元。"
106,公立,一般大學,0009,國立中山大學,日間,學士班(含四技),1111,0,1057,...,95.14,本校各學系課程，均規劃有就學及升學就業進路，強調理論、應用、實務並重；本校各學系均設有7年學碩博育才實施辦法，鼓勵學士班優秀學生續留本校修讀碩、博士班，達到連續學習、縮短修業年限以快速培育高階人才的目的；為使學生有跨領域學習、自主學習機會，本校亦規劃有「西灣創新學院學士班」及「人文暨科技跨領域學士學位學程」，培育學生創業及跨領域解決問題的能力。  本校為鼓勵優秀弱勢學生入學，於個人申請管道設南星計畫，及設置西灣南星分組招生，優先錄取弱勢學生。為能扶助優秀弱勢學子能安心向學，設立「西灣圓夢助學金」，每學年核給三十名學生、每名新台幣十萬元整，以造福更多的偏鄉子弟進入本校就讀。本校並設有「乘風萬里・轉動人生」培育國際視野清寒獎助學金，鼓勵本校清寒學生赴海外參與各項國際活動，培育國際視野，以提升國際移動力及競爭優勢。
106,公立,一般大學,0009,國立中山大學,日間,博士班,141,2,112,...,80.58,博士班的教學以培養具有獨立研究能力的人才為目標，使畢業生均能在其研究領域中持續發展，成為國家學術研究的主力。為讓具有研究潛力之優質博士生，在校期間能專注研究、開發創意，貫徹執行高階人才躍升，積極為國家留住菁英並培養國際移動人才。自104學年度訂定菁英博士生入學獎助學金辦法，入學本校的全職博士生，經由系所提出申請後並審查核定者，每學期可獲獎助經費18萬元。
106,公立,一般大學,0009,國立中山大學,日間,碩士班,1297,12,1086,...,84.51,本校為一所人文與科技並重之精緻研究型大學，規模雖小但研究績效卓著，具備人才培育與學術研究的競爭優勢，不僅躋身全國重點研究型大學，也立足國際知名一流大學行列。本校各領域師資卓越，配合教師的專長及研究能量，能有效培育研究生升學及就業，本校碩士班招生分為碩士班甄試及碩士班考試，有意報考學生可依個人特色報考前述管道入學。
106,公立,一般大學,0009,國立中山大學,在職,碩士班,434,0,397,...,91.47,隨著國際化與自由化的競爭趨勢下，企業對高階管理的人才需求若渴，在此要件下，在職人士回校進修日益增加。  本校近年來以優異的學術表現榮獲教育部邁向頂尖教學大學計畫經費補助，是一所結合人文與科技的學習殿堂。  本校各領域師資卓越，在學術理論及實務經營上以專業、多元著稱，透過專業的課程設計與優異之師資為在職人士提供多面向的學習，使其於在職的事業開創另一高峰。
106,公立,一般大學,0012,國立臺灣海洋大學,日間,學士班(含四技),1300,0,1253,...,96.38,"本校歷史悠久，自1953年創校以來，已邁向第二甲子年，辦學一向績優，連續獲教育部「教學卓越計畫」及「邁向頂尖大學計畫」之肯定，為全球最具完整海洋特色且大學排名最前面之「國際化的頂尖海洋高等學府」。本校為卓越教學與特色研究兼具的海洋頂尖大學，連續3年獲天下Cheers專刊國內大學院校辦學績優學校「TOP20」；英國泰晤士報亞太地區大學排名國內第14名；「美國新聞與世界報導」國內最佳大學排名15名；連續12年獲教育部獎勵大學教學卓越計畫，共獲5億8千萬元；連續11年獲教育部國際一流大學及頂尖中心計畫五年五百億重點補助，共獲得6億9千萬元。設有「學碩士五年一貫學程」，學生最快可於五年內取得學士及碩士學位。新生入學最高可獲得300萬獎學金。馬祖校區三個學位學程(學系)，本校提供優秀入學獎助學金；在馬祖期間本校補助往返船票費用，且連江縣政府補助每名學生一年約15,000元生活費用。"
106,公立,一般大學,0012,國立臺灣海洋大學,日間,博士班,64,0,60,...,93.75,"本校歷史悠久，自1953年創校以來，已邁向第二甲子年，辦學一向績優，連續獲教育部「教學卓越計畫」及「邁向頂尖大學計畫」之肯定，為全球最具完整海洋特色且大學排名最前面之「國際化的頂尖海洋高等學府」。本校為卓越教學與特色研究兼具的海洋頂尖大學，連續3年獲天下Cheers專刊國內大學院校辦學績優學校「TOP20」；英國泰晤士報亞太地區大學排名國內第14名；「美國新聞與世界報導」國內最佳大學排名15名；連續12年獲教育部獎勵大學教學卓越計畫，共獲5億8千萬元；連續11年獲教育部國際一流大學及頂尖中心計畫五年五百億重點補助，共獲得6億9千萬元。本校具備優質的研究團隊，研究件數及金額均逐年成長，105年達1,159件，金額達81,490萬元。研究期刊每年平均達500篇以上。與國外97所學校機構合作成為姊妹校關係，並與日本、丹麥、法國及韓國等國家大學簽署雙聯學位學校。"
