學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),境外學位生數小計,境外學位生數男,境外學位生數女,境外學位生數之在學比率(%)
107,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,碩士班(日間),7,4,3,14.89
107,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,碩士班(日間),10,8,2,15.63
107,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,碩士班(日間),25,13,12,11.57
107,公立,一般大學,0003,國立臺灣大學,03212024,新聞研究所,碩士班(日間),15,6,9,16.48
107,公立,一般大學,0003,國立臺灣大學,03222025,圖書資訊學系,碩士班(日間),7,2,5,12.50
107,公立,一般大學,0003,國立臺灣大學,04131026,商學研究所,碩士班(日間),12,4,8,8.70
107,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,碩士班(日間),18,10,8,11.92
107,公立,一般大學,0003,國立臺灣大學,04212036,科際整合法律學研究所,碩士班(日間),3,1,2,1.79
107,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,碩士班(日間),8,3,5,12.12
107,公立,一般大學,0003,國立臺灣大學,05111040,植物科學研究所,碩士班(日間),3,1,2,4.29
107,公立,一般大學,0003,國立臺灣大學,05121045,生化科學研究所,碩士班(日間),6,4,2,11.32
107,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,碩士班(日間),4,1,3,3.77
107,公立,一般大學,0003,國立臺灣大學,05111041,昆蟲學系,碩士班(日間),3,1,2,12.00
107,公立,一般大學,0003,國立臺灣大學,05121044,生物科技研究所,碩士班(日間),5,3,2,21.74
107,公立,一般大學,0003,國立臺灣大學,05121046,分子與細胞生物學研究所,碩士班(日間),3,2,1,4.55
107,公立,一般大學,0003,國立臺灣大學,05121047,基因體與系統生物學學位學程,碩士班(日間),1,0,1,9.09
107,公立,一般大學,0003,國立臺灣大學,05311051,化學系,碩士班(日間),6,3,3,3.02
107,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,碩士班(日間),9,8,1,12.00
107,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,碩士班(日間),3,3,0,7.14
107,公立,一般大學,0003,國立臺灣大學,05332058,天文物理研究所,碩士班(日間),1,1,0,7.14
107,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,碩士班(日間),4,2,2,3.54
107,公立,一般大學,0003,國立臺灣大學,06131063,資訊網路與多媒體研究所,碩士班(日間),11,9,2,10.89
107,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,碩士班(日間),27,21,6,8.77
107,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,碩士班(日間),23,14,9,10.55
107,公立,一般大學,0003,國立臺灣大學,07111077,高分子科學與工程學研究所,碩士班(日間),3,3,0,4.84
107,公立,一般大學,0003,國立臺灣大學,07121080,環境工程學研究所,碩士班(日間),17,9,8,15.04
107,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,碩士班(日間),20,20,0,9.13
107,公立,一般大學,0003,國立臺灣大學,07141068,電信工程學研究所,碩士班(日間),7,6,1,2.53
107,公立,一般大學,0003,國立臺灣大學,07193081,生醫電子與資訊學研究所,碩士班(日間),8,4,4,7.14
107,公立,一般大學,0003,國立臺灣大學,07194071,應用力學研究所,碩士班(日間),2,2,0,1.18
107,公立,一般大學,0003,國立臺灣大學,08111087,農藝學系,碩士班(日間),3,2,1,5.00
107,公立,一般大學,0003,國立臺灣大學,08112089,動物科學技術學系,碩士班(日間),3,2,1,6.38
107,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,碩士班(日間),17,9,8,11.49
107,公立,一般大學,0003,國立臺灣大學,08191100,農業化學系,碩士班(日間),4,1,3,6.56
107,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,碩士班(日間),9,5,4,16.36
107,公立,一般大學,0003,國立臺灣大學,08211102,森林環境暨資源學系,碩士班(日間),6,2,4,5.04
107,公立,一般大學,0003,國立臺灣大學,08411104,獸醫學系,碩士班(日間),1,1,0,3.03
107,公立,一般大學,0003,國立臺灣大學,09121109,分子醫學研究所,碩士班(日間),3,2,1,10.00
107,公立,一般大學,0003,國立臺灣大學,09121110,免疫學研究所,碩士班(日間),1,0,1,3.57
107,公立,一般大學,0003,國立臺灣大學,09121114,解剖學暨細胞生物學研究所,碩士班(日間),1,0,1,5.26
107,公立,一般大學,0003,國立臺灣大學,09121130,藥理學研究所,碩士班(日間),4,0,4,10.26
107,公立,一般大學,0003,國立臺灣大學,09121142,腦與心智科學研究所,碩士班(日間),1,0,1,2.86
107,公立,一般大學,0003,國立臺灣大學,05123050,生物化學暨分子生物學研究所,碩士班(日間),4,1,3,6.45
107,公立,一般大學,0003,國立臺灣大學,05212043,生態學與演化生物學研究所,碩士班(日間),3,2,1,5.26
107,公立,一般大學,0003,國立臺灣大學,05321053,氣候變遷與永續發展國際碩士學位學程,碩士班(日間),2,0,2,6.90
107,公立,一般大學,0003,國立臺灣大學,05323057,海洋研究所,碩士班(日間),4,1,3,4.94
107,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,碩士班(日間),7,6,1,3.66
107,公立,一般大學,0003,國立臺灣大學,07112078,材料科學與工程學系,碩士班(日間),8,3,5,5.26
107,公立,一般大學,0003,國立臺灣大學,07141065,電子工程學研究所,碩士班(日間),20,17,3,5.17
107,公立,一般大學,0003,國立臺灣大學,07141066,光電工程學研究所,碩士班(日間),12,10,2,4.90
107,公立,一般大學,0003,國立臺灣大學,07151069,機械工程學系,碩士班(日間),24,21,3,5.73
107,公立,一般大學,0003,國立臺灣大學,07151072,生物產業機電工程學系,碩士班(日間),3,3,0,2.88
107,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,碩士班(日間),7,5,2,3.57
107,公立,一般大學,0003,國立臺灣大學,07191079,工業工程學研究所,碩士班(日間),3,3,0,4.29
107,公立,一般大學,0003,國立臺灣大學,07193083,醫學工程學研究所,碩士班(日間),14,8,6,12.17
107,公立,一般大學,0003,國立臺灣大學,07211099,食品科技研究所,碩士班(日間),21,7,14,19.81
107,公立,一般大學,0003,國立臺灣大學,07313086,建築與城鄉研究所,碩士班(日間),19,5,14,17.12
107,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,碩士班(日間),44,35,9,11.92
107,公立,一般大學,0003,國立臺灣大學,07321075,生物環境系統工程學系,碩士班(日間),4,3,1,5.71
107,公立,一般大學,0003,國立臺灣大學,08193096,農業經濟學系,碩士班(日間),17,13,4,23.61
107,公立,一般大學,0003,國立臺灣大學,08193098,生物產業傳播暨發展學系,碩士班(日間),8,0,8,22.86
107,公立,一般大學,0003,國立臺灣大學,08194095,植物醫學碩士學位學程,碩士班(日間),4,1,3,12.50
107,公立,一般大學,0003,國立臺灣大學,08311103,漁業科學研究所,碩士班(日間),7,5,2,21.88
107,公立,一般大學,0003,國立臺灣大學,09111138,臨床牙醫學研究所,碩士班(日間),4,2,2,5.33
107,公立,一般大學,0003,國立臺灣大學,09121048,微生物學研究所,碩士班(日間),2,1,1,2.60
107,公立,一般大學,0003,國立臺灣大學,09141136,醫學檢驗暨生物技術學系,碩士班(日間),4,1,3,6.78
107,公立,一般大學,0003,國立臺灣大學,09152133,職能治療學系,碩士班(日間),2,1,1,7.41
107,公立,一般大學,0003,國立臺灣大學,09161129,藥學系,碩士班(日間),5,3,2,10.42
107,公立,一般大學,0003,國立臺灣大學,09161131,臨床藥學研究所,碩士班(日間),1,0,1,5.00
107,公立,一般大學,0003,國立臺灣大學,09191122,公共衛生碩士學位學程,碩士班(日間),7,5,2,7.45
107,公立,一般大學,0003,國立臺灣大學,09191123,職業醫學與工業衛生研究所,碩士班(日間),3,1,2,7.32
107,公立,一般大學,0003,國立臺灣大學,09131134,護理學系,碩士班(日間),1,1,0,1.04
107,公立,一般大學,0003,國立臺灣大學,09151132,物理治療學系,碩士班(日間),5,0,5,13.51
107,公立,一般大學,0003,國立臺灣大學,09191127,健康政策與管理研究所,碩士班(日間),6,2,4,7.69
107,公立,一般大學,0003,國立臺灣大學,09199141,毒理學研究所,碩士班(日間),2,0,2,9.09
107,公立,一般大學,0003,國立臺灣大學,09191126,流行病學與預防醫學研究所,碩士班(日間),4,0,4,4.40
107,公立,一般大學,0003,國立臺灣大學,09191128,健康行為與社區科學研究所,碩士班(日間),2,2,0,9.52
107,公立,一般大學,0003,國立臺灣大學,09231144,社會工作學系,碩士班(日間),5,1,4,9.09
107,公立,一般大學,0004,國立臺灣師範大學,01111001,教育學系,學士班(日間),22,4,18,8.40
107,公立,一般大學,0004,國立臺灣師範大學,01113018,特殊教育學系,學士班(日間),16,0,16,8.89
107,公立,一般大學,0004,國立臺灣師範大學,01131004,公民教育與活動領導學系,學士班(日間),24,12,12,6.59
107,公立,一般大學,0004,國立臺灣師範大學,01131017,健康促進與衛生教育學系,學士班(日間),16,7,9,9.52
107,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,學士班(日間),29,22,7,10.36
107,公立,一般大學,0004,國立臺灣師範大學,01199022,科技應用與人力資源發展學系,學士班(日間),10,6,4,4.48
107,公立,一般大學,0004,國立臺灣師範大學,02311033,英語學系,學士班(日間),30,8,22,8.93
107,公立,一般大學,0004,國立臺灣師範大學,02313005,華語文教學系,學士班(日間),266,70,196,60.05
107,公立,一般大學,0004,國立臺灣師範大學,02321028,臺灣語文學系,學士班(日間),15,7,8,15.46
107,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,學士班(日間),49,19,30,10.00
107,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,學士班(日間),23,9,14,11.98
107,公立,一般大學,0004,國立臺灣師範大學,03142041,地理學系,學士班(日間),27,15,12,8.41
107,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,學士班(日間),46,24,22,22.12
107,公立,一般大學,0004,國立臺灣師範大學,03214050,圖文傳播學系,學士班(日間),17,6,11,8.90
107,公立,一般大學,0004,國立臺灣師範大學,04131051,企業管理學系,學士班(日間),49,17,32,20.42
107,公立,一般大學,0004,國立臺灣師範大學,05321060,地球科學系,學士班(日間),12,7,5,7.64
107,公立,一般大學,0004,國立臺灣師範大學,05331061,物理學系,學士班(日間),7,6,1,2.72
107,公立,一般大學,0004,國立臺灣師範大學,05411062,數學系,學士班(日間),16,12,4,4.24
107,公立,一般大學,0004,國立臺灣師範大學,06131065,資訊工程學系,學士班(日間),11,9,2,5.47
107,公立,一般大學,0004,國立臺灣師範大學,07141063,電機工程學系,學士班(日間),11,8,3,5.88
107,公立,一般大學,0004,國立臺灣師範大學,01111001,教育學系,博士班,5,2,3,6.10
107,公立,一般大學,0004,國立臺灣師範大學,01113018,特殊教育學系,博士班,4,1,3,9.30
107,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,博士班,3,1,2,6.82
107,公立,一般大學,0004,國立臺灣師範大學,01141017,健康促進與衛生教育學系,博士班,2,0,2,4.44
107,公立,一般大學,0004,國立臺灣師範大學,02112037,設計學系,博士班,5,1,4,27.78
107,公立,一般大學,0004,國立臺灣師範大學,02151024,音樂學系,博士班,2,0,2,6.06
107,公立,一般大學,0004,國立臺灣師範大學,01131009,社會教育學系,學士班(日間),11,3,8,4.66
107,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,學士班(日間),35,1,34,9.26
107,公立,一般大學,0004,國立臺灣師範大學,02112037,設計學系,學士班(日間),12,4,8,7.23
107,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,學士班(日間),22,8,14,11.96
107,公立,一般大學,0004,國立臺灣師範大學,02151024,音樂學系,學士班(日間),21,9,12,7.42
107,公立,一般大學,0004,國立臺灣師範大學,02152027,表演藝術學士學位學程,學士班(日間),2,1,1,4.00
107,公立,一般大學,0004,國立臺灣師範大學,02221035,歷史學系,學士班(日間),23,16,7,8.88
107,公立,一般大學,0004,國立臺灣師範大學,05111056,生命科學系,學士班(日間),16,9,7,6.78
107,公立,一般大學,0004,國立臺灣師範大學,05311059,化學系,學士班(日間),15,8,7,4.60
107,公立,一般大學,0004,國立臺灣師範大學,10141074,運動競技學系,學士班(日間),6,4,2,2.08
107,公立,一般大學,0004,國立臺灣師範大學,01115002,課程與教學研究所,博士班,5,1,4,12.20
107,公立,一般大學,0004,國立臺灣師範大學,01115006,科學教育研究所,博士班,3,2,1,7.50
107,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,博士班,8,4,4,7.14
107,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,博士班,12,4,8,10.53
107,公立,一般大學,0004,國立臺灣師範大學,02313005,華語文教學系,博士班,13,2,11,37.14
107,公立,一般大學,0004,國立臺灣師範大學,02321028,臺灣語文學系,博士班,1,0,1,4.17
107,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,博士班,15,5,10,20.27
107,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,博士班,4,1,3,5.80
107,公立,一般大學,0004,國立臺灣師範大學,05111057,生物多樣性國際研究生博士學位學程,博士班,30,20,10,75.00
107,公立,一般大學,0004,國立臺灣師範大學,05321060,地球科學系,博士班,2,0,2,9.09
107,公立,一般大學,0004,國立臺灣師範大學,05411062,數學系,博士班,7,6,1,36.84
107,公立,一般大學,0004,國立臺灣師範大學,06131065,資訊工程學系,博士班,2,2,0,12.50
107,公立,一般大學,0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,博士班,6,3,3,25.00
107,公立,一般大學,0004,國立臺灣師範大學,01111001,教育學系,碩士班(日間),13,1,12,15.66
107,公立,一般大學,0004,國立臺灣師範大學,01113018,特殊教育學系,碩士班(日間),7,0,7,11.86
107,公立,一般大學,0004,國立臺灣師範大學,01115002,課程與教學研究所,碩士班(日間),9,2,7,16.67
107,公立,一般大學,0004,國立臺灣師範大學,01115006,科學教育研究所,碩士班(日間),1,1,0,1.39
107,公立,一般大學,0004,國立臺灣師範大學,02221035,歷史學系,博士班,3,0,3,10.71
107,公立,一般大學,0004,國立臺灣師範大學,02311033,英語學系,博士班,8,6,2,18.60
107,公立,一般大學,0004,國立臺灣師範大學,02312034,翻譯研究所,博士班,8,5,3,28.57
107,公立,一般大學,0004,國立臺灣師範大學,03121039,政治學研究所,博士班,1,0,1,6.67
107,公立,一般大學,0004,國立臺灣師範大學,03142041,地理學系,博士班,2,0,2,7.14
107,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,博士班,2,1,1,28.57
107,公立,一般大學,0004,國立臺灣師範大學,03222049,圖書資訊學研究所,博士班,2,1,1,14.29
107,公立,一般大學,0004,國立臺灣師範大學,05311059,化學系,博士班,6,4,2,20.69
107,公立,一般大學,0004,國立臺灣師範大學,05331061,物理學系,博士班,8,5,3,22.86
107,公立,一般大學,0004,國立臺灣師範大學,07141063,電機工程學系,博士班,1,1,0,25.00
107,公立,一般大學,0004,國立臺灣師範大學,07141064,光電科技研究所,博士班,3,2,1,27.27
107,公立,一般大學,0004,國立臺灣師範大學,01114019,教育政策與行政研究所,碩士班(日間),1,1,0,2.13
107,公立,一般大學,0004,國立臺灣師範大學,01131009,社會教育學系,碩士班(日間),4,2,2,5.56
107,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,碩士班(日間),12,0,12,13.19
107,公立,一般大學,0004,國立臺灣師範大學,02112037,設計學系,碩士班(日間),10,4,6,10.99
107,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,碩士班(日間),8,1,7,6.45
107,公立,一般大學,0004,國立臺灣師範大學,02191026,藝術史研究所,碩士班(日間),6,2,4,14.29
107,公立,一般大學,0004,國立臺灣師範大學,02221035,歷史學系,碩士班(日間),13,9,4,13.54
107,公立,一般大學,0004,國立臺灣師範大學,02221036,臺灣史研究所,碩士班(日間),12,4,8,22.64
107,公立,一般大學,0004,國立臺灣師範大學,02311033,英語學系,碩士班(日間),6,2,4,4.80
107,公立,一般大學,0004,國立臺灣師範大學,02312034,翻譯研究所,碩士班(日間),21,10,11,25.30
107,公立,一般大學,0004,國立臺灣師範大學,03121039,政治學研究所,碩士班(日間),1,0,1,50.00
107,公立,一般大學,0004,國立臺灣師範大學,03142041,地理學系,碩士班(日間),1,1,0,1.56
107,公立,一般大學,0004,國立臺灣師範大學,03211048,大眾傳播研究所,碩士班(日間),15,7,8,15.79
107,公立,一般大學,0004,國立臺灣師範大學,03222049,圖書資訊學研究所,碩士班(日間),2,1,1,3.57
107,公立,一般大學,0004,國立臺灣師範大學,04131047,全球經營與策略研究所,碩士班(日間),15,7,8,25.86
107,公立,一般大學,0004,國立臺灣師範大學,04191054,國際人力資源發展研究所,碩士班(日間),35,8,27,47.95
107,公立,一般大學,0004,國立臺灣師範大學,05111056,生命科學系,碩士班(日間),4,1,3,4.30
107,公立,一般大學,0004,國立臺灣師範大學,07141064,光電科技研究所,碩士班(日間),2,1,1,3.57
107,公立,一般大學,0004,國立臺灣師範大學,10141074,運動競技學系,碩士班(日間),5,5,0,6.33
107,公立,一般大學,0004,國立臺灣師範大學,01131004,公民教育與活動領導學系,碩士班(日間),2,1,1,2.30
107,公立,一般大學,0004,國立臺灣師範大學,01131017,健康促進與衛生教育學系,碩士班(日間),3,0,3,5.08
107,公立,一般大學,0004,國立臺灣師範大學,01141013,環境教育研究所,碩士班(日間),4,1,3,6.45
107,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,碩士班(日間),9,6,3,7.32
107,公立,一般大學,0004,國立臺灣師範大學,01199022,科技應用與人力資源發展學系,碩士班(日間),3,2,1,3.57
107,公立,一般大學,0004,國立臺灣師範大學,02151024,音樂學系,碩士班(日間),5,2,3,4.42
107,公立,一般大學,0004,國立臺灣師範大學,02151025,民族音樂研究所,碩士班(日間),2,1,1,3.33
107,公立,一般大學,0004,國立臺灣師範大學,02152027,表演藝術研究所,碩士班(日間),6,3,3,6.74
107,公立,一般大學,0004,國立臺灣師範大學,02299045,歐洲文化與觀光研究所,碩士班(日間),2,0,2,4.88
107,公立,一般大學,0004,國立臺灣師範大學,02313005,華語文教學系,碩士班(日間),57,13,44,33.73
107,公立,一般大學,0004,國立臺灣師範大學,02321028,臺灣語文學系,碩士班(日間),6,3,3,12.50
107,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,碩士班(日間),19,8,11,16.38
107,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,碩士班(日間),15,4,11,11.90
107,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,碩士班(日間),10,6,4,13.33
107,公立,一般大學,0004,國立臺灣師範大學,03214050,圖文傳播學系,碩士班(日間),3,1,2,4.35
107,公立,一般大學,0004,國立臺灣師範大學,04131052,管理研究所,碩士班(日間),22,10,12,30.14
107,公立,一般大學,0004,國立臺灣師範大學,05321060,地球科學系,碩士班(日間),8,3,5,12.50
107,公立,一般大學,0004,國立臺灣師範大學,05331061,物理學系,碩士班(日間),9,8,1,11.84
107,公立,一般大學,0004,國立臺灣師範大學,05411062,數學系,碩士班(日間),3,1,2,4.11
107,公立,一般大學,0004,國立臺灣師範大學,06131065,資訊工程學系,碩士班(日間),2,1,1,1.29
107,公立,一般大學,0004,國立臺灣師範大學,07141063,電機工程學系,碩士班(日間),2,2,0,2.47
107,公立,一般大學,0004,國立臺灣師範大學,07151068,機電工程學系,碩士班(日間),1,1,0,1.89
107,公立,一般大學,0004,國立臺灣師範大學,09231071,社會工作學研究所,碩士班(日間),4,2,2,5.63
107,公立,一般大學,0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,碩士班(日間),13,7,6,12.87
107,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,學士班(日間),17,8,9,8.63
107,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,學士班(日間),4,1,3,2.21
107,公立,一般大學,0005,國立成功大學,03121115,政治學系,學士班(日間),17,12,5,7.59
107,公立,一般大學,0005,國立成功大學,03131117,心理學系,學士班(日間),36,13,23,13.19
107,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,學士班(日間),21,7,14,8.37
107,公立,一般大學,0005,國立成功大學,04199057,工業與資訊管理學系,學士班(日間),16,11,5,6.96
107,公立,一般大學,0005,國立成功大學,04211001,法律學系,學士班(日間),8,5,3,2.87
107,公立,一般大學,0005,國立成功大學,02221110,歷史學系,學士班(日間),22,12,10,8.84
107,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,學士班(日間),22,4,18,8.46
107,公立,一般大學,0005,國立成功大學,02322107,中國文學系,學士班(日間),26,6,20,10.57
107,公立,一般大學,0005,國立成功大學,03111114,經濟學系,學士班(日間),21,11,10,8.17
107,公立,一般大學,0005,國立成功大學,04111120,會計學系,學士班(日間),14,4,10,5.11
107,公立,一般大學,0005,國立成功大學,05111003,生命科學系,學士班(日間),13,8,5,6.67
107,公立,一般大學,0005,國立成功大學,05121008,生物科技與產業科學系,學士班(日間),42,26,16,26.25
107,公立,一般大學,0005,國立成功大學,05321019,地球科學系,學士班(日間),7,6,1,4.43
107,公立,一般大學,0005,國立成功大學,05331021,物理學系,學士班(日間),10,9,1,4.90
107,公立,一般大學,0005,國立成功大學,05421029,統計學系,學士班(日間),12,5,7,5.26
107,公立,一般大學,0005,國立成功大學,07112063,材料科學及工程學系,學士班(日間),24,16,8,7.29
107,公立,一般大學,0005,國立成功大學,07141035,光電科學與工程學系,學士班(日間),9,8,1,4.71
107,公立,一般大學,0005,國立成功大學,07141071,工程科學系,學士班(日間),13,12,1,4.98
107,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,學士班(日間),50,45,5,7.91
107,公立,一般大學,0005,國立成功大學,07162043,航空太空工程學系,學士班(日間),37,30,7,14.74
107,公立,一般大學,0005,國立成功大學,07241064,資源工程學系,學士班(日間),10,7,3,5.29
107,公立,一般大學,0005,國立成功大學,09121077,醫學系,學士班(日間),27,11,16,4.75
107,公立,一般大學,0005,國立成功大學,09151082,物理治療學系,學士班(日間),15,9,6,9.87
107,公立,一般大學,0005,國立成功大學,09161086,藥學系,學士班(日間),9,2,7,6.16
107,公立,一般大學,0005,國立成功大學,02122112,創意產業設計研究所,博士班,15,4,11,48.39
107,公立,一般大學,0005,國立成功大學,03131129,心智科學原理與應用國際博士學位學程,博士班,2,1,1,50.00
107,公立,一般大學,0005,國立成功大學,04131124,國際企業研究所,博士班,9,5,4,75.00
107,公立,一般大學,0005,國立成功大學,04131125,國際經營管理研究所(IMBA),博士班,9,5,4,90.00
107,公立,一般大學,0005,國立成功大學,04199024,海洋科技與事務研究所,博士班,1,0,1,4.76
107,公立,一般大學,0005,國立成功大學,04199057,工業與資訊管理學系,博士班,3,3,0,15.79
107,公立,一般大學,0005,國立成功大學,04212001,法律學系,博士班,7,4,3,25.00
107,公立,一般大學,0005,國立成功大學,05121008,生物科技與產業科學系,博士班,3,1,2,16.67
107,公立,一般大學,0005,國立成功大學,05321019,地球科學系,博士班,2,1,1,16.67
107,公立,一般大學,0005,國立成功大學,06131030,資訊管理研究所,博士班,2,0,2,14.29
107,公立,一般大學,0005,國立成功大學,05311017,化學系,學士班(日間),9,5,4,3.88
107,公立,一般大學,0005,國立成功大學,05411027,數學系,學士班(日間),12,9,3,5.66
107,公立,一般大學,0005,國立成功大學,06131036,資訊工程學系,學士班(日間),35,27,8,7.32
107,公立,一般大學,0005,國立成功大學,07111050,化學工程學系,學士班(日間),31,16,15,5.54
107,公立,一般大學,0005,國立成功大學,07121070,環境工程學系,學士班(日間),15,7,8,6.94
107,公立,一般大學,0005,國立成功大學,07122026,水利及海洋工程學系,學士班(日間),10,8,2,5.00
107,公立,一般大學,0005,國立成功大學,07132074,能源國際學士學位學程,學士班(日間),48,37,11,40.68
107,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,學士班(日間),43,39,4,6.69
107,公立,一般大學,0005,國立成功大學,07163044,系統及船舶機電工程學系,學士班(日間),7,6,1,3.41
107,公立,一般大學,0005,國立成功大學,07193061,生物醫學工程學系,學士班(日間),4,2,2,3.05
107,公立,一般大學,0005,國立成功大學,07311075,建築學系,學士班(日間),15,7,8,5.08
107,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,學士班(日間),15,9,6,8.24
107,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,學士班(日間),51,41,10,11.33
107,公立,一般大學,0005,國立成功大學,07322067,測量及空間資訊學系,學士班(日間),8,3,5,4.00
107,公立,一般大學,0005,國立成功大學,09131090,護理學系,學士班(日間),4,1,3,2.67
107,公立,一般大學,0005,國立成功大學,09141094,醫學檢驗生物技術學系,學士班(日間),6,2,4,4.05
107,公立,一般大學,0005,國立成功大學,09152089,職能治療學系,學士班(日間),9,5,4,7.20
107,公立,一般大學,0005,國立成功大學,10411098,交通管理科學系,學士班(日間),10,6,4,4.46
107,公立,一般大學,0005,國立成功大學,01111103,教育研究所,博士班,3,0,3,10.71
107,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,博士班,12,7,5,21.05
107,公立,一般大學,0005,國立成功大學,02221110,歷史學系,博士班,7,3,4,24.14
107,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,博士班,5,3,2,33.33
107,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,博士班,3,1,2,15.79
107,公立,一般大學,0005,國立成功大學,02322107,中國文學系,博士班,8,4,4,18.60
107,公立,一般大學,0005,國立成功大學,03121115,政治學系政治經濟學博士班,博士班,12,7,5,46.15
107,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,博士班,1,0,1,10.00
107,公立,一般大學,0005,國立成功大學,05111003,生命科學系,博士班,3,1,2,13.64
107,公立,一般大學,0005,國立成功大學,05199016,跨領域神經科學國際博士學位學程,博士班,10,9,1,55.56
107,公立,一般大學,0005,國立成功大學,05311017,化學系,博士班,4,3,1,25.00
107,公立,一般大學,0005,國立成功大學,05331021,物理學系,博士班,5,3,2,14.71
107,公立,一般大學,0005,國立成功大學,05421029,統計學系,博士班,1,0,1,14.29
107,公立,一般大學,0005,國立成功大學,06131037,電腦與通信工程研究所,博士班,3,3,0,8.33
107,公立,一般大學,0005,國立成功大學,07121070,環境工程學系,博士班,9,7,2,42.86
107,公立,一般大學,0005,國立成功大學,07122026,水利及海洋工程學系,博士班,7,5,2,18.92
107,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,博士班,11,6,5,9.02
107,公立,一般大學,0005,國立成功大學,07141033,微電子工程研究所,博士班,7,7,0,15.22
107,公立,一般大學,0005,國立成功大學,07141041,製造資訊與系統研究所,博士班,4,2,2,13.79
107,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,博士班,20,18,2,33.33
107,公立,一般大學,0005,國立成功大學,07163044,系統及船舶機電工程學系,博士班,1,1,0,7.69
107,公立,一般大學,0005,國立成功大學,07311075,建築學系,博士班,11,9,2,18.64
107,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,博士班,11,8,3,29.73
107,公立,一般大學,0005,國立成功大學,07322067,測量及空間資訊學系,博士班,14,14,0,41.18
107,公立,一般大學,0005,國立成功大學,09121078,臨床醫學研究所,博士班,2,2,0,2.86
107,公立,一般大學,0005,國立成功大學,09131090,護理學系國際博士班,博士班,17,6,11,35.42
107,公立,一般大學,0005,國立成功大學,09159091,健康照護科學研究所,博士班,1,1,0,3.57
107,公立,一般大學,0005,國立成功大學,09191085,環境醫學研究所,博士班,3,3,0,14.29
107,公立,一般大學,0005,國立成功大學,02122112,創意產業設計研究所,碩士班(日間),18,4,14,38.30
107,公立,一般大學,0005,國立成功大學,02152051,戲劇碩士學位學程,碩士班(日間),2,1,1,15.38
107,公立,一般大學,0005,國立成功大學,02222111,考古學研究所,碩士班(日間),1,0,1,2.94
107,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,碩士班(日間),6,0,6,14.63
