學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),僑生小計,僑生男,僑生女,港澳生小計,港澳生男,港澳生女,僑生及港澳生數之在學比率(%)
107,公立,一般大學,0039,國立臺中教育大學,01131011,數學教育學系,碩士班(日間),1,0,1,0,0,0,3.85
107,公立,一般大學,0039,國立臺中教育大學,02131029,美術學系,碩士班(日間),1,1,0,0,0,0,2.17
107,公立,一般大學,0039,國立臺中教育大學,06131042,資訊工程學系,碩士班(日間),0,0,0,1,1,0,2.56
107,公立,一般大學,0039,國立臺中教育大學,01111001,教育學系,學士班(日間),3,0,3,1,1,0,2.38
107,公立,一般大學,0039,國立臺中教育大學,01113022,特殊教育學系,學士班(日間),5,0,5,7,1,6,5.91
107,公立,一般大學,0039,國立臺中教育大學,01121021,幼兒教育學系,學士班(日間),7,0,7,18,1,17,11.90
107,公立,一般大學,0039,國立臺中教育大學,01131006,語文教育學系,學士班(日間),3,0,3,1,0,1,1.96
107,公立,一般大學,0039,國立臺中教育大學,01131011,數學教育學系,學士班(日間),1,0,1,5,2,3,3.21
107,公立,一般大學,0039,國立臺中教育大學,01131019,體育學系,學士班(日間),1,1,0,5,5,0,2.96
107,公立,一般大學,0039,國立臺中教育大學,02122034,文化創意產業設計與營運學系,學士班(日間),5,2,3,3,1,2,4.40
107,公立,一般大學,0039,國立臺中教育大學,02131029,美術學系,學士班(日間),6,4,2,4,1,3,5.41
107,公立,一般大學,0039,國立臺中教育大學,02151030,音樂學系,學士班(日間),8,3,5,8,3,5,9.09
107,公立,一般大學,0039,國立臺中教育大學,02311032,英語學系,學士班(日間),1,0,1,1,0,1,0.96
107,公立,一般大學,0039,國立臺中教育大學,03131035,諮商與應用心理學系,學士班(日間),5,3,2,7,5,2,6.38
107,公立,一般大學,0039,國立臺中教育大學,03199037,區域與社會發展學系,學士班(日間),4,0,4,1,1,0,2.58
107,公立,一般大學,0039,國立臺中教育大學,04131039,國際企業學系,學士班(日間),52,24,28,4,2,2,23.53
107,公立,一般大學,0039,國立臺中教育大學,06131042,資訊工程學系,學士班(日間),1,1,0,0,0,0,0.52
107,公立,一般大學,0039,國立臺中教育大學,04131034,文化創意產業設計與營運學系事業經營管理碩士班,碩士班(日間),1,1,0,0,0,0,2.70
107,公立,技專校院,0042,國立澎湖科技大學,02311001,應用外語系,學士班(日間),1,1,0,0,0,0,0.68
107,公立,技專校院,0042,國立澎湖科技大學,04132002,行銷與物流管理系,學士班(日間),1,1,0,1,1,0,1.03
107,公立,技專校院,0042,國立澎湖科技大學,06131004,資訊管理系,學士班(日間),1,0,1,0,0,0,0.51
107,公立,技專校院,0042,國立澎湖科技大學,07141007,資訊工程系,學士班(日間),1,1,0,0,0,0,0.49
107,公立,技專校院,0042,國立澎湖科技大學,10131014,餐旅管理系,學士班(日間),9,4,5,2,2,0,4.98
107,公立,技專校院,0042,國立澎湖科技大學,10151016,觀光休閒系,學士班(日間),0,0,0,1,1,0,0.24
107,公立,技專校院,0042,國立澎湖科技大學,10152022,海洋遊憩系,學士班(日間),1,1,0,1,1,0,1.06
107,公立,技專校院,0042,國立澎湖科技大學,10412025,航運管理系,學士班(日間),3,2,1,2,1,1,2.25
107,公立,技專校院,0043,國立勤益科技大學,02299005,文化創意事業系,學士班(日間),0,0,0,3,1,2,1.41
107,公立,技專校院,0043,國立勤益科技大學,06131010,資訊管理系,學士班(日間),0,0,0,1,1,0,0.26
107,公立,技專校院,0043,國立勤益科技大學,07151016,機械工程系,學士班(日間),4,4,0,2,2,0,0.83
107,公立,技專校院,0043,國立勤益科技大學,07191022,工業工程與管理系,學士班(日間),2,2,0,0,0,0,0.26
107,公立,技專校院,0043,國立勤益科技大學,10151032,休閒產業管理系,學士班(日間),2,0,2,2,1,1,1.79
107,公立,技專校院,0043,國立勤益科技大學,02311001,應用英語系,學士班(日間),3,1,2,1,1,0,1.78
107,公立,技專校院,0043,國立勤益科技大學,04131002,企業管理系,學士班(日間),2,2,0,4,3,1,1.33
107,公立,技專校院,0043,國立勤益科技大學,04132003,流通管理系,學士班(日間),1,1,0,2,2,0,0.73
107,公立,技專校院,0043,國立勤益科技大學,06131013,資訊工程系,學士班(日間),3,3,0,5,5,0,1.41
107,公立,技專校院,0043,國立勤益科技大學,07141012,電子工程系,學士班(日間),4,4,0,5,4,1,1.39
107,公立,技專校院,0043,國立勤益科技大學,06131010,資訊管理系,碩士班(日間),1,1,0,0,0,0,11.11
107,公立,一般大學,0044,國立體育大學,10141006,陸上運動技術學系,學士班(日間),0,0,0,2,1,1,0.89
107,公立,一般大學,0044,國立體育大學,10152015,休閒產業經營學系,學士班(日間),8,7,1,4,4,0,5.02
107,公立,一般大學,0044,國立體育大學,10152016,體育推廣學系,學士班(日間),3,3,0,8,6,2,3.65
107,公立,一般大學,0044,國立體育大學,10152017,適應體育學系,學士班(日間),0,0,0,4,4,0,1.87
107,公立,一般大學,0044,國立體育大學,10141008,競技與教練科學研究所,碩士班(日間),0,0,0,5,3,2,5.38
107,公立,一般大學,0044,國立體育大學,10142010,運動科學研究所,碩士班(日間),0,0,0,1,1,0,3.03
107,公立,一般大學,0044,國立體育大學,10152014,運動保健學系,碩士班(日間),1,1,0,5,3,2,12.77
107,公立,一般大學,0044,國立體育大學,10152020,國際體育事務碩士學位學程,碩士班(日間),0,0,0,2,1,1,14.29
107,公立,一般大學,0044,國立體育大學,10141005,球類運動技術學系,學士班(日間),1,1,0,1,1,0,0.80
107,公立,一般大學,0044,國立體育大學,10152014,運動保健學系,學士班(日間),3,3,0,6,3,3,3.80
107,公立,一般大學,0044,國立體育大學,10141008,競技與教練科學研究所,博士班,0,0,0,1,0,1,1.64
107,公立,一般大學,0044,國立體育大學,10152021,國際運動管理與創新博士學位學程,博士班,1,1,0,0,0,0,7.69
107,公立,一般大學,0044,國立體育大學,01141001,體育研究所,碩士班(日間),1,0,1,1,1,0,5.00
107,公立,一般大學,0044,國立體育大學,10152015,休閒產業經營學系,碩士班(日間),1,0,1,0,0,0,2.27
107,公立,技專校院,0046,國立臺北護理健康大學,03131002,生死與健康心理諮商系,學士班(日間),5,2,3,5,3,2,4.59
107,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系,學士班(日間),10,2,8,8,3,5,2.18
107,公立,技專校院,0046,國立臺北護理健康大學,09199015,高齡健康照護系,學士班(日間),2,0,2,1,1,0,3.45
107,公立,技專校院,0046,國立臺北護理健康大學,09221014,嬰幼兒保育系,學士班(日間),16,0,16,6,0,6,5.80
107,公立,技專校院,0046,國立臺北護理健康大學,10151018,休閒產業與健康促進系,學士班(日間),7,2,5,1,1,0,5.52
107,公立,技專校院,0046,國立臺北護理健康大學,01121020,國際蒙特梭利碩士專班,碩士班(日間),0,0,0,8,0,8,66.67
107,公立,技專校院,0046,國立臺北護理健康大學,09153007,語言治療與聽力學系,碩士班(日間),0,0,0,5,3,2,8.77
107,公立,技專校院,0046,國立臺北護理健康大學,10151018,休閒產業與健康促進系旅遊健康碩士班,碩士班(日間),2,1,1,0,0,0,8.00
107,公立,技專校院,0046,國立臺北護理健康大學,04133004,健康事業管理系,學士班(日間),11,1,10,5,4,1,3.35
107,公立,技專校院,0046,國立臺北護理健康大學,09153007,語言治療與聽力學系,學士班(日間),1,0,1,9,1,8,5.32
107,公立,技專校院,0046,國立臺北護理健康大學,10142017,運動保健系,學士班(日間),1,1,0,7,5,2,3.05
107,公立,技專校院,0046,國立臺北護理健康大學,03131002,生死與健康心理諮商系,碩士班(日間),1,0,1,1,1,0,3.39
107,公立,技專校院,0046,國立臺北護理健康大學,09211013,長期照護系,碩士班(日間),1,1,0,1,1,0,4.00
107,公立,技專校院,0047,國立高雄餐旅大學,02311002,應用英語系,學士班(日間),6,2,4,4,1,3,5.32
107,公立,技專校院,0047,國立高雄餐旅大學,10131030,餐飲管理系,學士班(日間),15,4,11,7,6,1,4.29
107,公立,技專校院,0047,國立高雄餐旅大學,10151015,旅運管理系,學士班(日間),7,1,6,5,2,3,5.77
107,公立,技專校院,0047,國立高雄餐旅大學,10499019,航空暨運輸服務管理系,學士班(日間),3,2,1,3,0,3,2.93
107,公立,技專校院,0047,國立高雄餐旅大學,10131009,國際廚藝學士學位學程,學士班(日間),20,4,16,0,0,0,19.80
107,公立,技專校院,0047,國立高雄餐旅大學,10151013,休閒暨遊憩管理系,學士班(日間),16,7,9,5,3,2,5.95
107,公立,技專校院,0047,國立高雄餐旅大學,10151016,國際觀光學士學位學程,學士班(日間),13,5,8,2,1,1,10.71
107,公立,技專校院,0047,國立高雄餐旅大學,10131011,飲食文化暨餐飲創新研究所,碩士班(日間),2,0,2,0,0,0,2.82
107,公立,技專校院,0047,國立高雄餐旅大學,04199010,餐旅暨會展行銷管理系,學士班(日間),8,3,5,4,1,3,6.03
107,公立,技專校院,0047,國立高雄餐旅大學,10131004,旅館管理系,學士班(日間),19,3,16,4,1,3,4.06
107,公立,技專校院,0047,國立高雄餐旅大學,10131005,中餐廚藝系,學士班(日間),7,4,3,2,2,0,5.06
107,公立,技專校院,0047,國立高雄餐旅大學,10131006,西餐廚藝系,學士班(日間),7,4,3,5,3,2,6.38
107,公立,技專校院,0047,國立高雄餐旅大學,10131007,烘焙管理系,學士班(日間),13,5,8,4,1,3,7.49
107,公立,一般大學,0048,國立金門大學,02311002,應用英語學系,學士班(日間),0,0,0,1,1,0,0.34
107,公立,一般大學,0048,國立金門大學,07191025,工業工程與管理學系,學士班(日間),0,0,0,1,1,0,0.73
107,公立,一般大學,0048,國立金門大學,07211029,食品科學系,學士班(日間),3,2,1,1,1,0,2.70
107,公立,一般大學,0048,國立金門大學,09231033,社會工作學系,學士班(日間),0,0,0,3,1,2,1.82
107,公立,一般大學,0048,國立金門大學,10152036,運動與休閒學系,碩士班(日間),1,1,0,0,0,0,5.56
107,公立,一般大學,0048,國立金門大學,07311026,建築學系,學士班(日間),3,1,2,2,2,0,2.44
107,公立,一般大學,0048,國立金門大學,09131031,護理學系,學士班(日間),0,0,0,1,0,1,0.67
107,公立,一般大學,0048,國立金門大學,09191032,長期照護學系,學士班(日間),0,0,0,2,0,2,1.38
107,公立,一般大學,0048,國立金門大學,10151034,觀光管理學系,學士班(日間),9,4,5,2,2,0,5.34
107,公立,一般大學,0048,國立金門大學,10152036,運動與休閒學系,學士班(日間),6,5,1,2,2,0,4.55
107,公立,一般大學,0048,國立金門大學,06131041,理工學院資訊科技與應用碩士班,碩士班(日間),1,1,0,0,0,0,6.67
107,公立,一般大學,0048,國立金門大學,02322001,華語文學系,學士班(日間),2,1,1,1,0,1,2.05
107,公立,一般大學,0048,國立金門大學,03121006,國際暨大陸事務學系,學士班(日間),0,0,0,3,2,1,1.92
107,公立,一般大學,0048,國立金門大學,04131009,企業管理學系,學士班(日間),4,1,3,3,1,2,2.15
107,公立,一般大學,0048,國立金門大學,04212013,海洋與邊境管理學系,學士班(日間),1,1,0,0,0,0,0.64
107,公立,一般大學,0049,國立臺灣體育運動大學,02152002,舞蹈學系,學士班(日間),1,0,1,6,0,6,3.63
107,公立,一般大學,0049,國立臺灣體育運動大學,10141003,競技運動學系,學士班(日間),1,0,1,8,6,2,3.95
107,公立,一般大學,0049,國立臺灣體育運動大學,10141004,球類運動學系,學士班(日間),6,3,3,4,3,1,2.26
107,公立,一般大學,0049,國立臺灣體育運動大學,10152007,休閒運動學系,學士班(日間),3,3,0,3,2,1,2.67
107,公立,一般大學,0049,國立臺灣體育運動大學,01141001,體育學系,學士班(日間),3,3,0,15,12,3,4.00
107,公立,一般大學,0049,國立臺灣體育運動大學,10141005,技擊運動學系,學士班(日間),1,1,0,1,1,0,0.94
107,公立,一般大學,0049,國立臺灣體育運動大學,10142006,運動健康科學學系,學士班(日間),2,1,1,6,5,1,3.81
107,公立,一般大學,0049,國立臺灣體育運動大學,10152010,運動事業管理學系,學士班(日間),7,7,0,5,5,0,5.29
107,公立,一般大學,0049,國立臺灣體育運動大學,10152012,運動資訊與傳播學系,學士班(日間),8,5,3,3,1,2,5.76
107,公立,一般大學,0049,國立臺灣體育運動大學,10141003,競技運動學系,碩士班(日間),0,0,0,1,1,0,1.69
107,公立,一般大學,0049,國立臺灣體育運動大學,10142006,運動健康科學學系,碩士班(日間),0,0,0,1,0,1,4.00
107,公立,一般大學,0049,國立臺灣體育運動大學,10152008,休閒運動管理研究所,碩士班(日間),1,0,1,0,0,0,2.33
107,公立,技專校院,0050,國立臺中科技大學,02123006,商業設計系,學士班(日間),6,2,4,10,5,5,4.91
107,公立,技專校院,0050,國立臺中科技大學,02311004,應用日語系,學士班(日間),9,3,6,4,3,1,5.75
107,公立,技專校院,0050,國立臺中科技大學,02322001,應用中文系,學士班(日間),6,1,5,0,0,0,3.11
107,公立,技專校院,0050,國立臺中科技大學,04111012,會計資訊系,學士班(日間),1,0,1,1,1,0,0.51
107,公立,技專校院,0050,國立臺中科技大學,04141020,國際貿易與經營系,學士班(日間),1,0,1,0,0,0,0.29
107,公立,技專校院,0050,國立臺中科技大學,10151039,休閒事業經營系,學士班(日間),8,3,5,0,0,0,3.49
107,公立,技專校院,0050,國立臺中科技大學,04131015,企業管理科,五專,3,1,2,0,0,0,0.63
107,公立,技專校院,0050,國立臺中科技大學,06131033,資訊管理科,五專,2,1,1,0,0,0,0.59
107,公立,技專校院,0050,國立臺中科技大學,09131037,護理科,五專,1,0,1,0,0,0,0.16
107,公立,技專校院,0050,國立臺中科技大學,04132029,流通管理系,碩士班(日間),0,0,0,1,1,0,3.13
107,公立,技專校院,0050,國立臺中科技大學,02112005,多媒體設計系,學士班(日間),7,5,2,4,4,0,4.62
107,公立,技專校院,0050,國立臺中科技大學,02124008,室內設計系,學士班(日間),3,2,1,1,1,0,2.13
107,公立,技專校院,0050,國立臺中科技大學,02311003,應用英語系,學士班(日間),4,2,2,3,1,2,3.38
107,公立,技專校院,0050,國立臺中科技大學,04121021,財務金融系,學士班(日間),5,3,2,1,1,0,1.54
107,公立,技專校院,0050,國立臺中科技大學,04131015,企業管理系,學士班(日間),10,3,7,1,1,0,3.49
107,公立,技專校院,0050,國立臺中科技大學,04132029,流通管理系,學士班(日間),7,5,2,0,0,0,2.27
107,公立,技專校院,0050,國立臺中科技大學,05421032,應用統計系,學士班(日間),1,1,0,1,1,0,1.12
107,公立,技專校院,0050,國立臺中科技大學,06131033,資訊管理系,學士班(日間),6,5,1,2,1,1,3.70
107,公立,技專校院,0050,國立臺中科技大學,07141036,資訊工程系,學士班(日間),8,8,0,3,3,0,4.66
107,公立,技專校院,0050,國立臺中科技大學,02311004,應用日語科,五專,2,1,1,0,0,0,0.76
107,公立,技專校院,0051,國立臺北商業大學,02112007,數位多媒體設計系,學士班(日間),1,0,1,0,0,0,0.40
107,公立,技專校院,0051,國立臺北商業大學,02311006,應用外語系,學士班(日間),18,5,13,5,2,3,8.75
107,公立,技專校院,0051,國立臺北商業大學,04111009,會計資訊系,學士班(日間),5,1,4,1,0,1,1.56
107,公立,技專校院,0051,國立臺北商業大學,04121013,財務金融系,學士班(日間),10,6,4,2,0,2,4.51
107,公立,技專校院,0051,國立臺北商業大學,04131010,企業管理系,學士班(日間),38,10,28,5,4,1,12.08
107,公立,技專校院,0051,國立臺北商業大學,04122014,財政稅務系,學士班(日間),1,0,1,0,0,0,0.30
107,公立,技專校院,0051,國立臺北商業大學,04199015,商業設計管理系,學士班(日間),13,4,9,1,0,1,3.93
107,公立,技專校院,0051,國立臺北商業大學,02311006,應用外語科,五專,3,0,3,0,0,0,1.12
107,公立,技專校院,0051,國立臺北商業大學,04131010,企業管理科,五專,3,0,3,0,0,0,0.89
107,公立,技專校院,0051,國立臺北商業大學,04141011,國際貿易科,五專,7,0,7,0,0,0,2.70
107,公立,技專校院,0051,國立臺北商業大學,06131017,資訊管理科,五專,4,4,0,0,0,0,1.54
107,公立,技專校院,0051,國立臺北商業大學,04141012,國際商務系,學士班(日間),29,14,15,0,0,0,6.73
107,公立,技專校院,0051,國立臺北商業大學,06131017,資訊管理系,學士班(日間),13,11,2,2,2,0,6.38
107,公立,一般大學,0052,國立屏東大學,01111003,教育心理與輔導學系,學士班(日間),8,2,6,2,1,1,5.71
107,公立,一般大學,0052,國立屏東大學,02111025,視覺藝術學系,學士班(日間),7,2,5,3,1,2,5.52
107,公立,一般大學,0052,國立屏東大學,02299033,文化創意產業學系,學士班(日間),0,0,0,2,2,0,1.09
107,公立,一般大學,0052,國立屏東大學,02311029,英語學系,學士班(日間),3,2,1,2,1,1,3.18
107,公立,一般大學,0052,國立屏東大學,02311031,應用日語學系,學士班(日間),3,3,0,5,4,1,3.48
107,公立,一般大學,0052,國立屏東大學,03141036,社會發展學系,學士班(日間),2,2,0,2,1,1,2.26
107,公立,一般大學,0052,國立屏東大學,04111038,會計學系,學士班(日間),2,1,1,2,0,2,0.94
107,公立,一般大學,0052,國立屏東大學,04131042,商業自動化與管理學系,學士班(日間),3,2,1,0,0,0,1.40
107,公立,一般大學,0052,國立屏東大學,04132046,行銷與流通管理學系,學士班(日間),4,2,2,0,0,0,1.81
107,公立,一般大學,0052,國立屏東大學,05331053,應用物理系,學士班(日間),0,0,0,1,1,0,0.38
107,公立,一般大學,0052,國立屏東大學,07141060,資訊工程學系,學士班(日間),4,4,0,4,4,0,3.77
107,公立,一般大學,0052,國立屏東大學,10152014,體育學系,學士班(日間),1,0,1,7,6,1,3.88
107,公立,一般大學,0052,國立屏東大學,01121016,幼兒教育學系,碩士班(日間),1,1,0,0,0,0,2.78
107,公立,一般大學,0052,國立屏東大學,02121067,數位媒體設計碩士學位學程,碩士班(日間),0,0,0,1,1,0,25.00
107,公立,一般大學,0052,國立屏東大學,01111001,教育學系,學士班(日間),7,2,5,6,6,0,3.74
107,公立,一般大學,0052,國立屏東大學,01113017,特殊教育學系,學士班(日間),0,0,0,5,1,4,2.98
107,公立,一般大學,0052,國立屏東大學,01121016,幼兒教育學系,學士班(日間),10,0,10,12,1,11,6.59
107,公立,一般大學,0052,國立屏東大學,02311030,應用英語學系,學士班(日間),2,0,2,1,1,0,1.48
107,公立,一般大學,0052,國立屏東大學,02322027,中國語文學系,學士班(日間),4,1,3,4,1,3,4.57
107,公立,一般大學,0052,國立屏東大學,04121045,財務金融學系,學士班(日間),5,4,1,3,3,0,3.40
107,公立,一般大學,0052,國立屏東大學,04131039,企業管理學系,學士班(日間),3,2,1,1,1,0,1.78
107,公立,一般大學,0052,國立屏東大學,04141044,國際貿易學系,學士班(日間),4,2,2,0,0,0,1.65
107,公立,一般大學,0052,國立屏東大學,04199047,不動產經營學系,學士班(日間),1,1,0,0,0,0,0.51
107,公立,一般大學,0052,國立屏東大學,05311050,應用化學系,學士班(日間),0,0,0,1,0,1,0.52
107,公立,一般大學,0052,國立屏東大學,05411055,應用數學系,學士班(日間),1,1,0,1,1,0,1.28
107,公立,一般大學,0052,國立屏東大學,10151065,休閒事業經營學系,學士班(日間),7,5,2,0,0,0,3.35
107,公立,一般大學,0052,國立屏東大學,01111003,教育心理與輔導學系,碩士班(日間),1,1,0,0,0,0,0.87
107,公立,一般大學,0052,國立屏東大學,04121045,財務金融學系,碩士班(日間),0,0,0,1,1,0,8.33
107,公立,技專校院,0053,國立高雄科技大學,02311002,應用英語系,學士班(日間),4,1,3,4,3,1,1.91
107,公立,技專校院,0053,國立高雄科技大學,04111014,會計系,學士班(日間),2,0,2,0,0,0,0.87
107,公立,技專校院,0053,國立高雄科技大學,04123054,風險管理與保險系,學士班(日間),0,0,0,1,0,1,0.43
107,公立,技專校院,0053,國立高雄科技大學,04131101,企業管理系,學士班(日間),6,4,2,2,0,2,3.45
107,公立,技專校院,0053,國立高雄科技大學,04141023,國際企業系,學士班(日間),7,3,4,2,2,0,4.02
107,公立,技專校院,0053,國立高雄科技大學,04199048,人力資源發展系,學士班(日間),0,0,0,2,1,1,0.88
107,公立,技專校院,0053,國立高雄科技大學,06131100,資訊管理系,學士班(日間),7,4,3,0,0,0,0.61
107,公立,技專校院,0053,國立高雄科技大學,07111085,化學工程與材料工程系,學士班(日間),0,0,0,2,2,0,0.41
107,公立,技專校院,0053,國立高雄科技大學,07121030,海洋環境工程系,學士班(日間),1,1,0,0,0,0,0.47
107,公立,技專校院,0053,國立高雄科技大學,07141075,電腦與通訊工程系,學士班(日間),0,0,0,2,2,0,0.46
107,公立,技專校院,0053,國立高雄科技大學,07151072,機械工程系,學士班(日間),1,1,0,0,0,0,0.15
107,公立,技專校院,0053,國立高雄科技大學,07151074,模具工程系,學士班(日間),1,1,0,0,0,0,0.13
107,公立,技專校院,0053,國立高雄科技大學,07191091,工業工程與管理系,學士班(日間),0,0,0,1,1,0,0.31
107,公立,技專校院,0053,國立高雄科技大學,07321077,土木工程系,學士班(日間),2,2,0,4,4,0,1.13
107,公立,技專校院,0053,國立高雄科技大學,08312047,水產養殖系,學士班(日間),2,2,0,2,1,1,0.98
107,公立,技專校院,0053,國立高雄科技大學,10151055,海洋休閒管理系,學士班(日間),12,8,4,4,3,1,7.41
107,公立,技專校院,0053,國立高雄科技大學,10151096,觀光管理系,學士班(日間),14,6,8,5,4,1,7.31
107,公立,技專校院,0053,國立高雄科技大學,10414061,航運技術系,學士班(日間),2,2,0,1,1,0,0.89
107,公立,技專校院,0053,國立高雄科技大學,02121006,文化創意產業系,碩士班(日間),1,1,0,0,0,0,2.27
107,公立,技專校院,0053,國立高雄科技大學,04121034,金融資訊系碩士班,碩士班(日間),0,0,0,1,1,0,2.50
107,公立,技專校院,0053,國立高雄科技大學,04121104,金融系,碩士班(日間),1,1,0,0,0,0,1.85
107,公立,技專校院,0053,國立高雄科技大學,04131031,國際管理碩士學位學程,碩士班(日間),1,0,1,0,0,0,2.38
107,公立,技專校院,0053,國立高雄科技大學,04212068,科技法律研究所,碩士班(日間),0,0,0,1,1,0,2.17
107,公立,技專校院,0053,國立高雄科技大學,07151078,機械與自動化工程系,碩士班(日間),0,0,0,1,1,0,2.00
107,公立,技專校院,0053,國立高雄科技大學,10412060,航運管理系,碩士班(日間),1,1,0,0,0,0,4.55
107,公立,技專校院,0053,國立高雄科技大學,08193007,海洋事務與產業管理研究所,碩士班(日間),1,0,1,0,0,0,5.26
107,公立,技專校院,0053,國立高雄科技大學,10151096,觀光管理系觀光與餐旅管理碩士班,碩士班(日間),2,1,1,0,0,0,6.67
107,公立,技專校院,0053,國立高雄科技大學,04121104,金融系,學士班(日間),1,1,0,2,2,0,0.70
107,公立,技專校院,0053,國立高雄科技大學,04132004,供應鏈管理系,學士班(日間),1,1,0,0,0,0,0.42
107,公立,技專校院,0053,國立高雄科技大學,04132059,行銷與流通管理系,學士班(日間),6,2,4,7,5,2,2.76
107,公立,技專校院,0053,國立高雄科技大學,04132107,運籌管理系,學士班(日間),5,4,1,1,1,0,1.47
107,公立,技專校院,0053,國立高雄科技大學,05121010,海洋生物技術系,學士班(日間),1,0,1,0,0,0,0.46
107,公立,技專校院,0053,國立高雄科技大學,06131067,資訊工程系,學士班(日間),1,1,0,1,1,0,0.85
107,公立,技專校院,0053,國立高雄科技大學,07121086,環境與安全衛生工程系,學士班(日間),1,1,0,1,1,0,0.48
107,公立,技專校院,0053,國立高雄科技大學,07141103,電子工程系,學士班(日間),1,1,0,1,1,0,0.22
107,公立,技專校院,0053,國立高雄科技大學,07151026,輪機工程系,學士班(日間),1,1,0,0,0,0,0.28
107,公立,技專校院,0053,國立高雄科技大學,07151078,機械與自動化工程系,學士班(日間),3,3,0,3,3,0,1.22
107,公立,技專校院,0053,國立高雄科技大學,07163029,造船及海洋工程系,學士班(日間),1,0,1,0,0,0,0.22
107,公立,技專校院,0053,國立高雄科技大學,10412060,航運管理系,學士班(日間),8,3,5,0,0,0,1.89
107,公立,技專校院,0053,國立高雄科技大學,07141103,電子工程系,博士班,1,0,1,0,0,0,1.30
107,公立,技專校院,0053,國立高雄科技大學,07151072,機械工程系,碩士班(日間),1,1,0,0,0,0,0.90
107,公立,技專校院,0053,國立高雄科技大學,07151074,模具工程系,碩士班(日間),1,1,0,0,0,0,1.05
107,公立,技專校院,0053,國立高雄科技大學,02121006,文化創意產業系,學士班(日間),2,1,1,0,0,0,0.95
107,公立,技專校院,0053,國立高雄科技大學,02123017,創新設計工程系,學士班(日間),1,0,1,0,0,0,0.62
107,公立,技專校院,0053,國立高雄科技大學,02311001,應用外語系,學士班(日間),6,1,5,1,1,0,1.78
107,公立,技專校院,0053,國立高雄科技大學,02311003,應用德語系,學士班(日間),1,1,0,5,1,4,2.26
107,公立,技專校院,0053,國立高雄科技大學,02311008,應用日語系,學士班(日間),8,3,5,9,5,4,3.64
107,公立,技專校院,0053,國立高雄科技大學,04111020,會計資訊系,學士班(日間),2,0,2,1,1,0,1.40
107,公立,技專校院,0053,國立高雄科技大學,04111041,財富與稅務管理系,學士班(日間),2,2,0,0,0,0,0.81
107,公立,技專校院,0053,國立高雄科技大學,04121040,財務管理系,學士班(日間),4,1,3,0,0,0,1.78
107,公立,技專校院,0144,國立臺灣戲曲學院,02152005,京劇學系,學士班(日間),0,0,0,1,1,0,1.16
107,公立,技專校院,0144,國立臺灣戲曲學院,02152007,劇場藝術學系,學士班(日間),0,0,0,6,1,5,4.58
107,私立,一般大學,1001,東海大學,02131002,美術學系,學士班(日間),2,0,2,15,4,11,8.76
107,私立,一般大學,1001,東海大學,02322004,中國文學系,學士班(日間),3,2,1,11,4,7,3.08
107,私立,一般大學,1001,東海大學,03121013,政治學系,學士班(日間),0,0,0,9,6,3,2.00
107,私立,一般大學,1001,東海大學,04131021,國際學院國際經營管理學位學程,學士班(日間),3,1,2,0,0,0,1.37
107,私立,一般大學,1001,東海大學,04134016,行政管理暨政策學系,學士班(日間),0,0,0,1,1,0,0.39
107,私立,一般大學,1001,東海大學,04141023,國際經營與貿易學系,學士班(日間),9,7,2,4,3,1,1.88
107,私立,一般大學,1001,東海大學,05211056,永續科學與工程學士學位學程,學士班(日間),1,1,0,0,0,0,1.09
107,私立,一般大學,1001,東海大學,05311030,化學系,學士班(日間),0,0,0,2,1,1,0.57
107,私立,一般大學,1001,東海大學,05411034,應用數學系,學士班(日間),0,0,0,2,2,0,1.10
107,私立,一般大學,1001,東海大學,05421035,統計學系,學士班(日間),1,0,1,0,0,0,0.27
107,私立,一般大學,1001,東海大學,06134036,資訊管理學系,學士班(日間),0,0,0,4,3,1,1.63
107,私立,一般大學,1001,東海大學,07111042,化學工程與材料工程學系,學士班(日間),1,1,0,1,1,0,0.45
107,私立,一般大學,1001,東海大學,07121045,環境科學與工程學系,學士班(日間),0,0,0,2,1,1,0.60
107,私立,一般大學,1001,東海大學,07211052,食品科學系,學士班(日間),4,3,1,3,1,2,1.78
107,私立,一般大學,1001,東海大學,07312049,景觀學系,學士班(日間),1,1,0,3,1,2,1.56
107,私立,一般大學,1001,東海大學,08112051,畜產與生物科技學系,學士班(日間),10,8,2,3,1,2,3.32
107,私立,一般大學,1001,東海大學,09231053,社會工作學系,學士班(日間),3,0,3,23,13,10,5.06
107,私立,一般大學,1001,東海大學,10131054,餐旅管理學系,學士班(日間),5,1,4,28,12,16,11.74
107,私立,一般大學,1001,東海大學,05421035,統計學系,碩士班(日間),0,0,0,1,1,0,6.25
107,私立,一般大學,1001,東海大學,07211052,食品科學系,碩士班(日間),1,0,1,0,0,0,2.22
107,私立,一般大學,1001,東海大學,09231053,社會工作學系,碩士班(日間),0,0,0,1,0,1,1.69
107,私立,一般大學,1001,東海大學,02123011,工業設計學系,學士班(日間),1,1,0,6,2,4,4.07
107,私立,一般大學,1001,東海大學,02151003,音樂學系,學士班(日間),4,2,2,4,3,1,4.88
107,私立,一般大學,1001,東海大學,02221009,歷史學系,學士班(日間),2,1,1,16,13,3,6.74
