學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,日間/進修,學制班別,當學年度總量內核定新生招生名額(A),當學年度新生保留入學資格人數(B),當學年度總量內新生招生核定名額之實際註冊人數(C),當學年度各學系境外(新生)學生實際註冊人數 (E),當學年度新生註冊率(%)D=〔(C+E)/(A-B+E)〕＊100％,當學年度系所招生特色說明,當學年度招生特色說明資訊網
111,公立,一般大學,0007,國立陽明交通大學,06131106,智慧科學暨綠能學院博士班,日間,博士班,3,0,3,0,100.00,本學位學程橫跨再生能源科學、綠能系統與應用以及創新系統設計領域，將以前瞻創新化的基礎研究、產業實用化的應用及系統設計等方向為主軸，前瞻創新化的基礎研究著眼於國際間合作，產業實用化的應用及系統設計著重於促進國內綠能產業的創新與升級。  在專業化應用性知識與研究能力方面，規劃的課程包括創能、儲能、節能及系統設計等四大核心專業課程、書報討論、專題研究等必修課程，同時規劃與四大領域相關的選修課程，以培育具有綠能及其應用系統設計之相關專業核心研究能量與能力，並成為綠能產業所需的科技研究與工程實務型人材。,https://ai.nycu.edu.tw/
111,公立,一般大學,0007,國立陽明交通大學,06131170,資通安全碩士學位學程,日間,碩士班,3,0,4,0,100.00,資訊安全是一門跨領域的學問，所涵蓋的領域，除了資訊工程相關，還需包括電機工程、統計學、數學與管理科學等。舉凡各科技領域和相關應用，可能遭受資安攻擊的目標，皆在資安研究的範疇內。國立陽明交通大學資訊學院成立「資通安全碩士學位學程」，建構一個完整且系統性的資安教育平台，培育優秀資安人才以因應學術界、政府與產業之需求，並藉由此平台進行產官學合作，達到學術研究與實務應用的共贏局面。本學程整合資訊學院與電機學院的資安領域相關之師資，期許培養各領域的高階資訊安全人才，同時兼顧學術與實務，隨著科技的進步，可以確保新科技的資訊安全，亦可在日新月異的資安威脅下，帶領政府單位和產業各界防堵駭客攻擊。,https://cybersecurity.nycu.edu.tw/
111,公立,一般大學,0007,國立陽明交通大學,06132049,多媒體工程研究所,日間,碩士班,37,0,46,0,100.00,隨著虛擬擴增實境(VR/AR)、人機互動、社群媒體與人工智慧技術之發展，多媒體技術顯得格外重要。多媒體整合文字、語音、影像、動畫、視訊與數據資料等各種媒體於資訊系統、網路的連結整合無遠弗屆，透過多媒體技術生成數位內容或進行人工智慧分析，根據分析結果提供符合人機互動模式與智慧化的決策與呈現介面是很大的挑戰，亦是今日資訊技術之熱門主題之一。本所培養學生具備電腦視覺、電腦圖學、人機互動、視訊影像處理、多媒體資料傳輸、文字處理等多媒體技術及跨領域整合能力，早日培育全方位具獨立研發能力之多媒體工程人才，符合國際趨勢主流，提昇我國多媒體產業科技之水準及競爭力。本所在電腦視覺、人機互動、人工智慧、視訊處理/壓縮、巨量資料分析與視覺化、虛擬擴增實境、電腦遊戲、電腦特效與動畫、社群運算、數位學習等有相關課程設計，是國內最堅強與完整的團隊之一，歡迎同學加入交大多工所的菁英行列。,https://www.cs.nycu.edu.tw/
111,公立,一般大學,0007,國立陽明交通大學,06199105,智慧與綠能產學研究所,日間,碩士班,3,0,3,0,100.00,智慧與綠能產學研究所培育未來台灣在AI人工智慧及綠能產業人才。為使各種背景的學生能扎實AI基礎知識，本學院安排兩門必修模組課程，透過10個3星期的模組和兩個期末專題，藉以達到先進應用實例，和綜合實作的目的。本所主要領域包含人工智慧、物聯網，及系統最佳化等。本學院注重AI技術的實際應用，在應用場域方面則包含智慧生產、智慧農業、智慧交通等。並且本學院合聘教授來自研華、廣達等公司，善用學界及研究生人力共同執行產學計畫，提供學生研究解決實用問題的環境，並領取優渥助學金。本所位於交大台南校區僅距離台南高鐵站700公尺，鄰近中研院，工研院台南院區及台灣智駕實驗室，具備良好的地理優勢，又本校致遠樓新落成，本學院即將進駐，同時宏碁、研華等企業亦將進駐，擁有完備的產學合作資源。,https://ai.nycu.edu.tw/
111,公立,一般大學,0007,國立陽明交通大學,07112072,材料科學與工程學系,日間,學士班(含四技),50,0,50,3,100.00,本系從金屬、陶瓷、高分子到前瞻電子/半導體、生醫、奈米、能源與人工智慧/計算材料，皆有專精的師資參與教學與研究計畫。近十年本系師生締造許多佳績，如：世界「頂尖材料期刊發表數量」、「科技部傑出研究獎」人次等皆為全台理工領域前幾名。並致力於跨領域、國際連結與產學合作，為學生開拓多元學習管道。與電物、光電合作「三一學程」、美國名校伊利諾大學香檳分校「UIUC3+2雙聯學程」、結合台積電製程課程與實習機會的「台積學程」等。亦擁有2400坪國際級系館大樓，不僅有價值數億元的貴重儀器與製程設備，更有全台唯一開放大學部學生使用的黃光實驗室。本系研究領域既深且廣，適合對理工有興趣的同學就讀。針對擅長物理或化學的同學提供完善的材料實驗教學與精密貴重儀器；針對擅長數學或程式的同學提供材料計算理論課程與叢集運算系統。歷年培養之校友深受各界青睞：超過八成就業於高科技產業，約兩成至國內外頂尖大學或研究單位繼續深造。,http://mse.nycu.edu.tw/
111,公立,一般大學,0007,國立陽明交通大學,07112072,材料科學與工程學系,日間,碩士班,62,0,79,2,100.00,本系從金屬、陶瓷、高分子到前瞻電子/半導體、生醫、奈米、能源與人工智慧/計算材料，皆有專精的師資參與教學與研究計畫。近十年本系師生締造許多佳績，如：世界「頂尖材料期刊發表數量」、「科技部傑出研究獎」人次等皆為全台理工領域前幾名。並致力於跨領域、國際連結與產學合作，為學生開拓多元學習管道。與電物、光電合作「三一學程」、美國名校伊利諾大學香檳分校「UIUC3+2雙聯學程」、結合台積電製程課程與實習機會的「台積學程」等。亦擁有2400坪國際級系館大樓，不僅有價值數億元的貴重儀器與製程設備，更有全台唯一開放大學部學生使用的黃光實驗室。本系研究領域既深且廣，適合對理工有興趣的同學就讀。針對擅長物理或化學的同學提供完善的材料實驗教學與精密貴重儀器；針對擅長數學或程式的同學提供材料計算理論課程與叢集運算系統。歷年培養之校友深受各界青睞：超過八成就業於高科技產業，約兩成至國內外頂尖大學或研究單位繼續深造。,http://mse.nycu.edu.tw/
111,公立,一般大學,0007,國立陽明交通大學,07112072,材料科學與工程學系,日間,博士班,25,0,10,2,44.44,本系從金屬、陶瓷、高分子到前瞻電子/半導體、生醫、奈米、能源與人工智慧/計算材料，皆有專精的師資參與教學與研究計畫。近十年本系師生締造許多佳績，如：世界「頂尖材料期刊發表數量」、「科技部傑出研究獎」人次等皆為全台理工領域前幾名。並致力於跨領域、國際連結與產學合作，為學生開拓多元學習管道。與電物、光電合作「三一學程」、美國名校伊利諾大學香檳分校「UIUC3+2雙聯學程」、結合台積電製程課程與實習機會的「台積學程」等。亦擁有2400坪國際級系館大樓，不僅有價值數億元的貴重儀器與製程設備，更有全台唯一開放大學部學生使用的黃光實驗室。本系研究領域既深且廣，適合對理工有興趣的同學就讀。針對擅長物理或化學的同學提供完善的材料實驗教學與精密貴重儀器；針對擅長數學或程式的同學提供材料計算理論課程與叢集運算系統。歷年培養之校友深受各界青睞：超過八成就業於高科技產業，約兩成至國內外頂尖大學或研究單位繼續深造。,http://mse.nycu.edu.tw/
111,公立,一般大學,0007,國立陽明交通大學,07112072,材料科學與工程學系奈米科技碩士班,日間,碩士班,15,0,15,0,100.00,本班定位為執行跨領域之研究，將與不同背景之研究人員協調、合作，以整合交通大學各相關研究及學術單位，並達研究之目的，目前本班三大發展領域為(1)奈米生物、(2)奈米材料、(3)奈米電子三大方向。,https://int.nctu.edu.tw/
111,公立,一般大學,0007,國立陽明交通大學,07121076,環境工程研究所,日間,碩士班,23,0,22,0,95.65,本所以環境奈米科技作為教學研究的規劃方向，並以「環境微奈米顆粒之處理及應用」為主題。研究發展則主要集中在水、空氣兩範疇，和發展主軸相關之研究主題包括環境光觸媒化學、水中微奈米顆粒之去除、PM2.5與奈米微粒的監測及控制、循環型都市農園、高級氧化處理、氣膠技術與功能性奈米材料開發等;課程設計兼顧理論科學及應用工程學科，包括(1)理論科學:環境奈米材料科學、環境生物技術、環境化學、表面化學、環境分析、表面分析等;(2)應用工程: 環工混凝過濾技術、水回收技術、高等氣膠測量、環境污染物傳輸現象、粒狀污染物控制設備、氣狀污染物控制原理及實務、污泥的處理與處置等。教學方式採中英文並行教學，並善加利用網路資源，經由本校網路教學平台進行互動式教學、遠距教學等，且積極經營教學品質，對如何激發學生的學習動機方面非常投入。創所迄今三十年，教師均秉持一貫目標從事教學及研究工作，培育出許多優秀頂尖的環工專業人才。,http://www.ev.nctu.edu.tw/main.php
111,公立,一般大學,0007,國立陽明交通大學,07121076,環境工程研究所,日間,博士班,4,0,0,0,0.00,本所以環境奈米科技作為教學研究的規劃方向，並以「環境微奈米顆粒之處理及應用」為主題。研究發展則主要集中在水、空氣兩範疇，和發展主軸相關之研究主題包括環境光觸媒化學、水中微奈米顆粒之去除、PM2.5與奈米微粒的監測及控制、循環型都市農園、高級氧化處理、氣膠技術與功能性奈米材料開發等;課程設計兼顧理論科學及應用工程學科，包括(1)理論科學:環境奈米材料科學、環境生物技術、環境化學、表面化學、環境分析、表面分析等;(2)應用工程: 環工混凝過濾技術、水回收技術、高等氣膠測量、環境污染物傳輸現象、粒狀污染物控制設備、氣狀污染物控制原理及實務、污泥的處理與處置等。教學方式採中英文並行教學，並善加利用網路資源，經由本校網路教學平台進行互動式教學、遠距教學等，且積極經營教學品質，對如何激發學生的學習動機方面非常投入。創所迄今三十年，教師均秉持一貫目標從事教學及研究工作，培育出許多優秀頂尖的環工專業人才。,http://www.ev.nctu.edu.tw/main.php
111,公立,一般大學,0007,國立陽明交通大學,07132081,照明與能源光電研究所,日間,碩士班,30,0,26,0,86.67,照明與能源光電研究所成立於民國98年，旨在培養照明與能源光電、半導體製程相關碩士級以上專業人才，以配合現階段與未來國內相關產業界與學術界科技研發人力需求。照明與能源光電研究所之研究領域主軸為「固態照明材料與元件開發」和「光電轉換材料科技」，向下再細分「高效率節能照明技術」、「高效率太陽能電池」、「新穎光電材料與先進元件技術」三個特色研究領域。目前本所亦積極投入micro LED及量子點發光二極體QLED相關技術研發，俾以佈局次世代顯示技術、提早因應可能成為主流的產業需求。本所研究生可彈性地在院內跨所選擇指導教授及選課，使學生具有跨領域專業能力。,https://cop.nycu.edu.tw/tw/department.html?ID=2
111,公立,一般大學,0007,國立陽明交通大學,07141050,電機工程學系,日間,學士班(含四技),241,0,237,13,98.43,本系以培養全方位具人文素養及電機專業人才為教學理念，期許學生自我學習和獨立思考，創造不同一般的科技新思維。本系擁有多元化的專業課程，設計15大領域的課程藍圖，讓學生能廣泛接觸各領域，同時配合15大領域設計眾多的實驗課程，充分讓學生在理論與實務間相互驗證與學習，激發學生的研究熱忱。  滿足外語及學科要求之學生，可依出國留學辦法申請獎學金赴歐美日一流大學就讀一學期或一學年，亦有與國外一流大學之雙聯電機碩士學位、五年學碩士及學士直攻博士之前瞻性學位規劃可供選擇。,https://dee.nycu.edu.tw/
111,公立,一般大學,0007,國立陽明交通大學,07141050,電機工程學系,日間,碩士班,57,0,76,5,100.00,本系著重國際化交流，鼓勵學生出國交換研究、參與國際產學合作、參加國際會議並發表論文。教學研究強調理論與實務並重，主要研究重點有晶片設計、人工智慧與計算機工程兩大領域，研究項目（入學組別）如下：  1. 甲組：主修超大型積體電路系統設計、類比積體電路設計、微機電系統技術導論、計算機結構、演算法、數位訊號處理、功率積體電路設計、生醫電子、生醫光電、通訊系統晶片設計、射頻積體電路、感測器介面電路。  2. 乙組：為人工智慧與計算機工程組，主修演算法、計算機結構、嵌入式作業系統、計算機網路、排隊理論、機器學習、數位訊號處理、隨機過程、雲端運算與巨量資料分析、檢測與估計理論、適應性訊號處理、語音處理、聽語資訊處理、影像處理。,https://iece.dee.nycu.edu.tw/
111,公立,一般大學,0007,國立陽明交通大學,07141050,電機工程學系,日間,博士班,9,0,9,0,100.00,本系著重國際化交流，鼓勵學生出國交換研究、參與國際產學合作、參加國際會議並發表論文。教學研究強調理論與實務並重，主要研究重點有晶片設計、人工智慧與計算機工程與生醫電子等三大領域，研究項目（入學組別）如下：  1. 甲組：主修超大型積體電路系統設計、類比積體電路設計、微機電系統技術導論、計算機結構、演算法、數位訊號處理、功率積體電路設計、通訊系統晶片設計、射頻積體電路、感測器介面電路。  2. 乙組：為人工智慧與計算機工程組，主修演算法、計算機結構、嵌入式作業系統、計算機網路、排隊理論、機器學習、數位訊號處理、隨機過程、雲端運算與巨量資料分析、檢測與估計理論、適應性訊號處理、語音處理、聽語資訊處理、影像處理。  3. 丙組：主修生醫電子、生醫感測、超音波導論與應用、生醫信號分析和模擬、醫學工程導論、醫學影像學、影像處理、聽語資訊處理、人體結構、功能、臨床及醫療器材。,https://iece.dee.nycu.edu.tw/
111,公立,一般大學,0007,國立陽明交通大學,07141053,電子研究所,日間,碩士班,176,0,209,0,100.00,本系運用智慧和資源，發展電子相關科技，以解決人類生活問題為目標，改善生活環境品質為職志。理念為配合國家科技與經濟發展，順應世界潮流，培養優秀電子工程領導人才，以科學「知新致遠」的態度為本，著重「崇實篤行」之工程精神。,https://eenctu.nctu.edu.tw/tw/about/index.php
111,公立,一般大學,0007,國立陽明交通大學,07141053,電子研究所,日間,博士班,39,0,20,0,51.28,本所以發展尖端智慧電子科技為核心， 培養未來科技領袖人才，以創新應用謀求人類福祉。具備的教學研究優勢如下：  1.涵蓋完整電子研究領域，整合理論與實務。  2.以電子電機與資訊通訊為核心，由奈米元件開發至軟硬體系統垂直整合，引領前瞻電子科技。  3.國際化環境，涵養全球視野。  4.為全國最悠久之電子電機領域研究所，鄰近產研機構，資源豐沛。  5.執行大型整合研究與產學計畫，研發能量充沛。,https://eenctu.nctu.edu.tw/tw/news/p1.php?num=326
111,公立,一般大學,0007,國立陽明交通大學,07141054,光電博士學位學程(台灣聯合大學系統),日間,博士班,0,0,0,1,100.00,為提高台聯大四校國際化水平為目標，籌辦光電博士學位學程（台灣聯合大學系統），進行四校師資的招募與英語課程的規劃，師資來源皆由四校校內光電相關領域系所支援。,https://dop.nycu.edu.tw/ustigpp/
111,公立,一般大學,0007,國立陽明交通大學,07141055,光電工程學系,日間,學士班(含四技),36,0,36,2,100.00,1.本系為國內第一所創立的光電系，旨在提供先進光電技術專業及多元跨領域應用、泛涵電機、電子、物理、資訊、材料、化學、機械、生物及醫學等跨領域課程，並首創三一學程，以模組課程教學取代傳統單一領域課程，兼以中英文授課。  2.目前更近一步規劃智慧光電課程組，讓學生能習知光電科技在機器學習、智慧裝置、半導體、大數據和物聯網、新材料科技、生醫科技、綠能及智慧城巿中扮演之重要角色，培育本系畢業生成為國內及國際頂尖企業爭相延攬的專業人才。  3.在學成績優異經審核通過者，可至國外一流大學交換。  4.提供清寒學生獎助學金申請。,https://dop.nycu.edu.tw/
111,公立,一般大學,0007,國立陽明交通大學,07141055,光電工程學系,日間,碩士班,89,0,102,0,100.00,本所修業領域包括國際上最先進的光電工程技術、材料、及多元跨領域研究及應用，畢業生大多成為國內外頂尖科技產業的研發及創業人才。招生對象不僅限於光電、電機、電子、資訊等相關科系，更歡迎學有專精的各系畢業生（物理、化學、生命科學、材料、機械、土木、化工、醫學、護理、心理、管理、大氣科學、社會科學、農業科學等）報考。,https://dop.nycu.edu.tw/
111,公立,一般大學,0007,國立陽明交通大學,07141055,光電工程學系,日間,博士班,13,0,5,0,38.46,1.本系修業領域包括國際上最先進的光電工程技術、材料、及多元跨領域研究及應用，畢業生大多成為國內外頂尖科技產業的研發、創業及學界之領袖與菁英人才。招生對象不僅限於光電、電機、電子、資訊等相關科系，更歡迎學有專精的各所碩士畢業生（物理、化學、生命科學、材料、機械、土木、化工、醫學、護理、心理、管理、大氣科學、社會科學、農業科學等）報考。                                                                                    2.本系博士生以「學術研究」搭配「產業研發」及「實務導向」培育方式，達到多元及跨領域精神。,https://dop.nycu.edu.tw/
111,公立,一般大學,0007,國立陽明交通大學,07141057,光電科技碩士在職專班,在職,碩士班,25,0,15,0,60.00,本在職專班成立主要目的為培育平面顯示、照明與太陽能等光電產業及生醫產業之人才，提供理工相關大學或專科畢業生在光電領域的材料、製程與設備和生醫等專業知識，並為非光電領域的大學或專科畢業生培養第二專長，增加就業機會，並貢獻所學於科技產業的發展。因此，本專班的課程設計，除了可以培養國內發展光電產業所需的人才，特別是對光電領域的材料、製程、設備、系統整合及生醫方面人才的需求，可以提供光電產業人士完整的在職教育與訓練之機會。   因此本在職專班的教育的目標除了讓學生建立光電領域的材料、製程、設備、系統整合及生醫的基本知識外，同時提供多樣的專業課程讓學生得以在光電產業和生醫的應用範疇內選擇，進而建構自己的專長。,https://cop.nycu.edu.tw/tw/department.html?ID=4
111,公立,一般大學,0007,國立陽明交通大學,07141062,電信工程研究所,日間,碩士班,102,0,116,2,100.00,隨著全球對於通訊需求的大幅增加，對資訊傳輸不斷要求更高速度及更多樣化，使全球電信產業日益蓬勃發展，同時對高級研發人力之需求亦日趨殷切。目前我國已將電信列為國家重點發展產業，同時已推出各項大型計畫，以提升我國電信研發能力，厚植電信技術與產業競爭力。  本研究所碩士班成立於民國六十八年，為孕育高級電信工程研發人才之重要學府。依研究領域分為甲組、乙組，入學途徑有二(1)甄試及(2)入學考試。各入學途徑之招生相關規定，由本所所招生試務工作小組依據教育部規定並配合本所研究發展之實際需求作彈性決定。本所畢業生可成為我國電信科技產業的高階人才。,https://www.dece.nctu.edu.tw/NCTU_CM/main.php
111,公立,一般大學,0007,國立陽明交通大學,07141062,電信工程研究所,日間,博士班,17,0,7,0,41.18,近來全球電信產業日益蓬勃發展，因此對電信高級研發人力之需求日趨殷切。同時，我國目前已將電信列為國家重點發展產業，也已推出各項大型計畫，以提升我國電信研發能力，厚植電信技術與產業競爭力。   本所博士班在民國七十五年至八十年是與本校電子研究所博士班共同招生，自民國八十年起改為獨立招生，是我國培養高級電信工程研發人才之重要學府。依研究領域分為甲組（系統）及乙組（電波)。入學途逕有二：直升及入學考試。各入學途徑之招生相關規定，由本所研究所學生事務與招生委員會依據教育部規定並配合本所研究發展之實際需求作彈性決定。本所畢業生可成為我國電信科技產業的高階人才。,https://www.dece.nctu.edu.tw/NCTU_CM/main.php
111,公立,一般大學,0007,國立陽明交通大學,07141064,電控工程研究所,日間,碩士班,63,0,71,2,100.00,從技術研究、產業發展與市場需求等層面分析，智慧型機器人、智慧型車輛、電力能源技術、工業4.0、物聯網與人工智慧(AI)技術等領域被視為下一波帶動經濟成長的熱門產業。  各先進國家莫不積極整合產官學界的力量，希冀在這場科技競賽中拔得頭籌。  本所長期從事相關領域研究，近年來已獲得極為豐碩的成果，於各項競賽中屢獲殊榮。未來本所將持續投入相關研究，向國際展示研究成果，促進產業升級與國家經濟發展，創造產官學三贏局面。,https://www.cn.nctu.edu.tw/zh_tw/About_CN/intro7
111,公立,一般大學,0007,國立陽明交通大學,07141064,電控工程研究所,日間,博士班,17,0,9,0,52.94,從技術研究、產業發展與市場需求等層面分析，智慧型機器人、智慧型車輛、電力能源技術、工業4.0、物聯網與人工智慧(AI)技術等領域被視為下一波帶動經濟成長的熱門產業。  各先進國家莫不積極整合產官學界的力量，希冀在這場科技競賽中拔得頭籌。  本所長期從事相關領域研究，近年來已獲得極為豐碩的成果，於各項競賽中屢獲殊榮。未來本所將持續投入相關研究，向國際展示研究成果，促進產業升級與國家經濟發展，創造產官學三贏局面。,https://www.cn.nctu.edu.tw/zh_tw/About_CN/intro7
111,公立,一般大學,0007,國立陽明交通大學,07141065,光電系統研究所,日間,碩士班,30,0,34,0,100.00,本所名為光電系統，顧名思義旨在培養光電系統碩士級以上專業人才，以配合現階段與未來國內相關產業界與學術界科技研發之人力需求。依據光電系統研究所成立之宗旨及現有教師之研究專長，本所的特色研究領域可分為三個區塊：1. 光通訊科技；2. 光電元件與系統；3. 光學系統設計。現階段師生致力的研究項目包括：微波光學、新型光電元件與理論模擬、新興半導體材料之光學性質與能帶結構、超連續光譜之產生、微奈米影像系統、神經光電系統、光學設計等。就學生專攻碩士學位論文研究領域而言，本所研究生可彈性地在院內進行跨所選擇學位論文指導教授及選課，此特色使學生擁有充足的跨領域專業學習之機會。在課程設計方面，除了本院共同必修核心科目「光電工程」、「光電子學」、共同必選課程「光電實驗」外，本所另規劃約7門進階課程與7門應用課程科目，提供光電系統研究所學生選課及他所學生跨所選修。,https://cop.nycu.edu.tw/tw/department.html?ID=1
111,公立,一般大學,0007,國立陽明交通大學,07141066,國際半導體產業學院博士班,日間,博士班,12,0,10,8,90.00,國立交通大學國際半導體產業學院以培育「國際化」及「產業化」之頂尖人才為教學宗旨，致力於半導體科技的創新與應用，研究著重於「半導體材料」、「固態電子元件」、「高階系統封裝」、「積體電路設計」及「異質系統整合封裝」等半導體領域，以研發下世代半導體製程技術及半導體晶片設計為發展重點。本學院採全英文教學，與國內外知名科技公司成立研究中心及合作計畫，並提供美國UCLA、日本東京工業大學、比利時魯汶大學和印度理工學院等國際一流理工學校雙聯學位及國際合作機會。,http://icst.nycu.edu.tw/
111,公立,一般大學,0007,國立陽明交通大學,07141066,國際半導體產業學院碩士班,日間,碩士班,21,0,25,6,100.00,國立交通大學國際半導體產業學院以培育「國際化」及「產業化」之頂尖人才為教學宗旨，致力於半導體科技的創新與應用，研究著重於「半導體材料」、「固態電子元件」、「高階系統封裝」、「積體電路設計」及「異質系統整合封裝」等半導體領域，以研發下世代半導體製程技術及半導體晶片設計為發展重點。本學院採全英文教學，與國內外知名科技公司成立研究中心及合作計畫，並提供美國UCLA、日本東京工業大學、比利時魯汶大學和印度理工學院等國際一流理工學校雙聯學位及國際合作機會。,http://icst.nycu.edu.tw/
111,公立,一般大學,0007,國立陽明交通大學,07141067,電機學院博士班,日間,博士班,14,0,12,0,85.71,電機學院博士班依教育部「補助大學校院產學合作培育博士級研發人才計畫」及「以學院為核心教學單位試辦計畫」成立，目標為建立國內產業界及學術界合作典範，培育具有產業觀點且具備最高等級研究能力的博士人才，創造針對產業界需求之創新技術。  1. 招生方式：透過「考試入學」、「本校逕博」及「轉所生」等三種管道入學。入學本班者，須申請教育部「補助大學校院產學合作培育博士級研發人才計畫」，其申請資料須經企業單位、電機學院及教育部審查通過，且完成與企業媒合。  2.發展方向：銜接現有電機學院各系所之強項領域，也考慮到國內產業界升級以及新創事業亟需的新技術，達成產學雙贏。  3.課程規劃：本院課程規劃向來重視「學用合一」，本院畢業學生絕大部分順利於國內外高科技產業就業，且不只著眼於滿足產業目前之技術人力需求，更展望未來產業所需人才、並進一步引領未來產業技術發展趨勢，培育國家產業所需的高階研究人才。,http://doctoral.ece.nctu.edu.tw/
111,公立,一般大學,0007,國立陽明交通大學,07141067,電機學院碩士在職專班,在職,碩士班,42,0,44,0,100.00,專班特色：致力在職教育，協助產業升級。本校電機學院與資訊學院整合電子工程學系(所)、電機工程學系(所)、資訊工程學系、電控工程研究所、電信工程研究所、光電工程學系(所)、顯示科技研究所及電機資訊學士班等，具有優異的師資、設備、課程、及教學、研究環境與經驗，在教學成效及學術研究水準上，皆具有卓越的表現。現有專任教師249人，師資陣容極為堅強；重視教學與研究，基礎與應用科學兼顧，並與國家級實驗室和研究中心合作，構成世界一流的教學及研究環境。本專班的定位，即是利用本校優異的師資與設備，提供電機與資訊領域的在職人士進修的機會，佐以學校完善之教育環境，同時搭配產業界之技術發展概況與實務應用趨勢作為教學內容，讓學生除了基礎理論之理解之外，同時了解所學如何與產業界最新技術接軌。並可針對學歷背景為非電機資訊領域之人才，作為跨領域之轉捩點，提升我國的人力素質，進而增進產業界的實力，加強我國產業界的競爭力。,http://dpeecs.nctu.edu.tw/introduction/index.aspx
111,公立,一般大學,0007,國立陽明交通大學,07141068,電機資訊國際博士學位學程,日間,博士班,0,0,0,12,100.00,"針對國際學生所設計,融合電機與資訊兩院師資及教學資源,提供全英語授課之研究博士學位學程。本學程針對專業課程提供完整之全英語教學及研究環境,希冀培育出學術研究及產業技術所需之頂尖專業國際人才。",https://eecsigp.nycu.edu.tw/
111,公立,一般大學,0007,國立陽明交通大學,07141068,電機資訊國際碩士學位學程,日間,碩士班,0,0,0,18,100.00,"針對國際學生所設計,融合電機與資訊兩院師資及教學資源,提供全英語授課之研究所碩士學位學程。本學程針對專業課程提供完整之全英語教學及研究環境,希冀培育出學術研究及產業技術所需之頂尖專業國際人才。",https://eecsigp.nycu.edu.tw/
111,公立,一般大學,0007,國立陽明交通大學,07141069,資訊學院碩士在職專班,在職,碩士班,25,0,24,0,96.00,專班特色：致力在職教育，協助產業升級。本校電機學院與資訊學院整合電子工程學系(所)、電機工程學系(所)、資訊工程學系、電控工程研究所、電信工程研究所、光電工程學系(所)、顯示科技研究所及電機資訊學士班等，具有優異的師資、設備、課程、及教學、研究環境與經驗，在教學成效及學術研究水準上，皆具有卓越的表現。現有專任教師249人，師資陣容極為堅強；重視教學與研究，基礎與應用科學兼顧，並與國家級實驗室和研究中心合作，構成世界一流的教學及研究環境。本專班的定位，即是利用本校優異的師資與設備，提供電機與資訊領域的在職人士進修的機會，佐以學校完善之教育環境，同時搭配產業界之技術發展概況與實務應用趨勢作為教學內容，讓學生除了基礎理論之理解之外，同時了解所學如何與產業界最新技術接軌。並可針對學歷背景為非電機資訊領域之人才，作為跨領域之轉捩點，提升我國的人力素質，進而增進產業界的實力，加強我國產業界的競爭力。,http://dpeecs.nctu.edu.tw/introduction/index.aspx
111,公立,一般大學,0007,國立陽明交通大學,07141074,奈米科學及工程學士學位學程,日間,學士班(含四技),25,0,65,0,100.00,本班僅設有大學部，學生有24小時自由出入專屬研討室、圖書室及2間教學實驗室。本班為工學院、理學院、電機學院及生物科技學院合力推展跨領域教學政策之先驅，教育目標以培育跨領域奈米科技人才為主軸，培養具專業智能及國際視野之奈米跨學科領導人才。大一及大二時進行基礎必修71學分課程，包括物理、化學、電子、材料、生命科學、程式設計與數學之修習(含實驗課)，在大三及大四時進行雙核心課程選讀，就奈米電子、奈米光電、奈米材料及奈米生科四大領域選修兩主專長領域課程。本班歷年表現傑出：大四平均出國交換比率24%、歷年逾13%畢業生出國留學、歷年畢業生國內外頂尖大學碩博升學率高達95%；110年創下全國大學部僅10人取得台積學程證書，而本班學生強佔其中8名記錄。,https://nano.nycu.edu.tw/
111,公立,一般大學,0007,國立陽明交通大學,07141099,人工智慧技術與應用碩士學位學程,日間,碩士班,0,0,10,0,100.00,人工智慧技術與應用碩士學位學程為國立陽明交通大學積極發展之跨領域教學重點，整合電機學院與資訊學院豐富資源及優秀師資，積極培養在AI人工智慧領域具備引領性創新能力、具備解決關鍵性技術難題能力、符合台灣經濟及產業發展需求、具備國際觀與全球競爭力的人才。  課程規劃涵蓋兼具深度與廣度之多面向AI領域課程，包含AI基礎理論、AI晶片與元件、AI應用與優化、AI訊號與系統等四個重點方向。  重要特色是在AI領域構建多樣化、貼近產業第一線需求與軟硬體整合的實踐應用，例如無人機、自駕車、強化式學習視覺智能系統、視訊壓縮、AI晶片設計、工廠自動化檢測、醫學巨量資料分析與AI機器人等，提供學生利用最新學術成果，深入真實世界場景，直接學習到如何「用AI解決真實世界問題」的AI工程實踐。,https://aigp.ece.nycu.edu.tw/
111,公立,一般大學,0007,國立陽明交通大學,07141101,光電學院博士班,日間,博士班,6,0,5,0,83.33,光電學院博士班招收具理工相關科學之碩士學位或同等學歷，有志於從事前瞻光電科學研究或先進光電工程技術發展之國內外優秀青年並培育之人才，具備優異之光電專業素養，著重光電系統及應用科技的研發，產學合作、專利取得、智財技術移轉，並具備國際視野與人文社會關懷。 光電科技快速進入各種智慧型高階顯示器成為高價值之核心關鍵器件，因此，傳統光電廠家持續徵才，其中高階博士級領導人才更是求才若渴。學院教學研究嚴謹，所培育之畢業學為高科技公司爭相聘僱，今後將延續此優良傳統，成為培育高階領導光電人才之搖籃。,https://cop.nycu.edu.tw/tw/department.html?ID=5
